"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,3,4,2,5,6,7,9,10,8,13,14,16,15,11,12
"2",0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,3,5,4,6,10,12,7,15,8,11,9,16,14,13
"3",0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,2,6,3,4,5,7,8,9,15,10,11,16,13,14,12
"4",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,3,5,6,4,7,8,15,10,13,14,9,16,12,11
"6",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,3,4,6,5,7,8,9,15,11,13,14,12,10,16
"7",0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,4,3,5,6,7,8,11,9,15,10,12,13,16,14
"8",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,5,4,6,9,7,11,8,10,13,14,12,16,15
"9",0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,5,4,6,7,8,9,11,12,16,14,15,10,13
"10",1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,2,3,4,5,8,7,6,9,10,12,11,16,15,13,14
"11",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,4,5,6,7,9,10,8,15,11,16,14,13,12
"12",0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,2,4,3,5,6,12,10,7,8,9,16,15,13,11,14
"13",1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,2,1,3,5,6,4,7,8,9,11,10,15,16,14,13,12
"15",0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,3,4,5,7,6,8,11,16,12,9,10,14,15,13
"16",1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,2,3,4,5,7,10,6,8,11,9,16,12,15,13,14
"19",0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,2,4,3,5,6,10,16,7,8,14,13,11,12,9,15
"20",1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,3,2,5,4,10,6,8,7,11,9,13,14,12,15,16
"21",0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,2,3,5,4,6,7,8,12,10,13,9,16,11,15,14
"22",0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,3,4,5,7,6,9,10,13,8,16,14,12,15,11
"23",1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,3,4,5,7,12,8,6,10,11,9,13,16,15,14
"26",0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,3,4,5,6,7,9,16,10,11,8,12,14,15,13
"27",1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,4,2,3,5,6,7,10,9,11,8,13,12,14,16,15
"28",0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,2,3,5,6,4,8,10,7,9,12,15,13,11,16,14
"29",1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"30",1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3,5,4,6,15,7,8,9,12,16,11,10,14,13
"32",0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,2,3,5,6,4,7,11,8,9,16,14,13,10,12,15
"33",0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,2,4,5,3,8,6,7,16,12,9,10,15,13,11,14
"34",0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,3,2,4,5,6,7,9,8,12,11,10,13,15,16,14
"35",0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,2,3,4,5,6,8,7,9,14,12,10,11,15,16,13
"36",0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2,5,4,3,7,6,11,8,16,12,9,10,14,13,15
"37",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,3,4,5,7,6,9,8,10,12,11,14,16,13,15
"38",0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,2,3,5,4,6,7,10,9,8,11,15,13,14,16,12
"39",0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,3,2,7,4,5,6,8,9,10,13,11,12,15,16,14
"40",1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,2,3,5,4,8,6,7,9,15,11,12,13,14,10,16
"41",0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,3,4,6,5,7,10,9,8,13,15,16,12,11,14
"42",1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,2,3,5,4,6,7,8,11,10,9,16,15,13,14,12
"43",0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,2,3,4,5,6,7,12,9,11,8,16,13,15,10,14
"44",1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,3,4,5,7,9,12,6,10,8,11,16,13,15,14
"45",1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,2,4,3,5,6,10,7,8,9,13,12,16,14,15,11
"46",1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,2,3,4,7,5,9,6,11,8,12,10,14,13,16,15
"47",1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"49",1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,3,2,4,5,6,7,16,8,10,11,9,12,13,14,15
