"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,0,0,0,1,0,0,1,2,3,4,5,6,7,8
"2",1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1
"3",1,1,1,0,1,0,0,0,8,7,6,5,4,3,2,1
"4",0,1,0,1,1,1,0,1,1,3,2,4,5,6,7,8
"5",0,0,1,1,1,1,0,1,1,2,3,4,5,7,6,8
"6",0,1,0,1,1,0,0,0,1,2,3,4,5,6,7,8
"7",0,1,1,1,1,0,1,1,1,2,3,5,6,4,7,8
"8",0,1,1,0,0,0,1,0,1,2,3,4,5,6,7,8
"9",0,1,1,1,1,1,0,0,1,2,3,4,5,8,6,7
"10",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
"11",1,1,1,0,0,1,1,1,8,7,6,5,4,3,2,1
"12",0,0,0,1,0,1,1,1,1,2,3,5,4,6,8,7
"13",1,0,0,1,1,0,1,0,1,3,2,4,6,5,8,7
"14",0,1,0,1,1,1,0,0,1,2,3,4,7,6,5,8
"15",0,0,1,1,1,0,0,1,1,2,4,3,6,5,8,7
"16",0,0,0,1,1,1,0,0,1,2,3,6,5,4,7,8
"17",1,1,0,1,1,1,0,1,8,7,6,5,4,3,2,1
"18",0,0,1,1,0,0,0,1,1,2,5,3,6,4,7,8
"19",1,1,1,1,1,1,1,0,8,7,6,5,4,3,2,1
"20",0,1,1,0,1,0,1,1,1,2,3,4,5,7,6,8
"21",1,1,0,0,1,1,1,1,8,7,6,5,4,3,2,1
"22",0,1,0,0,1,1,1,1,1,2,3,4,5,7,6,8
"23",1,0,0,1,1,1,0,1,1,2,3,4,6,5,8,7
"24",0,0,1,1,0,1,1,1,1,2,3,4,6,5,7,8
"25",1,0,0,0,0,0,0,1,1,2,3,4,6,5,7,8
"26",1,0,1,0,1,0,0,0,1,2,3,4,5,7,6,8
"27",1,1,1,1,0,0,0,1,8,7,6,5,4,3,2,1
"28",1,1,0,0,0,0,1,0,8,7,6,5,4,3,2,1
"29",0,0,1,0,0,1,0,1,1,2,3,4,5,7,6,8
"30",1,0,0,0,1,0,1,0,1,4,2,3,6,5,8,7
"31",0,1,0,0,1,1,1,0,1,2,3,4,5,6,7,8
"32",1,0,0,0,1,0,0,1,1,2,3,6,4,7,5,8
"33",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"34",0,0,0,1,1,1,1,1,1,2,3,4,5,6,8,7
"35",1,0,1,1,1,1,1,0,1,3,2,4,5,7,8,6
"36",0,1,1,1,0,1,0,0,1,2,3,5,4,6,7,8
"37",0,0,1,1,0,1,1,0,1,3,2,5,4,8,7,6
"38",1,0,1,0,1,1,0,1,1,4,2,5,3,6,7,8
"39",1,0,0,0,1,1,1,0,1,2,3,4,5,6,7,8
"40",0,1,1,0,0,1,1,1,1,2,3,4,5,7,6,8
"41",0,0,0,0,0,1,0,1,1,2,3,4,5,6,7,8
"42",0,0,1,1,0,0,0,1,1,2,3,4,5,7,8,6
"43",1,0,1,0,0,0,0,0,1,2,3,4,6,5,7,8
"44",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
