"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,0,0,0,1,1,1,2,3,6,4,5,7,8
"2",0,1,0,1,0,1,0,0,1,2,3,4,6,5,8,7
"3",0,0,1,1,1,0,1,1,2,1,4,3,5,6,7,8
"4",1,1,1,0,1,0,0,0,8,7,6,5,4,3,2,1
"5",0,0,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"6",1,1,1,0,1,0,1,1,8,7,6,5,4,3,2,1
"7",1,1,1,1,1,1,0,0,8,7,6,5,4,3,2,1
"8",0,1,0,1,1,1,0,0,1,2,3,6,5,4,7,8
"9",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"10",1,0,0,1,1,0,0,1,1,2,3,4,5,6,8,7
"11",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"12",0,0,1,1,0,0,1,0,1,2,3,5,4,6,8,7
"13",0,0,0,0,0,1,0,0,1,2,4,3,5,6,8,7
"14",0,0,1,1,1,1,1,0,1,2,3,4,7,5,6,8
"15",1,1,1,0,1,1,0,0,8,7,6,5,4,3,2,1
"16",1,0,0,0,1,0,1,0,1,2,3,6,7,4,8,5
"17",1,0,1,0,1,1,0,0,1,2,3,4,5,7,8,6
"18",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"19",0,1,0,1,0,0,0,0,1,2,3,4,5,6,7,8
"20",1,0,0,0,1,1,1,1,1,2,3,4,5,6,7,8
"21",0,1,0,1,0,0,1,1,1,2,4,5,3,6,7,8
"22",0,1,0,1,0,1,0,1,1,2,4,3,6,8,5,7
"23",0,1,1,0,0,0,1,1,1,2,4,3,5,6,7,8
"24",0,1,1,1,1,0,0,0,1,3,2,6,5,4,7,8
"25",1,0,1,0,1,0,1,0,1,2,4,3,6,5,7,8
"26",1,1,0,0,1,1,0,1,8,7,6,5,4,3,2,1
"27",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"28",0,0,1,0,0,1,0,1,1,2,3,4,6,5,7,8
"29",1,1,0,0,0,0,1,0,8,7,6,5,4,3,2,1
"30",0,1,1,0,1,0,0,1,1,3,2,4,6,8,5,7
"31",0,0,1,1,1,0,1,0,1,2,3,5,4,6,8,7
"32",0,1,1,0,0,0,0,0,1,2,3,5,4,8,6,7
"33",0,0,0,1,1,0,0,0,1,2,3,4,5,8,7,6
"34",0,0,0,0,1,0,0,1,1,2,3,5,4,8,6,7
"35",0,1,1,0,1,1,0,1,1,2,3,4,7,5,6,8
"36",0,0,1,0,0,0,1,0,1,2,3,4,7,6,5,8
"37",0,0,1,0,1,1,1,1,1,2,4,3,5,6,7,8
"38",0,1,0,1,1,1,1,0,1,3,2,4,5,6,8,7
"39",1,0,1,0,0,0,0,1,1,2,3,4,5,6,7,8
"40",0,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"41",0,0,0,1,0,1,1,1,1,3,2,4,5,7,6,8
"42",1,0,0,1,1,0,0,0,1,2,3,4,7,5,6,8
