"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,0,1,1,0,1,1,2,3,4,5,6,7,8
"2",0,0,0,0,1,0,0,0,1,2,3,4,5,6,8,7
"3",1,0,0,0,1,0,0,1,1,2,3,5,4,6,7,8
"4",0,1,1,0,0,0,1,0,1,3,2,5,4,7,6,8
"5",0,0,0,0,1,1,1,1,1,2,3,4,6,7,8,5
"6",1,0,1,0,1,0,1,0,1,3,2,4,5,6,7,8
"7",0,1,1,1,0,0,1,0,1,2,4,3,5,6,8,7
"8",1,0,1,0,1,1,0,0,1,2,3,4,6,5,7,8
"9",0,0,1,0,1,0,1,0,1,2,3,4,5,7,6,8
"10",1,1,1,0,0,1,1,1,8,7,6,5,4,3,2,1
"11",0,1,1,0,1,0,0,0,2,1,4,3,5,6,8,7
"12",0,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8
"13",1,0,0,0,1,0,1,0,1,2,3,4,5,7,8,6
"14",0,0,0,0,1,0,1,0,1,2,4,3,5,6,8,7
"15",1,0,0,1,1,1,1,1,1,3,4,2,6,5,7,8
"16",1,0,1,0,0,1,1,0,1,2,3,5,4,7,6,8
"17",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"18",1,1,0,0,0,1,0,1,8,7,6,5,4,3,2,1
"19",0,0,0,1,1,0,0,0,1,3,2,4,5,8,7,6
"20",1,1,0,0,0,0,1,1,8,7,6,5,4,3,2,1
"21",1,0,0,0,0,0,1,1,1,2,3,4,5,6,8,7
"22",1,0,1,0,0,1,0,1,1,2,3,5,4,6,8,7
"23",0,1,1,1,0,0,0,0,1,2,5,4,3,6,8,7
"24",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"25",0,0,0,1,0,1,1,1,1,3,2,4,5,6,8,7
"26",0,0,0,1,1,0,1,1,1,2,3,4,7,5,8,6
"27",0,1,0,1,0,1,0,1,1,2,3,4,7,5,6,8
"28",0,1,1,1,0,1,1,1,1,4,2,3,5,7,6,8
"29",1,0,0,0,0,1,1,0,1,3,2,4,5,6,7,8
"30",0,1,0,1,0,1,0,1,1,2,3,4,5,6,8,7
"31",0,1,0,1,1,1,0,1,1,2,4,3,5,6,7,8
"32",0,1,1,1,1,0,1,0,1,2,3,5,4,7,8,6
"33",0,0,0,0,0,1,1,1,2,1,3,5,6,4,7,8
"34",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"35",0,0,1,0,1,1,0,1,1,2,3,4,6,5,8,7
"36",1,1,0,1,0,0,1,0,8,7,6,5,4,3,2,1
"37",1,1,0,1,0,1,0,0,8,7,6,5,4,3,2,1
"38",1,0,0,1,0,1,1,0,2,1,4,3,5,7,6,8
"39",0,1,1,0,1,1,1,1,1,2,3,4,5,7,6,8
"40",1,0,0,0,0,0,1,0,1,2,3,4,5,6,7,8
"41",1,1,1,1,0,0,0,1,8,7,6,5,4,3,2,1
"42",0,1,1,1,0,1,1,0,1,2,3,4,6,5,7,8
"43",0,1,1,0,1,1,0,0,1,2,3,4,5,6,7,8
"44",1,0,0,0,1,1,0,0,1,2,3,4,5,8,6,7
"45",1,0,0,1,1,1,0,1,1,2,3,5,4,6,8,7
"46",1,1,1,1,1,0,1,1,8,7,6,5,4,3,2,1
"47",1,1,1,0,0,1,1,0,8,7,6,5,4,3,2,1
"48",0,0,0,0,1,0,0,0,1,2,5,3,4,6,7,8
"49",1,0,1,1,0,0,1,1,1,2,3,6,4,5,7,8
"50",0,1,1,0,1,1,0,0,1,2,3,6,4,5,7,8
"51",1,0,0,0,1,0,1,1,1,3,2,4,6,5,8,7
"52",0,1,1,0,0,0,1,1,1,2,3,5,4,6,7,8
"53",1,1,0,0,1,0,1,0,8,7,6,5,4,3,2,1
"54",0,1,0,1,0,1,0,0,1,2,3,4,5,6,8,7
"55",0,1,1,0,1,1,0,0,1,2,3,4,6,5,8,7
"56",0,1,0,0,0,1,0,0,2,1,4,3,5,6,8,7
"57",0,0,0,1,0,1,1,0,1,3,2,4,5,6,7,8
"58",1,0,1,0,0,1,0,1,1,2,3,4,6,5,7,8
"59",1,0,1,1,0,0,0,0,1,2,4,3,5,7,8,6
"60",1,0,0,0,1,0,0,0,1,2,4,3,5,7,6,8
"61",0,0,0,0,1,0,0,1,1,2,3,4,6,5,7,8
"62",0,0,0,0,1,0,1,1,1,2,3,4,6,5,7,8
"63",0,1,1,0,0,0,0,0,1,3,2,4,5,8,7,6
"64",0,0,0,0,0,0,1,0,1,2,4,3,7,5,6,8
"65",0,0,0,1,0,0,0,1,1,2,4,5,3,6,7,8
"66",1,1,0,1,0,1,0,0,8,7,6,5,4,3,2,1
"67",1,0,0,1,1,0,1,0,1,2,3,4,6,8,5,7
"68",1,1,0,1,0,0,1,1,8,7,6,5,4,3,2,1
"69",1,0,1,1,0,1,0,0,1,2,3,4,5,7,6,8
"70",1,0,0,0,1,0,0,1,1,2,3,4,5,6,8,7
"71",0,0,1,1,1,1,0,0,1,2,3,4,5,6,7,8
"72",1,0,1,0,0,0,0,0,1,2,3,4,8,5,6,7
"73",0,0,0,0,1,0,0,1,1,2,3,7,8,5,4,6
"74",0,0,1,0,1,0,0,1,2,1,3,5,4,7,8,6
"75",0,0,0,0,0,1,0,0,1,2,3,4,6,5,8,7
"76",1,1,1,0,0,1,0,1,8,7,6,5,4,3,2,1
"77",0,0,1,0,0,1,1,0,1,2,3,4,5,6,8,7
"78",0,0,0,1,1,0,0,1,2,1,3,4,5,6,8,7
"79",1,0,1,1,1,1,0,0,1,2,3,4,6,8,5,7
"80",1,1,1,0,0,1,1,1,8,7,6,5,4,3,2,1
"81",1,0,1,1,0,0,0,1,1,2,3,4,7,5,8,6
"82",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"83",1,0,0,0,1,1,0,1,1,2,3,4,5,6,8,7
"84",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"85",0,1,0,1,0,0,1,0,1,2,3,4,5,7,8,6
"86",0,1,0,1,1,0,1,1,1,2,3,4,5,6,8,7
"87",0,0,1,1,1,0,1,1,1,3,2,4,5,6,8,7
"88",1,1,0,0,1,0,1,1,8,7,6,5,4,3,2,1
"89",0,0,1,1,0,1,1,0,1,2,3,4,7,6,5,8
"90",1,1,1,0,0,1,1,0,8,7,6,5,4,3,2,1
"91",1,0,1,1,1,1,1,0,1,3,2,4,8,5,6,7
"92",1,1,1,1,1,1,0,0,8,7,6,5,4,3,2,1
"93",1,0,1,0,0,0,1,0,1,3,2,4,5,6,7,8
"94",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"95",0,1,1,1,1,1,0,1,1,2,3,4,5,6,7,8
"96",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"97",0,0,1,1,1,1,1,1,2,1,3,4,6,5,7,8
"98",0,0,1,1,0,0,0,1,1,3,2,4,5,8,6,7
"99",0,1,1,1,0,0,1,1,2,1,3,4,7,5,6,8
"100",1,0,1,1,1,1,1,1,1,2,3,4,5,7,6,8
