"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,1,1,1,1,1,1,2,1
"2",1,0,1,1,1,0,0,1,1,2
"3",0,1,0,1,0,0,0,0,1,2
"4",0,0,1,0,0,1,0,0,1,2
"5",1,0,1,0,0,0,1,0,1,2
"6",0,1,1,0,0,0,0,0,1,2
"7",1,1,1,1,1,1,1,0,2,1
"8",1,0,0,1,1,0,1,0,2,1
"9",1,0,1,1,1,1,1,1,1,2
"10",1,1,1,1,0,0,1,0,2,1
"11",0,0,1,1,0,0,0,1,1,2
"12",0,1,1,0,1,0,1,0,1,2
"13",1,1,1,0,0,0,0,0,2,1
"14",1,1,0,0,0,0,0,1,2,1
"15",1,1,1,0,0,1,0,0,2,1
"16",1,1,0,1,0,0,0,0,2,1
"17",1,1,1,0,1,0,0,1,2,1
"18",0,1,1,0,1,1,1,0,1,2
"19",1,0,0,1,1,0,0,0,1,2
"20",1,1,1,0,0,1,0,1,2,1
"21",0,0,0,1,1,1,0,1,1,2
"22",0,1,1,0,1,1,1,0,1,2
"23",1,0,0,1,1,0,0,1,1,2
"24",1,0,1,0,0,0,0,1,2,1
"25",1,1,1,1,0,1,1,1,2,1
"26",0,0,1,0,1,0,0,0,1,2
"27",1,0,1,0,1,0,0,0,1,2
"28",0,1,0,1,0,0,1,0,1,2
"29",0,0,0,0,0,0,1,0,1,2
"30",0,1,0,1,1,0,1,0,1,2
"31",0,1,0,1,1,0,0,1,1,2
"32",1,0,1,1,0,1,0,1,2,1
"33",1,0,1,1,0,1,1,1,2,1
"34",0,0,1,0,1,1,0,1,1,2
"35",0,0,1,1,0,1,0,0,1,2
"36",1,1,1,1,1,0,0,1,2,1
"37",0,1,0,1,0,1,1,0,1,2
"38",1,1,1,1,0,0,0,0,2,1
"39",1,0,0,0,1,1,1,1,2,1
"40",1,0,0,0,0,0,1,1,1,2
"41",1,0,1,0,0,0,1,0,1,2
"42",1,0,0,1,0,0,0,1,1,2
"43",1,0,1,1,0,1,0,1,1,2
"44",1,0,0,0,0,1,0,0,1,2
"45",1,1,1,0,0,1,0,1,2,1
"46",0,1,1,0,0,1,0,0,1,2
"47",1,1,1,1,0,0,1,0,2,1
"48",0,1,0,1,1,0,1,0,1,2
"49",1,0,0,1,0,0,0,1,1,2
"50",1,0,0,1,1,0,0,0,1,2
"51",1,1,0,0,1,0,1,1,2,1
"52",0,1,0,1,1,1,1,0,2,1
"53",1,1,0,1,0,1,1,0,2,1
"54",0,1,1,0,1,1,1,1,1,2
"55",1,0,1,1,1,0,0,0,1,2
"56",0,1,0,0,1,1,1,1,1,2
"57",0,0,1,0,0,0,0,1,1,2
"58",1,1,1,1,0,0,0,0,2,1
"59",0,0,0,0,1,0,0,1,1,2
"60",0,0,0,1,1,0,1,1,1,2
"61",1,0,1,0,1,1,0,0,1,2
"62",0,0,0,0,1,1,0,0,2,1
"63",0,0,1,1,0,0,1,0,1,2
"64",1,0,0,0,0,0,1,1,1,2
"65",1,1,0,1,0,0,1,0,2,1
"66",1,1,1,0,1,0,0,0,2,1
"67",0,0,0,1,0,0,1,0,1,2
"68",0,1,0,0,0,1,0,1,1,2
"69",0,0,1,0,1,0,1,1,2,1
"70",0,1,1,0,1,1,0,1,2,1
"71",0,1,0,1,0,0,0,1,1,2
"72",0,0,0,1,1,1,1,0,1,2
"73",0,0,0,1,0,0,0,1,1,2
"74",1,0,1,0,1,1,0,1,1,2
