"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,0,0,0,0,1,0,8,1,2,3,4,5,6,7
"2",1,1,0,0,0,0,0,1,8,1,2,3,4,5,6,7
"3",1,1,1,0,0,0,1,1,8,1,2,3,4,5,6,7
"4",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"5",0,1,1,1,0,1,0,1,1,2,3,4,5,7,6,8
"6",1,1,1,1,0,1,1,0,8,1,2,3,4,5,6,7
"7",1,1,1,0,1,1,0,0,8,1,2,3,4,5,6,7
"8",0,1,0,0,1,1,0,1,1,2,3,5,4,8,7,6
"9",0,1,1,1,1,1,0,0,1,2,3,4,6,7,5,8
"10",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"11",0,1,1,0,1,0,1,1,1,2,3,4,5,6,8,7
"12",1,1,1,1,0,0,0,0,8,1,2,3,4,5,6,7
"13",1,1,1,0,0,0,1,0,8,1,2,3,4,5,6,7
"14",1,0,1,1,1,0,1,0,1,2,3,5,6,7,4,8
"15",0,0,0,0,0,0,1,0,1,2,5,3,4,7,6,8
"16",0,0,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"17",0,1,1,0,1,1,1,1,1,4,2,3,5,6,8,7
"18",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"19",0,1,0,0,1,1,0,1,1,2,3,4,7,5,8,6
"20",0,0,1,1,1,0,1,1,1,2,3,5,4,6,8,7
"21",0,0,1,1,1,1,1,1,1,2,3,4,5,8,7,6
"22",1,0,0,1,0,1,0,1,1,2,3,5,4,6,8,7
"23",0,0,1,1,0,1,1,0,1,2,3,6,4,5,7,8
"24",0,1,1,1,1,1,1,0,1,3,2,5,4,6,7,8
"25",0,0,0,1,1,1,0,1,1,2,3,4,5,8,6,7
"26",1,0,1,1,0,0,0,1,1,2,3,4,6,5,7,8
"27",0,1,0,1,1,1,1,1,1,2,3,5,4,7,6,8
"28",0,1,1,1,0,1,0,1,1,2,3,6,4,5,8,7
"29",0,0,1,0,1,1,1,0,1,2,3,5,4,6,7,8
"30",1,1,1,1,0,1,0,1,8,1,2,3,4,5,6,7
"31",1,0,1,0,0,1,0,0,1,2,3,4,5,6,7,8
"32",1,1,1,0,0,0,0,1,8,1,2,3,4,5,6,7
"33",0,0,1,1,1,1,0,1,1,2,4,3,5,6,7,8
"34",1,0,0,1,1,0,1,1,2,1,3,4,5,6,8,7
"35",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"36",0,0,0,1,0,1,1,1,1,2,3,4,5,6,7,8
"37",1,1,1,0,0,0,1,0,8,1,2,3,4,5,6,7
"38",0,1,0,1,1,0,1,0,1,2,3,4,5,6,7,8
"39",0,1,1,1,0,1,1,0,1,4,2,3,5,7,8,6
"40",0,1,0,0,1,1,1,1,1,2,3,4,8,5,7,6
"41",1,0,1,1,1,0,0,1,1,3,2,4,5,6,7,8
"42",1,1,0,1,0,0,0,0,8,1,2,3,4,5,6,7
"43",1,1,1,1,0,1,1,0,8,1,2,3,4,5,6,7
"44",0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8
"45",0,0,1,1,1,0,1,0,1,2,3,4,7,5,8,6
"46",0,1,0,0,1,1,0,1,2,1,3,4,5,6,7,8
"47",0,0,0,0,1,0,0,1,1,2,3,5,4,7,8,6
"48",0,1,0,0,1,0,0,0,1,2,4,5,3,7,6,8
"49",1,0,0,0,1,1,0,1,1,2,3,4,5,6,8,7
"50",1,0,1,1,1,1,1,1,2,1,5,3,4,7,6,8
"51",1,0,0,1,1,0,1,1,1,2,3,4,6,5,8,7
"52",1,1,1,1,1,1,1,1,8,1,2,3,4,5,6,7
"53",0,0,0,0,1,1,0,0,1,2,3,4,6,5,8,7
"54",0,0,0,0,0,1,1,0,1,2,3,5,6,4,7,8
"55",1,0,0,0,0,1,1,0,1,2,3,6,4,5,7,8
"56",1,1,0,1,0,1,1,0,8,1,2,3,4,5,6,7
"57",0,1,0,1,1,0,0,1,1,3,2,4,5,7,6,8
