"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,0,1,0,1,0,0,8,1,2,3,4,5,6,7
"2",0,0,1,0,1,1,1,0,2,1,5,3,4,8,6,7
"3",1,0,0,0,1,1,1,1,1,2,5,3,4,6,7,8
"4",0,0,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"5",0,0,0,1,1,0,0,0,1,2,3,4,7,5,6,8
"6",1,0,1,1,0,0,0,1,1,2,3,4,6,5,7,8
"7",0,1,0,0,1,0,0,1,1,2,3,4,6,5,7,8
"8",1,0,1,1,0,0,0,0,1,2,3,4,7,5,6,8
"9",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"10",1,1,1,1,0,1,0,1,8,1,2,3,4,5,6,7
"11",0,0,1,1,0,1,0,1,1,2,3,4,5,6,8,7
"12",0,0,0,1,0,1,1,0,1,2,3,5,4,6,8,7
"13",1,0,0,0,0,0,1,0,1,3,2,4,6,8,5,7
"14",1,1,1,1,0,1,1,0,8,1,2,3,4,5,6,7
"15",1,1,0,0,1,0,0,1,8,1,2,3,4,5,6,7
"16",1,0,1,0,1,1,0,0,1,2,3,4,8,5,7,6
"17",1,1,0,0,1,1,1,0,8,1,2,3,4,5,6,7
"18",0,1,1,0,1,1,0,1,1,2,3,4,5,6,7,8
"19",1,0,1,1,0,0,1,0,1,3,2,4,5,6,7,8
"20",0,0,1,0,1,0,0,1,1,2,3,5,4,8,7,6
"21",0,1,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"22",0,1,1,1,0,0,1,0,1,2,3,5,4,6,8,7
"23",1,0,0,0,0,0,0,0,1,2,4,3,5,7,6,8
"24",0,0,0,0,1,1,0,0,1,2,3,6,4,5,7,8
"25",1,1,1,0,0,1,1,1,8,1,2,3,4,5,6,7
"26",0,0,0,0,1,0,0,1,1,2,3,4,5,6,7,8
"27",0,1,0,0,0,1,0,0,1,2,4,5,3,8,7,6
"28",1,1,1,1,1,0,1,1,8,1,2,3,4,5,6,7
"29",1,0,1,0,0,0,1,1,1,2,3,5,4,7,6,8
"30",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"31",0,1,0,1,0,0,0,1,1,2,3,5,4,8,7,6
"32",0,0,1,1,1,0,1,1,1,2,3,4,5,6,7,8
"33",0,1,1,0,0,1,1,0,1,2,3,6,4,7,5,8
"34",0,1,1,0,1,1,0,1,1,2,3,4,5,6,8,7
"35",0,0,1,0,1,0,0,0,1,2,3,4,5,8,7,6
"36",0,1,1,0,1,1,1,0,1,2,5,4,3,6,8,7
"37",1,1,0,0,1,0,0,1,8,1,2,3,4,5,6,7
"38",1,1,0,1,1,1,0,0,8,1,2,3,4,5,6,7
"39",0,0,1,1,1,1,1,0,2,1,3,4,5,6,7,8
"40",1,1,1,0,1,0,1,0,8,1,2,3,4,5,6,7
"41",0,0,0,1,1,0,1,1,1,3,4,2,6,7,5,8
"42",0,1,0,1,1,0,0,1,1,2,3,4,5,7,6,8
"43",1,0,1,1,0,1,1,1,1,2,3,4,5,6,7,8
"44",1,0,0,0,1,0,0,1,1,3,2,5,4,7,6,8
"45",1,1,0,0,1,1,1,1,8,1,2,3,4,5,6,7
"46",1,0,0,1,1,1,1,1,1,2,4,5,3,6,7,8
"47",0,0,1,1,1,0,1,0,1,2,3,4,5,6,7,8
"48",1,0,1,1,0,1,0,0,1,2,3,4,8,6,5,7
"49",0,0,1,0,0,1,0,1,1,2,4,3,6,5,7,8
"50",0,1,1,0,0,0,1,1,1,2,5,3,6,4,7,8
"51",1,0,0,0,0,0,0,1,1,2,3,4,6,5,7,8
"52",1,1,1,1,0,0,1,0,8,1,2,3,4,5,6,7
"53",1,0,1,1,0,1,0,0,1,2,3,7,4,8,5,6
"54",0,0,1,1,0,1,1,1,1,2,5,4,3,7,6,8
"55",1,1,1,0,0,1,1,1,8,1,2,3,4,5,6,7
"56",1,1,0,0,1,1,0,0,8,1,2,3,4,5,6,7
"57",1,0,0,1,0,1,1,0,1,2,3,4,5,8,7,6
"58",0,0,0,0,1,0,1,1,1,3,2,4,5,6,7,8
"59",0,0,0,0,1,1,0,0,3,2,1,4,6,8,5,7
"60",0,0,0,0,1,1,0,0,1,3,2,4,5,7,8,6
"61",0,0,0,1,1,1,1,1,1,2,3,5,4,6,7,8
"62",0,0,0,1,0,0,0,0,1,2,3,7,5,4,6,8
"63",1,0,0,0,0,1,1,1,1,2,4,3,5,6,7,8
"64",0,1,1,1,1,0,0,0,1,3,2,5,4,6,8,7
"65",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"66",0,1,1,1,0,0,1,1,1,2,3,4,5,6,8,7
"67",1,0,1,0,0,1,1,1,1,2,5,3,4,7,6,8
"68",1,0,1,0,0,0,0,1,1,2,3,4,7,5,6,8
"69",0,1,0,1,1,0,1,0,1,2,3,4,6,7,5,8
"70",0,0,1,1,0,0,0,1,1,2,4,3,6,8,5,7
"71",1,1,1,0,1,0,1,1,8,1,2,3,4,5,6,7
"72",1,0,0,1,1,0,0,0,1,2,3,4,5,6,7,8
"73",0,0,0,1,1,0,1,1,1,2,3,4,5,7,6,8
"74",0,1,1,1,1,0,1,0,2,1,3,4,6,5,8,7
"75",1,1,1,0,1,0,1,0,8,1,2,3,4,5,6,7
"76",0,0,1,0,0,1,1,0,1,2,3,5,4,8,7,6
"77",0,1,1,1,1,0,0,1,1,2,3,4,6,7,5,8
"78",1,0,1,0,1,1,1,0,1,2,3,7,4,8,6,5
"79",0,0,0,0,0,0,0,1,1,2,4,3,5,6,7,8
"80",0,1,0,1,0,0,1,0,1,2,3,5,4,6,7,8
"81",1,1,1,1,0,1,1,1,8,1,2,3,4,5,6,7
"82",0,1,0,0,1,1,0,1,1,3,2,4,6,7,8,5
"83",0,1,1,1,0,0,0,1,1,2,4,5,3,6,8,7
"84",0,1,0,0,1,1,1,1,1,2,3,4,6,5,7,8
"85",0,0,1,1,1,1,0,0,1,2,3,4,5,6,8,7
"86",0,1,0,0,1,1,0,0,1,3,2,4,5,6,7,8
"87",1,0,1,1,0,1,0,0,1,2,4,3,5,7,6,8
"88",0,0,1,0,0,0,0,1,1,2,3,5,4,6,8,7
"89",0,1,1,0,0,0,1,1,1,2,3,4,5,7,6,8
"90",1,1,0,0,1,1,1,0,8,1,2,3,4,5,6,7
"91",0,0,1,0,0,1,1,0,1,2,4,3,6,5,8,7
"92",1,0,1,1,1,1,1,0,1,2,3,4,6,5,7,8
"93",0,1,1,1,1,1,0,1,3,1,2,4,6,7,5,8
"94",1,1,0,1,0,1,1,1,8,1,2,3,4,5,6,7
"95",0,0,1,0,0,0,1,1,1,3,2,4,5,8,6,7
"96",1,0,0,1,1,0,0,1,1,2,3,5,6,4,7,8
"97",0,1,0,0,1,0,0,0,1,2,3,4,8,5,7,6
"98",0,1,1,0,1,0,0,1,1,2,3,4,5,7,6,8
"99",1,0,0,0,0,0,1,0,1,2,3,5,4,6,8,7
"100",0,1,0,1,1,0,0,1,1,2,3,4,5,6,7,8
"101",0,1,1,0,0,0,1,0,1,2,3,4,5,8,6,7
"102",0,0,0,0,1,0,1,0,1,2,3,5,4,8,6,7
"103",1,1,1,1,0,0,1,1,8,1,2,3,4,5,6,7
"104",1,1,0,1,0,1,0,1,8,1,2,3,4,5,6,7
"105",0,0,1,1,0,0,0,0,1,2,3,5,4,6,7,8
"106",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"107",1,1,1,1,0,0,1,0,8,1,2,3,4,5,6,7
"108",1,0,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"109",0,0,1,0,0,0,0,1,1,2,3,4,5,6,7,8
"110",1,0,1,1,0,1,1,1,2,1,3,4,6,5,7,8
"111",0,0,1,0,0,0,0,1,1,2,3,4,6,5,7,8
"112",0,1,0,1,1,0,1,1,1,2,4,3,5,6,7,8
"113",1,1,0,1,1,0,0,1,8,1,2,3,4,5,6,7
