"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,0,1,0,1,1,1,2,3,4,5,7,6,8
"2",0,1,0,0,1,0,0,1,2,1,3,4,6,5,7,8
"3",1,1,1,0,1,0,1,1,8,1,2,3,4,5,6,7
"4",1,0,1,1,0,1,0,1,1,3,2,4,7,6,5,8
"5",1,0,0,1,1,1,0,1,3,1,2,4,7,5,6,8
"6",1,1,1,0,1,1,1,0,8,1,2,3,4,5,6,7
"7",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"8",0,0,0,1,1,1,0,0,1,2,3,4,5,6,7,8
"9",0,0,0,1,1,0,1,0,1,2,3,4,5,6,8,7
"10",1,1,0,1,0,1,0,0,8,1,2,3,4,5,6,7
"11",0,0,1,0,1,0,0,1,1,2,3,4,5,6,8,7
"12",0,1,0,0,0,0,0,1,1,2,3,5,6,4,8,7
"13",1,0,1,1,1,0,1,0,1,2,3,4,7,6,5,8
"14",0,1,1,0,1,1,0,1,1,3,2,5,6,4,8,7
"15",1,1,1,1,1,0,1,1,8,1,2,3,4,5,6,7
"16",0,0,0,1,1,0,0,0,3,1,2,6,5,4,7,8
"17",0,0,1,1,1,0,1,1,1,2,3,4,5,8,6,7
"18",0,0,0,1,0,1,1,1,1,3,2,4,7,5,8,6
"19",0,1,0,0,0,1,1,0,1,2,3,6,4,5,7,8
"20",0,0,0,1,1,0,1,0,1,2,3,4,5,6,8,7
"21",0,0,1,0,0,1,0,0,1,2,3,4,5,8,6,7
"22",1,1,0,0,1,1,0,0,8,1,2,3,4,5,6,7
"23",1,0,0,1,1,1,0,1,1,2,4,3,5,6,7,8
"24",0,0,1,1,0,1,1,0,1,2,3,5,4,7,6,8
"25",0,1,0,0,1,0,0,0,1,2,3,4,7,6,5,8
"26",1,0,1,0,0,0,0,0,1,2,3,5,4,6,7,8
"27",0,0,0,1,1,0,0,0,1,2,4,3,6,5,7,8
"28",0,1,0,0,1,1,0,0,1,2,3,4,6,5,7,8
"29",1,1,1,0,1,1,1,1,8,1,2,3,4,5,6,7
"30",0,0,0,0,1,1,1,0,1,2,3,4,5,8,6,7
"31",0,0,1,0,1,0,1,1,1,2,3,5,4,6,7,8
"32",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"33",0,0,0,1,0,1,0,1,1,2,3,5,7,4,6,8
"34",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"35",0,1,0,0,1,0,0,1,1,2,3,5,4,8,6,7
"36",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"37",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"38",1,0,1,0,1,1,1,0,1,2,3,4,6,5,7,8
"39",1,0,1,1,0,1,1,0,2,1,3,6,4,5,8,7
"40",1,0,0,1,0,0,0,1,1,2,3,8,5,4,6,7
"41",0,1,1,0,1,1,0,0,1,3,2,4,6,5,7,8
"42",1,1,1,0,0,0,0,0,8,1,2,3,4,5,6,7
"43",0,0,0,1,0,1,0,0,2,1,3,6,4,5,8,7
"44",0,1,1,0,1,1,0,1,1,2,3,4,6,5,8,7
"45",0,1,0,0,1,1,0,0,1,2,3,6,4,8,5,7
"46",1,0,0,1,0,1,0,0,1,2,3,5,4,7,6,8
"47",1,0,0,0,1,0,1,0,1,2,3,5,4,7,6,8
"48",1,1,1,0,0,1,1,1,8,1,2,3,4,5,6,7
"49",0,1,0,1,0,0,1,1,1,2,3,5,4,6,7,8
"50",1,1,1,0,1,1,0,1,8,1,2,3,4,5,6,7
"51",0,0,0,1,0,0,0,0,1,2,3,4,5,7,8,6
"52",0,0,0,1,0,0,1,0,1,2,3,6,4,5,7,8
"53",1,1,1,1,1,0,0,0,8,1,2,3,4,5,6,7
"54",1,0,0,1,0,0,0,1,1,2,3,4,6,5,8,7
"55",1,1,1,0,1,0,0,1,8,1,2,3,4,5,6,7
"56",0,0,0,1,0,0,0,1,2,1,3,5,4,6,7,8
"57",0,0,0,1,1,1,1,1,1,2,3,4,6,5,8,7
"58",1,0,1,0,1,1,1,0,1,2,3,4,5,6,8,7
"59",1,0,1,0,0,0,1,1,1,2,3,4,5,6,8,7
"60",1,0,0,1,0,0,0,1,1,2,3,4,5,6,7,8
"61",0,1,0,1,0,1,0,0,1,2,3,4,5,7,8,6
"62",1,0,1,1,0,1,1,1,1,2,4,3,6,5,8,7
"63",1,0,1,0,1,1,0,1,1,2,3,4,6,5,7,8
"64",0,1,1,0,0,1,0,1,1,2,3,4,5,7,6,8
"65",0,0,1,0,0,1,1,1,1,2,3,4,5,6,8,7
"66",0,1,1,0,0,0,0,1,1,2,3,4,8,5,7,6
"67",1,1,1,1,1,1,0,0,8,1,2,3,4,5,6,7
"68",0,0,0,1,1,0,0,0,2,1,3,4,5,6,8,7
"69",0,0,0,0,1,1,1,1,1,2,3,4,7,6,5,8
"70",1,1,1,0,1,1,0,1,8,1,2,3,4,5,6,7
"71",0,0,0,0,0,1,1,1,1,2,4,3,5,8,7,6
"72",1,0,0,0,0,1,1,1,1,2,5,3,4,6,7,8
"73",1,0,0,1,1,0,1,0,1,4,2,3,5,6,7,8
"74",1,0,0,1,0,0,0,1,1,2,3,5,4,8,6,7
"75",0,0,1,1,0,1,1,1,1,2,3,4,5,6,8,7
"76",1,0,0,0,0,1,0,0,1,4,3,2,5,8,7,6
"77",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"78",0,0,1,0,0,1,0,0,1,2,4,3,5,7,6,8
"79",0,0,1,1,1,0,0,0,1,2,3,4,6,5,7,8
"80",1,0,0,0,1,0,1,1,1,2,3,4,5,6,7,8
"81",0,1,0,1,1,0,1,0,1,2,3,4,5,6,7,8
"82",1,1,1,0,1,0,1,0,8,1,2,3,4,5,6,7
"83",0,0,0,0,0,1,1,0,1,2,3,4,6,5,7,8
"84",1,0,1,0,0,0,0,1,1,2,4,3,5,6,8,7
"85",0,1,0,1,0,1,1,1,1,2,3,4,6,7,5,8
"86",0,1,1,1,1,0,0,0,1,2,3,7,4,5,6,8
"87",1,1,0,1,0,0,0,1,8,1,2,3,4,5,6,7
"88",0,0,1,1,0,0,0,1,1,2,3,5,4,8,6,7
"89",0,0,0,1,0,1,0,1,1,2,3,4,5,6,8,7
"90",0,0,0,0,1,1,0,1,1,2,3,4,7,6,5,8
"91",0,1,0,0,0,1,0,0,1,3,2,4,5,8,6,7
"92",1,1,1,1,0,1,0,1,8,1,2,3,4,5,6,7
"93",0,1,0,0,0,0,1,0,1,2,4,3,6,7,5,8
"94",1,0,0,1,0,0,1,1,1,2,3,5,6,4,7,8
"95",1,1,1,0,1,1,0,0,8,1,2,3,4,5,6,7
"96",1,0,1,0,1,1,0,1,2,1,4,3,8,5,7,6
"97",1,1,0,0,1,0,0,1,8,1,2,3,4,5,6,7
"98",1,1,0,0,0,0,0,1,8,1,2,3,4,5,6,7
"99",0,0,1,0,1,1,1,0,1,2,3,4,7,5,6,8
"100",0,0,1,1,0,0,1,0,1,3,2,4,5,6,7,8
"101",0,1,1,0,1,1,1,1,1,2,3,4,5,6,7,8
"102",1,1,1,1,0,1,1,1,8,1,2,3,4,5,6,7
"103",1,0,0,0,1,1,1,1,1,2,3,4,6,5,7,8
"104",1,0,0,0,1,1,1,1,1,2,3,4,5,6,7,8
"105",1,0,0,1,0,0,1,0,1,2,3,4,5,6,7,8
