"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,0,0,1,1,0,1,2,3,4,5,6,8,7
"2",1,0,0,0,0,0,0,0,1,2,3,6,4,7,5,8
"3",1,0,1,0,1,1,0,0,1,2,3,4,6,5,7,8
"4",0,0,1,1,0,1,0,0,1,2,3,4,5,6,7,8
"5",1,1,0,1,1,0,0,0,8,1,2,3,4,5,6,7
"6",0,1,1,1,0,0,1,0,1,2,3,6,4,5,7,8
"7",1,0,1,1,1,1,0,1,1,2,3,4,8,5,6,7
"8",0,0,0,1,0,0,1,1,1,2,3,6,4,5,8,7
"9",0,0,1,1,0,1,1,1,1,2,4,3,5,7,6,8
"10",1,1,0,1,0,0,1,0,8,1,2,3,4,5,6,7
"11",0,0,1,1,1,0,0,1,1,2,3,4,5,6,7,8
"12",1,0,0,1,1,0,1,0,2,1,3,4,6,8,5,7
"13",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"14",1,1,1,0,0,0,1,1,8,1,2,3,4,5,6,7
"15",0,0,1,1,1,1,1,1,1,2,3,5,6,4,8,7
"16",0,1,1,1,1,0,1,0,2,1,3,4,6,5,8,7
"17",0,0,0,0,1,1,0,0,1,2,3,5,4,6,7,8
"18",1,1,1,0,0,0,0,0,8,1,2,3,4,5,6,7
"19",1,0,0,0,0,0,0,0,1,2,3,4,7,6,5,8
"20",0,0,0,1,1,0,1,0,1,2,3,4,6,5,8,7
"21",1,1,1,1,1,1,0,0,8,1,2,3,4,5,6,7
"22",0,0,1,0,1,0,0,0,1,2,3,5,4,6,8,7
"23",1,0,1,1,1,0,1,0,1,2,3,4,6,8,5,7
"24",1,0,0,0,1,0,0,1,1,4,2,3,5,6,8,7
"25",0,1,1,1,1,1,0,1,1,2,3,4,6,5,7,8
"26",0,1,1,1,1,0,0,1,1,2,4,3,5,7,6,8
"27",0,0,1,1,1,1,1,1,1,2,3,4,5,7,6,8
"28",0,1,1,1,1,0,0,1,1,2,3,5,4,8,6,7
"29",0,0,0,1,1,1,1,1,2,1,3,4,6,7,8,5
"30",1,0,1,0,0,1,1,1,1,2,3,4,7,8,6,5
"31",0,0,1,0,1,0,1,0,1,2,3,7,5,4,6,8
"32",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"33",0,0,1,1,1,1,1,1,1,2,3,4,8,5,7,6
"34",0,0,0,1,0,0,0,0,1,2,3,4,5,6,8,7
"35",0,0,1,1,1,0,0,1,1,2,3,4,5,6,7,8
"36",1,0,1,1,0,0,0,0,1,2,3,4,6,5,8,7
"37",1,1,1,0,0,0,0,1,8,1,2,3,4,5,6,7
"38",0,0,0,0,0,0,0,0,1,2,4,3,6,5,7,8
"39",0,1,0,0,1,1,0,0,1,2,3,5,4,6,8,7
"40",1,1,0,0,1,0,0,0,8,1,2,3,4,5,6,7
"41",1,0,1,0,0,0,0,0,1,2,3,8,5,4,6,7
"42",1,0,1,1,1,1,1,1,1,2,3,4,6,5,7,8
"43",0,1,1,0,1,0,1,0,1,2,3,5,4,7,6,8
"44",1,1,1,0,1,0,0,1,8,1,2,3,4,5,6,7
"45",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"46",0,0,0,1,1,0,1,1,1,2,3,4,5,6,7,8
