"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7
"2",1,0,1,1,0,1,0,1,1,2,3,4,6,5,7,8
"3",1,1,1,0,0,0,1,0,2,1,4,3,6,5,8,7
"4",0,0,0,0,0,1,0,1,1,2,5,3,4,6,7,8
"5",0,0,1,1,0,0,0,0,1,2,3,4,6,5,7,8
"6",1,0,1,1,1,0,0,0,1,2,3,5,4,6,7,8
"7",1,0,0,0,0,1,0,1,1,2,3,5,4,6,7,8
"8",1,0,0,1,0,0,1,1,1,2,3,5,4,7,6,8
"9",1,0,0,1,1,0,0,0,2,1,3,6,4,7,5,8
"10",0,0,1,1,1,0,0,0,1,2,3,7,4,6,5,8
"11",0,1,0,0,0,0,0,0,1,2,4,5,3,6,7,8
"12",1,0,1,1,1,0,1,1,1,2,4,3,5,6,7,8
"13",0,0,0,0,1,1,0,1,1,2,4,3,6,5,7,8
"14",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
"15",1,1,0,1,0,1,1,0,2,1,4,3,6,5,8,7
"16",1,0,1,0,0,0,1,0,1,2,4,3,5,7,6,8
"17",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"18",0,0,0,1,1,1,0,0,1,2,3,5,4,7,6,8
"19",0,1,1,0,0,1,0,1,1,2,3,4,5,8,6,7
"20",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7
"21",1,1,1,1,0,1,1,0,2,1,4,3,6,5,8,7
"22",0,1,1,0,1,1,0,1,1,2,3,4,5,6,7,8
"23",0,0,1,0,1,0,1,0,1,2,3,4,5,7,8,6
"24",0,0,1,0,0,0,0,0,1,2,4,3,6,7,5,8
"25",0,0,0,0,0,0,1,0,1,3,2,4,5,6,8,7
"26",0,0,1,0,0,1,1,1,1,2,3,4,5,6,7,8
"27",1,1,1,0,1,1,1,0,2,1,4,3,6,5,8,7
"28",1,1,0,1,0,1,1,1,2,1,4,3,6,5,8,7
"29",1,1,1,0,0,1,1,0,2,1,4,3,6,5,8,7
"30",0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8
"31",0,0,0,1,1,1,1,1,1,3,2,6,4,5,8,7
"32",1,0,0,0,0,0,0,1,1,2,4,3,6,5,7,8
"33",0,0,1,0,1,0,0,0,1,3,2,7,5,6,4,8
"34",0,1,1,1,0,0,0,0,1,3,2,5,4,8,6,7
"35",0,1,0,0,1,1,1,1,1,2,3,5,4,6,7,8
"36",1,1,0,0,1,1,1,1,2,1,4,3,6,5,8,7
"37",0,1,0,1,0,0,0,1,1,2,3,4,6,5,8,7
"38",0,1,1,1,1,1,0,0,1,2,3,4,5,6,8,7
"39",0,0,1,1,0,0,1,1,2,1,3,4,5,6,8,7
"40",0,1,0,1,0,0,0,1,1,2,4,3,8,6,5,7
"41",0,0,1,0,0,1,1,0,2,1,5,4,3,6,7,8
"42",1,1,1,0,0,1,1,1,2,1,4,3,6,5,8,7
"43",0,1,1,0,0,1,1,1,1,2,3,4,5,7,6,8
"44",0,0,1,1,1,0,0,1,1,3,2,4,5,6,8,7
"45",1,1,1,0,1,0,1,1,2,1,4,3,6,5,8,7
"46",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7
"47",1,1,1,0,0,0,1,1,2,1,4,3,6,5,8,7
"48",0,1,0,0,0,1,0,0,1,2,3,4,5,7,8,6
"49",0,1,0,1,0,0,0,0,1,2,5,4,3,6,7,8
"50",1,0,1,0,0,0,1,1,1,2,3,5,4,6,8,7
"51",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7
"52",0,0,0,1,0,1,0,1,1,2,3,4,5,7,6,8
"53",0,1,0,1,0,1,1,1,1,2,3,4,5,6,7,8
"54",1,0,0,1,0,0,0,1,1,2,3,4,6,5,7,8
"55",0,0,1,0,0,0,0,1,2,1,3,4,5,6,8,7
"56",0,0,0,1,0,1,1,0,1,2,3,4,5,7,6,8
"57",1,0,0,0,0,0,1,0,1,3,2,4,5,8,7,6
"58",1,0,1,1,0,0,1,0,1,2,3,5,4,6,8,7
"59",1,1,0,1,0,0,0,0,2,1,4,3,6,5,8,7
"60",1,1,1,1,1,1,0,1,2,1,4,3,6,5,8,7
"61",1,0,0,1,0,0,1,1,1,2,3,4,5,6,7,8
"62",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"63",1,0,0,0,1,1,1,1,1,2,4,3,7,6,5,8
