"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,0,0,1,0,1,2,1
"2",1,0,0,1,1,0,1,0,1,2
"3",0,1,1,0,0,1,1,0,1,2
"4",1,1,1,0,0,1,0,0,2,1
"5",1,0,0,0,0,1,0,0,1,2
"6",1,1,1,0,1,0,1,1,2,1
"7",0,1,1,1,0,1,1,0,1,2
"8",0,0,0,1,1,1,1,1,2,1
"9",0,1,1,1,0,0,1,1,1,2
"10",1,0,0,1,0,0,0,1,1,2
"11",0,1,1,1,1,0,0,0,2,1
"12",1,0,1,1,0,0,1,1,1,2
"13",0,1,0,0,1,0,1,1,1,2
"14",1,0,0,0,1,1,1,1,1,2
"15",0,0,0,1,1,0,0,0,1,2
"16",1,0,0,0,0,0,1,0,1,2
"17",1,1,0,0,1,0,1,1,2,1
"18",1,0,1,0,1,1,1,0,2,1
"19",1,0,1,0,0,0,0,0,1,2
"20",0,1,1,0,0,0,0,0,1,2
"21",0,0,1,1,0,1,0,1,1,2
"22",0,0,1,1,1,0,1,1,1,2
"23",1,1,1,0,0,0,1,0,2,1
"24",0,1,0,1,0,1,0,0,2,1
"25",1,0,0,0,1,0,1,1,1,2
"26",0,1,0,1,1,1,1,1,2,1
"27",1,0,0,1,0,0,1,1,1,2
"28",0,0,0,0,0,0,0,0,1,2
"29",1,1,1,1,1,1,0,1,2,1
"30",0,1,0,0,1,0,0,0,1,2
"31",0,0,0,1,0,0,1,1,1,2
"32",0,1,1,0,1,1,0,0,1,2
"33",1,0,1,0,0,0,1,1,1,2
"34",1,1,0,1,0,1,0,0,2,1
"35",0,1,1,1,0,0,0,0,1,2
"36",0,0,0,1,1,1,0,0,1,2
"37",0,0,1,0,1,0,1,0,1,2
"38",0,1,1,0,1,0,0,0,1,2
"39",0,1,1,0,1,1,1,1,2,1
"40",1,0,0,0,0,1,0,1,1,2
"41",1,1,1,0,0,0,1,1,2,1
"42",1,0,1,0,1,1,0,1,1,2
"43",1,1,0,0,1,1,1,0,2,1
"44",1,1,1,1,0,0,1,0,2,1
"45",0,0,1,0,1,1,1,0,1,2
"46",0,1,0,0,0,0,0,0,1,2
