"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,0,0,1,1,1,1,1,2
"2",1,0,0,1,1,1,0,1,1,2
"3",1,0,1,1,1,1,1,0,1,2
"4",0,1,0,0,1,0,0,1,1,2
"5",0,1,1,0,1,0,1,0,1,2
"6",1,1,0,1,0,1,0,1,2,1
"7",0,0,1,0,1,0,0,1,1,2
"8",1,1,1,0,1,1,0,1,2,1
"9",0,1,0,0,0,1,0,0,1,2
"10",0,1,0,1,0,1,1,1,1,2
"11",0,0,1,1,1,0,0,1,1,2
"12",0,1,0,0,1,1,0,0,1,2
"13",1,1,0,1,0,0,1,1,2,1
"14",0,1,1,0,0,0,0,0,1,2
"15",1,0,0,0,0,0,0,1,1,2
"16",1,1,0,0,0,0,1,0,2,1
"17",1,0,0,0,1,1,0,0,1,2
"18",1,1,1,1,0,0,1,0,2,1
"19",0,1,1,0,1,0,1,0,1,2
"20",0,1,0,0,1,0,0,0,1,2
"21",1,0,1,1,1,0,1,0,1,2
"22",1,1,0,0,0,0,1,1,2,1
"23",0,0,1,0,1,1,0,0,1,2
"24",0,0,1,1,0,1,1,1,1,2
"25",1,0,1,1,1,1,0,0,1,2
"26",0,1,0,0,1,0,1,1,1,2
"27",1,1,0,1,0,0,0,0,2,1
"28",0,0,1,1,0,0,1,0,1,2
"29",0,0,1,0,1,1,1,0,1,2
"30",1,1,1,0,1,0,0,1,2,1
"31",1,1,0,1,0,1,0,0,2,1
"32",1,0,0,0,1,1,0,0,1,2
"33",0,0,0,1,0,0,0,0,1,2
"34",0,0,1,1,0,0,1,0,1,2
"35",1,1,1,1,1,0,0,0,2,1
"36",0,1,0,1,1,0,0,0,1,2
"37",0,0,0,1,1,1,0,1,1,2
"38",0,1,1,1,1,0,1,1,1,2
"39",1,0,1,1,1,1,0,1,1,2
"40",0,0,1,1,0,0,0,1,1,2
"41",1,1,0,0,1,0,1,0,2,1
"42",0,0,1,1,0,0,1,1,1,2
"43",0,0,0,0,1,1,0,1,1,2
"44",0,1,0,1,1,0,1,0,1,2
"45",1,1,1,0,0,1,0,1,2,1
"46",1,0,1,1,0,0,0,0,1,2
"47",0,1,1,0,1,1,0,0,1,2
"48",0,1,0,0,0,0,1,1,1,2
"49",0,1,1,1,1,1,1,1,1,2
"50",1,0,1,1,0,0,1,0,1,2
"51",1,1,1,1,1,1,1,0,2,1
"52",1,0,1,1,0,0,1,1,1,2
"53",1,0,1,0,1,1,1,1,1,2
"54",0,1,1,0,1,1,0,1,1,2
"55",1,1,0,0,0,0,1,1,2,1
"56",0,0,1,1,0,1,0,0,1,2
"57",0,1,1,1,1,0,1,0,1,2
"58",0,0,1,0,1,0,0,1,1,2
"59",0,0,1,1,0,1,1,0,1,2
"60",0,0,0,0,1,0,0,0,1,2
"61",0,1,0,0,1,1,0,1,1,2
"62",0,1,1,0,0,1,1,0,1,2
"63",0,0,0,1,0,1,0,1,1,2
"64",1,1,0,1,0,0,1,1,2,1
"65",0,1,1,1,1,1,0,0,1,2
"66",1,1,0,0,1,1,0,0,2,1
"67",0,1,1,0,0,0,0,0,1,2
"68",0,1,0,1,1,1,1,1,1,2
"69",0,0,1,1,0,1,1,0,1,2
"70",1,0,0,0,0,0,1,0,1,2
"71",1,0,1,0,1,1,1,0,2,1
"72",0,1,0,1,0,0,1,1,2,1
"73",0,0,1,1,1,1,1,1,1,2
"74",0,1,1,1,1,0,1,1,2,1
"75",0,0,0,0,1,0,0,1,1,2
"76",1,1,0,0,1,0,1,0,2,1
"77",0,1,0,1,0,0,1,1,1,2
"78",0,0,0,1,0,0,1,0,1,2
"79",1,1,1,0,0,0,1,1,2,1
"80",0,0,0,1,1,0,0,0,1,2
"81",1,1,1,1,1,0,1,0,2,1
"82",0,1,1,1,0,0,0,1,2,1
"83",1,0,1,1,0,0,1,1,1,2
"84",1,1,1,1,0,1,1,1,2,1
"85",1,0,1,1,1,1,1,0,1,2
"86",1,0,1,0,0,1,1,0,1,2
"87",0,0,1,0,0,1,1,0,1,2
"88",0,0,0,1,1,0,1,1,1,2
"89",1,1,0,0,1,0,1,0,2,1
"90",0,1,0,1,1,1,0,1,1,2
"91",0,1,0,0,1,0,0,1,1,2
"92",0,0,1,0,0,1,1,0,1,2
"93",1,1,0,1,0,0,0,1,2,1
"94",1,0,0,1,0,0,1,1,1,2
"95",0,0,0,1,0,0,0,1,1,2
"96",1,0,1,0,1,0,0,0,1,2
"97",0,1,1,0,0,0,0,1,1,2
"98",0,1,1,0,1,0,0,0,1,2
"99",0,1,0,1,0,0,0,1,1,2
"100",1,0,1,0,1,1,0,1,1,2
"101",1,1,1,1,0,0,0,0,2,1
"102",1,0,1,1,0,1,1,1,1,2
"103",1,0,0,0,0,1,0,0,1,2
"104",1,0,1,1,1,1,1,0,1,2
"105",0,0,0,1,1,0,0,0,1,2
