"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,1,0,1,0,0,1,2
"2",1,0,0,0,1,0,0,0,1,2
"3",1,0,1,0,1,1,1,1,1,2
"4",1,1,0,0,0,1,1,0,2,1
"5",1,1,1,1,1,0,1,0,2,1
"6",0,1,0,1,0,1,1,1,1,2
"7",1,1,1,0,1,1,1,0,2,1
"8",0,1,1,0,1,0,1,1,2,1
"9",0,0,0,0,1,1,0,1,1,2
"10",0,1,0,0,0,0,1,0,1,2
"11",1,0,1,1,1,0,1,1,1,2
"12",0,1,0,0,1,0,0,1,1,2
"13",1,1,0,0,0,1,1,0,2,1
"14",0,0,1,1,1,0,0,0,1,2
"15",0,0,0,0,0,1,1,0,2,1
"16",0,1,0,0,0,1,1,1,1,2
"17",1,1,0,0,0,1,1,1,2,1
"18",0,1,1,0,0,0,0,1,1,2
"19",1,0,1,1,0,1,0,0,1,2
"20",1,0,0,1,0,0,0,0,1,2
"21",1,0,0,0,1,0,1,1,1,2
"22",0,1,1,1,0,0,0,1,1,2
"23",1,0,1,1,0,1,1,1,1,2
"24",0,1,0,0,1,1,1,0,2,1
"25",0,1,0,1,1,1,1,0,2,1
"26",1,0,0,0,0,1,0,1,1,2
"27",0,1,1,0,1,1,1,0,2,1
"28",0,0,1,1,0,1,1,1,1,2
"29",1,1,0,0,0,1,0,1,2,1
"30",1,0,1,1,0,1,1,0,1,2
"31",0,1,1,1,1,1,0,1,1,2
"32",1,1,0,0,1,1,0,0,2,1
"33",1,1,1,0,1,0,0,0,2,1
"34",0,1,1,1,0,1,1,0,1,2
"35",1,1,0,1,1,1,0,1,2,1
"36",0,0,1,1,0,0,0,0,1,2
"37",1,1,0,1,0,1,0,0,2,1
"38",1,0,1,1,0,0,0,0,1,2
"39",1,1,0,0,0,1,0,0,2,1
"40",0,1,1,1,0,0,0,1,1,2
"41",0,1,1,0,1,0,0,1,2,1
"42",1,0,1,0,0,0,0,1,1,2
"43",0,1,1,1,1,0,0,0,1,2
"44",1,0,0,0,0,0,0,1,1,2
"45",1,0,0,1,0,1,1,1,1,2
"46",1,1,0,1,0,0,0,0,2,1
"47",1,1,1,0,1,1,0,0,2,1
"48",1,1,1,0,1,0,1,0,2,1
"49",1,1,1,0,1,0,0,1,2,1
"50",1,1,1,0,0,0,0,0,2,1
"51",0,1,0,0,1,1,1,1,1,2
"52",0,1,0,0,1,0,1,1,1,2
"53",0,1,0,1,0,1,0,1,1,2
"54",0,0,1,0,0,0,1,0,1,2
"55",1,1,1,1,1,1,1,0,2,1
"56",1,0,1,0,0,1,0,0,1,2
"57",1,0,1,0,0,0,1,0,1,2
"58",1,1,0,1,1,0,1,1,2,1
"59",0,0,1,0,1,1,0,1,1,2
"60",1,0,0,1,0,1,0,0,2,1
"61",1,0,1,0,0,1,1,0,1,2
"62",0,1,1,0,1,0,1,1,1,2
"63",1,1,1,0,0,0,0,1,2,1
"64",1,0,0,1,1,1,1,0,1,2
"65",1,0,1,1,1,0,1,1,1,2
"66",1,1,0,1,1,0,1,1,2,1
"67",0,0,1,1,1,0,0,0,1,2
"68",1,1,1,1,0,1,0,1,2,1
"69",1,0,0,1,1,0,1,0,1,2
"70",1,0,1,1,0,1,0,0,1,2
"71",0,0,1,1,0,1,1,1,1,2
"72",1,0,1,1,1,1,1,1,1,2
"73",0,1,0,0,1,0,1,0,1,2
"74",1,0,1,1,1,0,0,0,1,2
"75",1,0,0,0,0,0,0,1,1,2
"76",0,0,0,1,0,1,1,1,1,2
"77",1,0,0,0,0,0,0,0,1,2
"78",0,1,1,1,1,0,0,0,1,2
"79",0,0,0,1,1,1,0,1,1,2
"80",0,1,1,0,1,1,1,1,1,2
"81",1,1,1,0,1,1,0,0,2,1
"82",1,1,0,0,0,1,0,0,2,1
"83",0,0,0,1,0,1,1,1,1,2
"84",0,0,1,0,0,0,1,1,1,2
"85",1,1,1,0,1,0,1,0,2,1
"86",0,1,0,1,1,0,1,1,1,2
"87",0,0,0,1,1,0,0,1,1,2
"88",1,1,1,1,0,1,1,0,2,1
"89",0,1,0,1,1,1,0,1,1,2
"90",0,0,1,1,0,1,1,1,1,2
"91",1,1,1,1,1,0,1,1,2,1
"92",1,0,0,0,1,0,1,0,1,2
"93",0,0,0,0,1,1,1,0,1,2
