"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,1,0,1,0,1,0,2,1
"2",1,0,0,0,0,0,1,1,2,1
"3",1,1,0,0,0,0,1,1,2,1
"4",1,1,0,0,1,0,1,0,2,1
"5",1,1,0,0,1,0,1,0,2,1
"6",1,1,0,1,1,0,0,0,2,1
"7",0,1,0,1,1,0,0,0,1,2
"8",0,1,0,1,0,0,1,1,1,2
"9",1,0,1,1,0,1,0,1,1,2
"10",1,1,0,0,1,1,1,1,2,1
"11",1,0,1,0,1,1,1,0,1,2
"12",0,0,1,0,0,0,1,0,1,2
"13",1,0,1,1,0,0,0,1,1,2
"14",0,1,0,1,0,0,0,0,1,2
"15",0,1,1,0,1,0,1,0,2,1
"16",0,0,0,1,1,0,1,0,1,2
"17",1,1,1,1,1,1,1,1,2,1
"18",1,0,1,1,1,0,0,1,1,2
"19",0,0,0,0,1,0,1,1,1,2
"20",1,0,0,1,1,1,1,1,1,2
"21",0,1,1,1,0,0,1,0,1,2
"22",0,1,0,0,1,1,0,0,1,2
"23",0,1,1,0,1,1,1,1,1,2
"24",0,0,0,1,0,0,0,0,1,2
"25",0,0,0,1,0,1,0,0,1,2
"26",1,1,1,1,1,1,1,1,2,1
"27",1,1,1,0,1,0,1,1,2,1
"28",0,0,1,1,1,0,0,1,1,2
"29",1,1,1,1,1,1,0,1,2,1
"30",1,1,0,1,1,1,1,0,2,1
"31",0,1,1,1,0,0,0,0,1,2
"32",1,0,0,1,1,0,0,1,1,2
"33",0,1,0,1,0,0,0,1,1,2
"34",0,1,0,1,1,1,1,0,1,2
"35",0,0,0,1,0,1,0,0,1,2
"36",0,0,1,0,1,1,0,0,2,1
"37",0,1,1,0,0,0,0,1,1,2
"38",1,1,0,1,1,0,0,1,2,1
"39",1,0,1,1,0,0,1,1,1,2
"40",0,0,1,1,1,1,1,1,1,2
"41",0,0,0,1,1,0,1,0,1,2
"42",1,1,0,0,0,0,0,0,2,1
"43",0,1,1,1,0,0,0,0,1,2
"44",0,1,1,0,1,0,0,1,1,2
"45",0,1,1,1,1,0,1,0,1,2
"46",0,0,1,0,0,0,0,0,1,2
"47",1,0,0,1,1,0,1,1,1,2
"48",0,0,0,1,1,0,0,1,1,2
"49",0,0,0,0,1,0,1,1,1,2
"50",0,0,0,0,0,1,1,0,1,2
"51",1,1,0,0,0,0,1,1,2,1
"52",0,1,0,0,1,1,0,0,1,2
"53",0,1,0,0,0,0,1,0,1,2
"54",0,1,1,1,0,1,1,0,1,2
"55",1,0,1,1,0,1,0,1,1,2
"56",1,1,1,0,1,0,1,1,2,1
"57",1,1,1,1,0,0,0,0,2,1
"58",0,0,1,0,0,0,0,0,1,2
"59",0,1,0,1,0,1,1,1,1,2
"60",1,0,0,1,0,0,0,1,1,2
"61",0,1,0,1,1,0,1,0,1,2
"62",1,1,0,0,0,1,1,1,2,1
"63",0,1,1,1,0,1,0,1,1,2
