"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,1,1,1,1,0,1,1,2
"2",0,0,1,1,0,0,1,0,1,2
"3",1,0,0,0,0,0,0,1,1,2
"4",0,1,1,0,1,1,1,1,1,2
"5",1,0,0,0,1,1,0,1,1,2
"6",0,1,0,0,0,1,1,1,1,2
"7",0,0,0,1,0,1,1,0,1,2
"8",1,1,0,0,0,0,1,1,2,1
"9",1,1,0,1,0,1,0,1,2,1
"10",0,1,0,1,1,1,1,0,2,1
"11",0,0,0,1,0,1,0,1,1,2
"12",0,1,0,0,0,1,1,0,1,2
"13",1,1,1,1,0,1,1,0,2,1
"14",1,1,0,1,1,0,1,0,2,1
"15",0,1,1,0,1,0,1,1,1,2
"16",0,0,0,0,0,1,0,0,1,2
"17",0,0,1,0,1,0,0,1,1,2
"18",0,0,1,1,0,1,0,1,1,2
"19",1,1,0,1,1,0,0,0,2,1
"20",1,0,0,1,1,0,1,0,1,2
"21",0,1,0,1,0,1,0,1,1,2
"22",0,0,1,0,0,1,0,1,1,2
"23",0,0,1,0,1,1,1,0,1,2
"24",0,1,1,0,1,0,0,1,1,2
"25",0,0,0,1,1,1,1,0,1,2
"26",1,1,0,0,1,1,1,1,2,1
"27",1,1,0,1,1,1,1,0,2,1
"28",0,1,0,1,0,1,1,0,1,2
"29",1,1,0,0,1,0,0,0,2,1
"30",0,0,0,1,1,0,0,0,1,2
"31",0,0,1,1,1,0,1,1,1,2
"32",0,0,0,1,1,0,1,0,1,2
"33",1,0,1,1,0,1,0,0,1,2
"34",0,0,1,1,0,1,0,0,1,2
"35",1,1,1,1,0,0,0,1,2,1
"36",0,0,1,0,0,0,0,0,1,2
"37",1,0,1,1,1,0,1,0,1,2
"38",0,0,1,1,0,1,0,0,1,2
"39",1,1,0,1,0,1,1,1,2,1
"40",0,0,0,1,1,1,0,0,1,2
"41",1,0,1,1,0,1,0,1,1,2
"42",0,1,1,0,0,0,1,1,1,2
"43",0,0,0,1,0,0,1,0,1,2
"44",1,0,1,0,0,0,1,0,1,2
"45",1,1,0,0,1,0,0,1,2,1
"46",0,1,0,1,0,0,1,1,1,2
"47",1,1,1,1,1,0,1,0,2,1
"48",1,0,1,1,1,1,0,0,1,2
"49",0,1,1,0,0,0,0,0,1,2
"50",0,1,1,1,0,1,0,1,1,2
"51",1,0,0,1,1,1,1,0,1,2
"52",0,1,1,0,1,1,0,0,1,2
"53",0,0,0,1,0,1,0,1,1,2
"54",0,1,0,1,0,0,0,1,1,2
"55",0,1,1,0,1,1,1,0,1,2
"56",0,1,0,1,0,0,1,1,1,2
"57",0,0,1,0,0,0,0,1,1,2
"58",1,1,0,1,1,0,1,1,2,1
"59",1,0,1,0,0,1,1,0,1,2
"60",0,0,1,1,1,1,0,1,1,2
"61",1,0,0,1,1,0,1,1,1,2
"62",1,1,1,1,0,0,0,0,2,1
"63",1,0,0,1,1,0,1,1,2,1
"64",1,1,0,0,1,0,0,1,2,1
"65",0,1,1,1,0,1,1,0,2,1
"66",0,1,1,1,1,1,0,1,1,2
"67",1,1,1,1,1,0,1,0,2,1
"68",1,0,0,1,0,0,0,1,1,2
"69",0,0,1,0,0,1,0,1,1,2
"70",0,0,0,0,0,0,0,0,1,2
"71",1,1,0,1,0,1,0,0,2,1
"72",0,1,0,1,1,1,1,0,1,2
"73",1,1,1,0,0,1,0,1,2,1
"74",0,1,0,1,0,1,0,0,1,2
