"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,1,1,0,1,1,0,1,2
"2",0,0,0,1,0,1,0,0,2,1
"3",0,1,0,0,0,1,1,0,1,2
"4",1,0,1,0,1,1,1,0,1,2
"5",0,0,0,0,1,1,0,1,1,2
"6",1,1,0,0,0,1,0,0,2,1
"7",1,1,1,0,1,0,0,0,2,1
"8",1,0,1,1,0,1,1,0,1,2
"9",1,0,1,1,1,0,1,1,1,2
"10",1,0,0,1,0,0,1,1,1,2
"11",1,0,0,0,1,1,0,1,2,1
"12",1,1,0,1,0,1,1,1,2,1
"13",1,1,1,0,1,0,0,0,2,1
"14",1,1,0,1,0,1,1,1,2,1
"15",1,1,0,0,1,0,1,1,2,1
"16",1,1,0,1,1,1,0,0,2,1
"17",0,0,0,0,1,0,1,1,1,2
"18",1,0,1,1,1,0,0,1,1,2
"19",0,1,0,1,1,0,0,1,1,2
"20",1,1,1,0,1,0,0,1,2,1
"21",0,0,0,0,1,0,1,0,1,2
"22",0,0,0,1,1,0,1,0,1,2
"23",1,0,1,1,1,0,1,0,1,2
"24",0,1,0,0,0,0,0,0,1,2
"25",1,1,1,0,1,0,0,1,2,1
"26",0,1,0,0,1,1,0,0,1,2
"27",1,0,1,1,0,0,1,1,1,2
"28",1,1,0,0,0,1,1,1,2,1
"29",0,1,0,1,1,0,1,0,1,2
"30",0,0,1,1,1,1,1,0,1,2
"31",1,0,1,1,1,1,0,0,1,2
"32",1,1,1,1,0,1,0,0,2,1
"33",1,1,1,0,0,1,1,1,2,1
"34",1,0,0,0,0,1,1,0,1,2
"35",0,1,1,0,1,1,0,0,1,2
"36",1,0,0,0,1,1,0,1,1,2
"37",0,1,1,1,0,0,1,0,1,2
"38",1,0,0,0,1,1,1,1,1,2
"39",0,1,0,0,0,1,0,1,1,2
"40",0,1,0,0,1,1,0,0,1,2
"41",1,1,1,0,1,1,1,1,2,1
"42",0,1,0,1,0,0,1,0,1,2
"43",1,1,1,0,0,0,1,0,2,1
"44",1,0,0,0,1,1,0,1,1,2
"45",0,1,1,0,1,1,1,1,1,2
"46",1,1,0,0,0,1,1,0,2,1
"47",0,0,0,0,1,1,1,0,2,1
"48",0,1,1,1,0,1,1,0,1,2
"49",1,0,0,1,0,0,1,0,2,1
"50",0,0,0,1,0,1,0,0,1,2
"51",1,1,1,0,0,0,0,1,2,1
"52",1,1,0,0,0,1,0,1,2,1
"53",1,1,0,0,0,1,1,0,2,1
"54",0,0,1,1,0,1,0,1,1,2
"55",0,0,1,1,1,0,1,1,1,2
"56",1,0,1,0,0,0,1,0,2,1
"57",1,0,1,1,1,0,0,1,1,2
"58",1,0,0,1,0,0,0,1,1,2
"59",1,0,1,0,0,1,1,0,1,2
"60",1,0,0,1,1,0,0,0,1,2
"61",1,0,1,1,1,0,1,0,1,2
"62",1,0,1,1,0,1,1,0,1,2
"63",1,0,0,0,1,1,1,0,1,2
"64",0,0,0,1,0,1,1,0,1,2
"65",1,0,1,0,0,0,1,1,1,2
"66",1,1,1,1,0,0,0,0,2,1
"67",1,1,0,0,0,1,0,0,2,1
"68",1,1,0,1,0,1,1,1,2,1
"69",1,1,1,1,1,1,0,1,2,1
"70",0,0,1,0,1,0,1,0,1,2
"71",0,0,1,0,1,0,0,1,1,2
"72",1,0,0,0,0,1,0,0,1,2
"73",0,0,1,1,1,1,1,0,1,2
"74",1,0,0,1,0,1,0,1,1,2
"75",0,1,1,1,1,0,0,1,1,2
"76",0,0,0,1,1,1,1,0,1,2
"77",0,0,0,0,1,1,0,1,1,2
"78",1,0,1,0,0,1,0,1,1,2
"79",1,1,0,0,0,0,0,1,2,1
"80",0,0,0,1,0,0,0,0,1,2
"81",0,0,1,1,1,1,1,1,1,2
"82",0,0,1,1,1,0,1,0,2,1
"83",0,0,1,1,1,1,1,0,1,2
"84",0,0,0,1,0,0,1,0,1,2
"85",0,0,0,0,1,1,1,0,1,2
"86",0,1,1,1,1,0,0,1,1,2
"87",0,1,0,0,1,1,1,1,1,2
"88",0,0,0,1,0,1,1,0,1,2
"89",0,0,0,0,1,1,1,0,2,1
"90",0,0,1,1,1,1,0,0,1,2
"91",1,0,1,0,0,0,1,1,1,2
"92",1,1,1,1,1,1,0,0,2,1
"93",0,0,1,1,1,1,0,1,1,2
"94",0,1,0,0,0,1,0,1,1,2
"95",0,0,1,0,0,1,0,0,1,2
"96",0,0,0,1,1,1,0,0,1,2
"97",1,0,1,0,0,1,1,0,1,2
"98",0,1,1,1,0,0,0,0,1,2
"99",0,1,0,1,1,0,1,0,1,2
"100",1,1,0,0,0,0,0,1,2,1
"101",0,1,1,1,1,0,0,0,1,2
"102",0,0,1,1,0,0,1,1,1,2
"103",1,1,1,1,0,1,0,0,2,1
"104",0,1,1,1,0,0,1,0,1,2
"105",0,0,1,1,1,0,0,1,1,2
"106",1,0,1,1,0,0,1,1,1,2
"107",0,1,1,1,0,0,0,1,1,2
"108",0,1,1,0,0,1,1,0,1,2
"109",1,1,1,0,1,1,0,0,2,1
"110",1,0,1,0,1,1,0,1,1,2
"111",1,1,1,0,1,0,0,0,2,1
"112",1,1,0,0,0,0,1,1,2,1
"113",0,0,1,0,1,1,0,1,2,1
"114",1,0,1,1,1,0,1,1,1,2
"115",1,0,1,1,0,0,1,0,1,2
"116",1,1,1,1,1,0,0,1,2,1
"117",0,0,0,1,1,0,1,1,1,2
"118",1,0,1,1,1,0,1,0,1,2
"119",0,0,0,0,0,1,1,0,1,2
"120",1,0,0,0,1,0,1,1,1,2
"121",0,1,1,0,1,0,0,1,1,2
"122",0,0,1,0,0,0,1,1,1,2
"123",1,1,0,1,1,0,1,0,2,1
"124",0,1,0,0,0,1,1,1,2,1
"125",0,1,1,0,1,1,1,0,1,2
"126",1,0,0,1,0,1,0,1,1,2
"127",1,0,0,0,0,0,0,0,1,2
"128",0,0,0,1,1,0,1,1,1,2
"129",0,1,0,0,0,0,1,0,1,2
"130",1,1,1,1,0,1,0,1,2,1
"131",1,1,1,0,0,0,1,0,2,1
"132",1,0,0,0,1,0,0,1,1,2
"133",1,1,0,1,0,1,1,1,2,1
"134",0,1,1,0,0,0,0,0,1,2
"135",1,1,1,1,0,1,1,0,2,1
"136",0,1,0,1,1,0,0,0,1,2
"137",0,0,0,1,0,1,1,1,1,2
"138",1,1,0,0,0,0,1,1,2,1
"139",0,1,0,0,0,1,1,1,2,1
"140",1,1,0,0,1,1,0,1,2,1
"141",0,0,1,0,0,0,1,0,1,2
"142",0,1,0,1,0,0,0,1,1,2
"143",0,1,1,0,1,0,1,0,1,2
"144",0,0,1,1,1,0,1,0,1,2
"145",1,0,1,0,1,1,1,0,1,2
"146",1,0,0,0,1,1,1,0,1,2
"147",0,1,1,0,1,1,0,1,1,2
"148",0,0,1,0,0,0,1,0,1,2
"149",0,0,1,1,0,1,0,1,2,1
"150",1,0,0,1,0,0,0,0,1,2
"151",0,0,1,0,0,1,0,0,1,2
"152",1,0,1,0,0,1,0,1,1,2
"153",0,1,0,0,1,0,0,1,1,2
"154",0,0,1,1,1,0,0,0,2,1
"155",0,0,1,0,0,1,1,1,2,1
"156",0,1,0,0,1,1,0,0,2,1
"157",1,1,1,1,0,1,1,1,2,1
"158",1,0,1,0,1,1,1,1,1,2
"159",0,0,1,0,0,1,1,1,1,2
"160",1,1,1,1,1,1,0,1,2,1
"161",0,1,0,1,1,1,0,0,1,2
"162",0,1,1,0,0,0,1,0,1,2
