"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,7,5,4,6,8,9,32,30,31,10,19,13,11,29,14,12,20,16,27,17,15,26,24,28,21,22,25,18,23
"2",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"3",0,1,1,2,5,3,4,6,7,8,9,10,12,11,14,15,18,13,22,30,31,32,17,23,16,25,21,26,19,29,20,28,24,27
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,1,2,1,3,4,6,5,7,11,8,12,10,9,13,29,17,15,30,14,19,20,16,24,18,32,25,21,31,28,27,23,22,26
"6",0,0,1,3,2,5,6,4,10,8,11,12,7,9,22,23,13,17,18,15,16,21,19,32,14,24,29,30,20,26,28,31,27,25
"7",1,0,1,2,3,4,6,7,5,9,13,8,12,10,18,11,32,14,30,23,27,16,15,28,19,31,29,17,20,26,22,25,21,24
"8",1,0,1,3,2,4,5,6,7,8,10,14,9,29,11,19,21,12,15,13,18,28,16,17,20,32,22,27,23,25,24,30,31,26
"9",1,0,1,2,3,6,4,5,7,10,8,9,12,14,11,17,13,32,31,15,23,16,18,27,30,19,25,29,24,20,28,22,26,21
"10",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"13",0,1,1,3,2,4,32,5,6,7,9,13,8,12,11,10,31,16,14,18,30,15,20,21,27,23,26,29,28,25,17,19,24,22
"14",0,0,1,2,3,5,4,6,7,10,8,9,31,32,11,12,16,17,13,14,30,29,18,28,15,24,26,19,21,23,20,25,27,22
"15",1,0,1,2,5,4,6,3,7,10,9,8,11,18,32,16,15,12,17,13,14,23,30,19,29,31,20,28,24,25,22,27,26,21
"16",1,0,1,2,3,6,4,9,7,5,10,8,15,11,20,12,14,16,30,31,19,32,13,18,17,21,23,29,27,28,22,24,25,26
"17",0,0,1,3,2,4,6,5,7,8,9,11,10,17,14,13,12,16,31,32,15,18,19,30,21,27,29,28,26,20,22,23,25,24
"18",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"19",0,0,1,2,3,7,5,4,8,6,11,10,12,9,32,19,14,16,18,17,13,15,23,20,31,30,21,28,24,25,29,26,22,27
"20",1,0,1,2,3,4,5,6,7,9,8,32,10,11,13,12,15,30,29,31,16,28,18,14,26,24,17,25,27,23,20,22,21,19
"21",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"22",0,0,1,2,3,4,5,6,10,8,9,11,7,31,32,13,28,14,12,30,19,29,18,17,21,27,26,15,16,25,20,22,23,24
