"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,4,6,5,11,9,7,8,31,10,12,32,30,13,23,15,17,16,29,14,24,20,28,18,25,27,19,21,26,22
"2",1,0,1,2,4,3,10,6,7,5,8,9,11,12,16,13,31,29,14,32,18,27,17,19,15,30,20,25,22,26,21,23,24,28
"3",0,0,1,2,3,4,7,5,8,6,10,14,12,11,24,9,13,15,32,16,31,21,19,18,30,17,20,25,22,26,23,28,29,27
"4",0,1,1,2,4,3,6,5,7,8,9,12,10,11,14,13,15,16,31,19,17,29,18,28,32,21,27,30,24,22,23,20,25,26
"5",0,0,1,3,2,4,5,6,27,8,7,11,15,9,10,31,12,13,32,14,30,29,16,17,18,28,25,19,26,20,22,23,24,21
"6",1,0,1,2,3,4,5,6,10,7,21,13,11,12,27,8,9,32,31,23,15,19,14,30,28,29,26,16,25,17,18,24,22,20
"7",0,1,1,2,3,4,5,7,6,31,8,10,9,32,30,11,29,13,12,17,28,14,21,26,16,18,27,24,25,15,19,23,20,22
"8",0,0,1,2,3,4,8,5,7,6,9,10,11,12,14,13,31,26,30,32,17,29,19,16,21,18,15,25,28,27,20,24,23,22
"9",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"10",1,0,1,2,3,7,4,9,5,6,8,13,11,31,12,21,10,14,15,32,28,30,26,29,18,27,16,17,19,25,20,23,22,24
"11",1,0,1,2,4,3,5,6,7,8,32,9,10,11,12,28,30,31,26,13,18,24,29,27,22,15,25,23,14,20,19,21,16,17
"12",0,1,1,2,3,4,6,7,11,8,5,9,12,16,15,10,14,13,32,20,29,21,31,17,30,24,19,27,28,26,18,25,22,23
"13",0,0,1,3,2,4,5,6,7,8,11,10,9,15,32,12,14,13,16,17,27,31,22,28,30,21,25,24,18,19,20,23,29,26
"14",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"15",1,0,1,2,4,3,8,5,6,7,9,10,12,13,14,11,24,15,32,20,31,30,17,29,23,18,22,16,19,27,28,21,25,26
"16",0,1,1,2,3,4,7,8,5,6,11,9,12,10,14,16,15,13,26,30,17,18,28,24,19,21,20,29,32,31,23,22,25,27
"17",0,1,1,2,3,5,4,8,11,7,6,9,24,10,14,32,15,13,16,12,20,22,18,17,19,23,25,21,26,30,29,27,31,28
"18",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"19",1,0,1,2,3,4,7,6,5,8,9,31,10,32,11,12,14,28,30,13,29,21,25,18,15,16,23,22,19,24,17,26,20,27
"20",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"21",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"22",1,0,1,2,4,3,5,7,8,6,9,31,10,13,29,32,11,26,18,28,17,30,12,14,23,24,21,25,27,20,22,16,19,15
"23",1,0,1,3,2,4,5,6,7,9,8,12,15,11,10,13,28,14,29,16,32,30,21,23,31,22,18,25,27,19,26,20,17,24
"24",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"25",0,1,1,2,3,4,8,5,6,7,9,17,12,14,13,11,29,10,26,32,31,15,19,30,25,18,16,23,27,20,24,28,21,22
"26",1,0,1,2,3,4,9,10,5,6,8,7,12,11,13,32,14,16,29,15,19,22,31,17,24,28,18,23,27,30,25,21,20,26
"27",1,0,1,2,3,4,5,6,7,12,9,8,10,11,13,23,30,18,32,15,16,26,14,19,20,31,25,17,29,28,22,27,21,24
"28",0,1,1,2,3,4,6,14,5,7,8,11,9,10,12,16,13,18,32,15,31,19,26,30,17,24,23,21,20,27,22,25,28,29
"29",1,0,2,1,3,5,6,4,8,9,7,11,31,16,32,10,14,26,30,12,13,27,15,22,29,23,24,17,28,25,18,21,19,20
"30",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"31",1,0,1,3,2,4,6,5,7,8,28,30,9,10,31,29,22,32,27,11,12,13,17,16,25,26,14,23,15,19,20,21,24,18
"32",0,1,1,3,2,4,6,5,8,11,32,7,9,13,30,31,10,12,15,25,14,17,16,18,21,19,29,20,24,28,23,22,26,27
"33",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"34",0,0,1,2,4,3,9,5,7,6,12,8,10,13,28,11,32,14,30,31,27,21,15,29,16,24,26,23,17,25,19,18,22,20
"35",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"36",0,1,1,2,4,3,5,7,8,6,12,16,9,10,13,14,32,11,15,31,17,19,22,18,24,20,30,28,29,23,21,25,27,26
"37",0,0,1,3,2,5,4,6,9,7,13,11,8,10,32,21,12,14,15,20,31,16,18,17,29,23,30,28,19,22,24,27,25,26
"38",1,0,1,2,3,5,6,4,8,7,9,10,14,11,13,15,16,12,29,32,17,20,19,21,26,31,18,28,30,25,22,23,24,27
"39",1,0,1,3,2,4,5,6,7,13,8,10,12,9,16,11,17,15,31,14,28,19,18,32,20,27,21,30,23,25,29,24,22,26
"40",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"41",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"42",1,0,1,2,3,6,5,4,7,9,8,11,13,15,31,10,17,30,12,16,32,14,19,29,24,21,23,18,20,22,25,26,27,28
"43",0,0,1,3,2,4,5,9,6,10,8,18,11,7,17,29,31,12,15,32,13,26,24,19,14,30,27,21,28,25,16,20,23,22
"44",0,0,1,2,5,3,6,4,8,7,13,32,12,9,15,10,14,29,16,31,11,26,30,19,20,28,17,18,21,22,27,24,25,23
"45",0,0,1,2,4,3,5,6,10,7,12,11,17,8,14,18,9,16,30,20,13,32,15,31,27,29,28,23,19,26,21,22,25,24
"46",0,1,1,2,3,5,4,6,29,8,7,13,11,12,9,32,10,26,15,14,31,17,24,16,30,21,25,28,23,20,18,19,22,27
"47",0,0,1,2,4,3,5,6,8,7,10,9,13,16,32,31,11,21,29,12,17,20,14,28,18,15,19,30,22,27,24,26,23,25
"48",0,0,1,2,3,4,6,5,8,11,7,9,10,22,13,15,14,12,16,21,32,30,31,25,18,17,28,19,20,24,23,26,29,27
"49",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"50",0,0,1,4,5,2,3,6,9,7,8,10,11,14,13,12,32,26,15,17,24,16,29,19,30,18,27,31,28,25,20,22,21,23
"51",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"52",1,0,1,2,3,4,6,7,5,9,8,10,12,11,31,14,23,13,29,15,16,32,30,27,28,17,19,25,21,26,18,20,22,24
"53",1,0,1,2,3,5,4,6,10,9,11,7,8,29,14,13,12,31,32,22,18,28,30,21,24,20,15,27,17,25,26,19,16,23
"54",0,1,1,2,3,4,5,7,6,11,10,29,13,8,9,17,32,12,14,22,15,31,18,25,30,16,21,20,19,23,28,26,27,24
"55",0,0,1,3,2,4,5,6,10,17,7,8,9,13,11,12,14,31,16,32,15,24,30,20,28,19,18,21,22,25,27,29,26,23
"56",0,1,1,2,3,4,5,6,9,8,7,32,14,31,13,10,19,17,11,15,12,16,30,25,26,22,18,23,28,20,21,27,29,24
"57",0,0,1,2,3,7,4,5,9,6,12,30,8,17,18,29,10,31,16,11,32,13,28,14,19,15,20,21,27,26,23,24,25,22
"58",1,0,1,2,3,4,5,7,6,11,9,12,8,10,29,13,17,30,14,32,16,18,19,31,20,15,21,28,25,27,23,24,22,26
"59",0,1,1,2,3,4,5,6,7,9,10,15,13,14,8,32,26,11,16,31,30,22,20,17,12,27,29,18,28,19,23,25,21,24
"60",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"61",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"62",0,0,1,2,3,4,5,7,6,9,8,10,12,11,14,23,29,15,17,31,13,16,32,19,18,30,28,27,22,24,25,26,20,21
"63",0,1,1,2,3,4,6,5,8,7,9,11,32,31,14,12,10,15,23,13,28,16,17,26,30,29,18,25,27,19,24,21,20,22
"64",0,0,1,2,3,4,5,6,8,11,7,10,12,9,15,13,14,31,30,16,19,32,28,29,23,25,22,24,18,21,26,27,20,17
"65",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"66",0,0,1,2,3,4,5,6,7,32,9,8,10,13,11,17,18,12,28,15,14,23,30,24,21,31,16,29,25,27,19,20,22,26
"67",0,1,1,2,4,3,6,5,7,8,9,10,28,32,29,12,11,13,16,31,30,17,14,18,25,27,19,15,21,20,26,23,22,24
"68",1,0,1,2,3,4,5,8,6,7,11,12,10,9,32,31,13,30,14,15,23,27,25,17,22,16,24,20,21,28,19,29,26,18
"69",0,1,1,3,2,4,5,6,8,11,15,7,9,10,14,25,13,12,31,32,17,16,29,20,24,30,21,27,18,19,22,23,28,26
"70",0,1,1,2,3,5,4,7,9,6,8,11,10,32,13,19,12,31,14,16,17,30,23,15,20,27,29,22,28,26,18,25,24,21
"71",0,1,1,2,3,5,6,4,7,11,8,13,9,12,10,32,17,31,15,18,14,25,16,30,24,29,20,23,28,27,19,26,22,21
"72",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"73",1,0,1,3,2,4,5,6,7,8,9,11,31,28,10,32,13,17,12,16,15,29,26,21,30,27,14,18,25,23,19,20,24,22
"74",0,1,1,2,3,4,7,5,6,10,9,8,11,15,12,14,13,32,23,20,19,16,31,18,27,30,21,25,17,28,29,22,24,26
"75",0,1,1,2,3,4,7,6,5,8,9,30,10,11,12,32,31,20,15,13,29,28,27,14,24,26,21,19,25,22,17,18,23,16
"76",1,0,1,2,3,4,6,12,7,5,11,10,13,8,9,32,29,15,16,14,28,30,31,22,19,24,20,17,25,21,23,18,27,26
"77",0,1,1,2,3,4,5,6,7,9,10,8,12,11,32,31,13,14,17,15,19,25,18,16,30,28,20,23,21,22,29,24,27,26
"78",0,1,1,3,2,4,5,6,7,9,8,10,28,31,25,13,32,14,11,16,30,27,12,29,17,15,22,23,24,26,18,20,19,21
"79",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"80",0,1,1,2,3,4,7,5,6,9,8,10,12,32,11,13,26,15,16,14,30,31,29,21,22,20,17,18,27,28,23,19,24,25
"81",1,0,1,3,2,5,4,6,10,8,7,9,12,13,11,27,16,15,14,19,17,18,29,20,32,31,30,28,24,22,23,26,25,21
"82",0,0,1,2,3,4,5,6,8,7,10,9,13,32,28,11,12,31,14,16,17,15,27,30,20,25,26,29,24,18,21,22,19,23
"83",0,0,1,2,3,6,5,8,7,4,10,9,13,11,12,30,32,15,16,14,29,31,18,28,17,22,24,26,21,19,20,25,27,23
"84",1,0,1,4,2,3,5,7,6,8,31,10,9,24,11,32,13,14,12,17,26,28,30,16,15,18,29,20,25,19,23,27,21,22
"85",0,1,1,3,2,5,4,10,8,6,7,32,31,9,28,12,30,14,13,26,11,22,15,29,16,24,27,23,20,25,17,19,18,21
"86",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"87",1,0,1,2,3,4,7,5,6,16,10,9,32,8,11,12,18,14,31,30,15,17,13,27,26,29,28,22,19,25,20,23,24,21
"88",0,0,1,2,4,3,5,7,6,8,14,9,10,12,16,11,18,13,31,32,23,17,29,15,30,26,20,28,19,22,24,27,21,25
"89",1,0,1,2,3,5,4,6,7,8,10,9,11,13,12,19,15,32,30,14,31,28,16,18,25,17,29,24,26,20,27,21,23,22
"90",0,1,1,4,2,3,5,7,6,16,8,19,10,11,17,18,9,12,32,13,20,31,14,29,23,15,22,21,30,28,24,27,26,25
"91",1,0,1,3,2,6,4,8,11,5,7,9,13,32,10,12,14,24,31,27,26,21,15,19,18,29,17,16,30,22,25,20,23,28
"92",0,1,1,2,4,3,6,5,7,8,10,11,32,9,15,30,14,12,17,23,31,28,29,16,13,21,18,24,26,20,19,22,27,25
"93",0,1,2,1,3,5,4,7,6,8,25,9,10,11,15,31,32,14,16,13,12,29,26,23,22,17,30,21,28,27,24,18,19,20
"94",0,0,1,2,3,4,5,14,7,6,8,12,11,32,15,9,26,10,13,29,30,31,16,24,18,17,21,23,28,19,27,25,20,22
"95",0,0,1,2,3,4,6,5,7,8,12,9,16,10,11,13,14,32,15,31,26,21,17,18,24,20,30,25,28,29,19,23,27,22
"96",0,0,1,4,2,3,5,7,6,8,30,11,10,28,9,29,12,32,20,31,16,26,27,13,14,25,19,23,17,18,15,22,24,21
"97",0,1,1,3,4,2,5,6,7,9,8,14,11,16,10,12,13,32,18,21,31,15,30,17,29,27,22,28,23,26,25,20,19,24
"98",0,0,1,2,3,4,7,5,6,8,10,9,13,15,11,27,17,14,12,16,31,19,32,25,30,29,18,20,28,26,21,22,24,23
"99",0,1,1,2,3,4,5,6,7,8,9,11,10,13,12,31,32,30,21,15,29,28,27,14,16,17,18,23,26,19,22,24,20,25
"100",1,0,1,2,3,5,4,32,10,6,7,8,31,17,29,30,9,12,23,11,13,20,24,28,15,27,14,22,25,26,18,16,21,19
