"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,3,2,5,4,6,7,8,10,20,9,11,15,14,16,32,12,17,19,13,27,31,18,25,23,30,29,21,28,24,22,26
"2",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"3",0,0,1,2,3,4,5,7,6,8,9,11,13,10,32,31,12,15,14,29,30,26,16,20,28,17,24,23,25,18,21,27,19,22
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,0,1,2,5,4,3,6,8,7,32,29,9,31,30,15,10,12,19,14,11,16,13,27,17,24,23,21,18,28,26,25,20,22
"7",0,0,1,2,3,4,6,7,8,10,5,9,12,32,16,11,19,31,18,13,15,21,14,26,17,30,24,27,20,28,29,22,25,23
"8",1,0,1,3,2,4,5,7,6,9,10,11,31,8,12,28,13,25,29,27,30,32,24,22,20,23,21,26,18,19,15,16,14,17
"9",0,1,1,2,4,3,6,5,7,11,30,8,9,27,10,12,13,32,26,31,29,14,16,28,17,22,25,15,24,21,18,20,19,23
"10",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,0,1,2,3,4,5,7,6,8,9,10,15,11,13,12,32,17,20,14,28,19,31,16,29,18,30,22,21,27,24,25,23,26
"12",0,1,1,2,3,5,4,6,7,9,8,10,11,12,13,14,16,15,32,31,29,17,25,18,24,30,19,23,28,27,22,20,26,21
"13",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",0,0,1,2,3,4,5,6,8,7,32,10,16,9,15,12,27,11,31,14,13,17,30,20,18,19,29,28,25,21,22,24,23,26
"15",1,0,2,1,3,4,9,5,6,7,10,8,19,30,13,14,11,26,27,18,12,31,15,32,28,16,24,29,17,21,23,25,20,22
"16",0,0,2,1,3,4,5,7,6,17,9,12,8,13,32,16,10,11,14,30,28,15,31,21,20,18,24,29,22,19,23,27,25,26
"17",0,1,1,2,3,4,5,6,7,13,8,9,11,14,32,17,12,31,20,10,16,19,23,18,15,24,22,30,29,21,27,28,26,25
