"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,4,5,7,6,9,14,10,8,15,16,23,11,20,13,19,27,32,12,17,28,26,18,30,21,31,29,22,24,25
"2",0,0,1,2,5,4,3,7,6,8,9,32,10,14,15,11,20,13,12,27,21,18,26,31,24,29,23,19,16,30,22,17,28,25
"3",1,0,1,2,3,4,6,5,8,7,9,13,10,20,11,15,12,32,29,14,31,30,28,16,22,25,17,19,27,18,21,26,24,23
"4",0,0,1,2,3,4,6,5,7,10,8,9,13,12,11,14,16,30,15,17,32,19,31,29,22,20,28,18,25,21,27,24,23,26
"5",1,0,1,2,3,6,4,5,10,7,8,14,9,12,15,11,16,25,13,18,17,28,31,32,30,19,22,29,21,27,23,20,24,26
"6",1,0,2,3,1,4,6,5,7,8,10,9,12,31,32,11,15,16,30,14,13,28,29,26,27,20,22,25,21,24,19,18,23,17
"7",0,1,1,2,3,4,7,32,6,5,31,17,8,30,12,11,9,10,29,15,13,14,25,28,16,24,26,27,18,23,19,22,21,20
"8",1,0,1,2,3,5,4,6,31,9,7,8,10,32,30,11,12,18,14,28,16,23,17,29,27,13,25,26,15,22,21,24,19,20
"9",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"10",0,1,1,2,3,5,7,6,4,8,9,31,11,12,10,32,13,28,30,17,29,15,26,21,23,27,14,22,20,18,19,25,16,24
"11",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"13",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",0,1,1,2,3,4,6,11,5,9,8,7,10,12,14,26,13,32,15,30,17,25,16,18,24,20,28,22,31,19,27,23,29,21
"15",0,0,1,2,3,4,6,5,9,13,7,10,11,32,8,14,12,15,28,21,31,17,27,29,25,18,16,30,19,20,24,26,22,23
