"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,0,1,2,3,4,6,5,9,8,12,7,32,10,18,11,13,15,19,14,29,17,31,20,16,21,26,30,22,23,27,28,24,25
"3",0,1,1,2,3,4,5,8,6,7,32,11,10,9,19,17,12,18,13,14,15,16,20,23,31,27,26,28,21,24,22,25,29,30
"4",1,0,1,2,3,4,5,11,6,7,9,8,12,10,31,32,14,16,13,27,18,15,19,22,29,30,28,17,26,20,25,21,24,23
"5",0,0,1,2,3,5,4,6,7,11,10,9,8,32,30,31,15,14,12,27,29,24,13,18,26,28,21,22,16,17,23,20,19,25
"6",0,0,1,2,4,3,6,5,9,7,8,32,12,10,15,13,11,31,16,17,28,19,14,20,30,18,29,23,26,22,24,27,21,25
"7",0,1,1,2,3,4,6,5,8,7,9,10,11,32,12,14,31,21,30,16,13,29,27,24,22,28,15,23,18,26,19,17,20,25
"8",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",0,1,1,4,3,2,6,5,7,12,8,10,11,9,30,13,20,21,15,17,26,14,16,32,24,18,23,19,29,25,22,27,31,28
"10",0,1,1,2,3,4,5,6,7,8,13,10,9,15,12,11,31,32,14,18,24,28,26,30,17,20,29,16,21,19,27,23,25,22
"11",0,1,1,2,3,4,6,12,5,7,13,10,8,14,9,11,19,21,18,31,32,17,30,28,16,15,23,26,24,20,22,29,27,25
"12",0,0,1,2,3,4,6,5,15,7,8,31,32,9,23,10,28,11,16,30,13,29,12,14,18,19,26,21,27,24,20,17,25,22
"13",0,1,1,2,4,3,8,5,6,7,32,9,19,15,31,10,28,13,22,11,16,26,29,27,30,23,14,12,20,17,18,25,21,24
"14",1,0,1,2,3,4,5,6,7,8,9,11,30,12,17,10,14,13,32,31,29,21,16,15,28,22,26,23,27,24,19,25,20,18
"15",0,0,1,2,6,3,5,4,8,7,11,10,12,32,9,13,14,30,15,19,28,16,26,24,31,17,18,20,29,23,22,27,25,21
"16",0,0,2,1,3,4,5,6,7,11,9,32,14,8,30,10,13,16,12,19,15,29,17,31,27,18,24,21,28,25,26,22,20,23
"17",1,0,1,2,3,4,5,6,9,7,8,10,13,11,12,30,15,32,29,27,31,14,25,28,16,24,17,21,22,20,19,23,26,18
"18",0,1,1,2,4,3,5,7,6,10,8,9,11,28,31,12,32,18,16,30,21,13,23,14,15,29,20,17,25,22,24,27,19,26
"19",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",1,0,1,3,2,4,5,6,10,8,7,32,16,12,9,13,11,14,15,18,17,31,19,25,30,20,22,24,28,29,21,26,27,23
"21",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"22",1,0,2,1,3,4,5,8,6,7,9,11,12,13,25,10,32,30,15,14,31,18,29,16,28,27,26,17,22,19,20,24,23,21
"23",1,0,1,2,3,4,5,10,8,6,9,31,7,15,32,11,18,12,13,16,30,14,21,19,17,23,28,29,22,25,26,27,20,24
"24",1,0,1,2,4,3,5,6,7,10,8,13,11,9,15,12,17,14,18,29,19,16,22,20,27,31,32,26,21,28,23,30,24,25
"25",0,1,1,2,3,4,5,8,6,7,9,12,10,32,11,18,13,31,16,15,14,27,29,19,20,28,30,21,26,23,17,25,22,24
"26",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"27",1,0,1,2,4,3,5,7,6,13,10,9,32,8,11,15,30,12,31,23,16,22,14,27,29,28,17,24,19,21,25,20,26,18
"28",0,1,1,2,3,4,5,8,6,7,9,10,31,12,29,11,30,14,13,32,27,22,17,18,28,26,16,19,15,24,20,21,23,25
"29",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"30",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"31",0,0,1,2,3,4,6,7,8,5,9,13,14,10,11,12,18,15,17,32,16,19,31,20,25,30,24,23,21,22,29,27,26,28
"32",0,1,1,2,3,4,5,8,7,6,9,12,13,32,10,11,18,27,14,31,29,21,16,15,17,28,30,22,24,26,23,20,19,25
"33",1,0,1,2,4,3,5,7,6,13,29,8,10,11,9,12,32,30,31,23,26,28,21,14,20,16,22,15,25,17,18,24,19,27
"34",0,1,1,2,3,4,6,7,5,9,8,10,13,12,25,11,14,32,27,17,20,31,15,30,16,18,23,22,19,21,29,28,24,26
"35",0,0,2,1,3,4,5,8,6,7,12,10,11,9,32,31,30,26,15,29,13,28,14,20,23,24,18,16,22,27,19,21,25,17
"36",1,0,1,2,3,6,5,4,7,8,11,10,32,9,31,12,13,15,30,14,29,16,18,21,27,20,28,25,17,23,26,22,19,24
"37",0,0,1,3,2,4,5,6,7,9,10,8,11,17,12,13,14,31,16,15,30,20,24,32,23,29,27,28,19,25,18,21,26,22
"38",0,0,1,2,3,4,5,6,7,8,32,10,13,9,30,12,11,14,15,31,28,25,16,17,19,26,18,29,24,21,23,22,27,20
"39",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"40",1,0,1,2,3,4,5,7,8,6,13,10,31,12,11,9,15,30,14,32,19,17,18,29,16,28,26,27,24,21,20,22,25,23
"41",0,1,1,2,3,4,6,5,7,13,11,8,9,32,10,30,14,12,29,31,27,15,17,16,28,23,19,26,18,24,20,25,22,21
"42",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"43",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"44",1,0,2,1,3,5,4,6,7,10,8,11,13,32,9,15,12,23,29,14,30,31,18,16,17,19,28,24,21,27,26,22,20,25
"45",1,0,1,2,3,4,6,7,5,20,8,9,32,30,10,12,11,14,16,31,15,27,13,21,17,19,18,23,24,25,28,29,26,22
