"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,0,2,1,3,4,5,6,7,11,9,10,8,13,25,14,32,30,29,31,20,12,22,24,15,18,28,23,26,17,16,27,21,19
"3",0,1,1,2,3,6,4,8,5,7,10,9,24,11,18,30,32,31,13,12,22,17,14,29,27,26,28,15,25,16,23,19,21,20
"4",0,1,1,2,3,4,5,6,9,7,10,11,8,32,14,12,30,28,31,13,15,23,26,29,21,22,27,20,18,16,24,17,19,25
"5",0,0,1,2,4,3,5,8,6,7,16,9,10,12,11,15,32,13,25,30,17,14,21,18,19,31,22,20,29,23,27,24,28,26
"6",0,0,1,3,2,4,7,5,9,6,8,11,10,12,32,31,13,27,30,23,25,19,15,16,14,21,20,28,17,29,22,26,24,18
"7",0,1,1,2,3,4,5,6,8,30,7,9,29,32,16,14,31,10,12,11,25,28,13,19,26,20,27,24,22,18,17,21,15,23
"8",1,0,1,2,3,4,5,8,6,32,9,7,10,28,12,14,30,11,29,15,13,31,16,27,26,18,20,21,17,25,22,19,23,24
"9",0,0,1,2,4,3,9,5,6,7,32,12,8,11,15,29,31,10,30,13,14,25,17,16,20,21,19,22,28,27,24,18,23,26
"10",0,0,1,3,2,4,5,6,7,9,8,32,10,15,12,18,11,13,20,19,14,16,31,28,30,21,29,27,17,26,25,24,23,22
"11",0,1,1,2,3,4,6,5,8,7,31,32,10,9,30,12,11,18,16,15,14,13,25,29,17,21,22,27,28,26,24,20,19,23
"12",0,0,1,2,3,4,5,8,6,7,9,10,11,12,15,32,30,16,17,31,22,13,14,21,28,26,18,19,25,24,27,29,20,23
"13",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",1,0,1,2,3,4,5,6,9,8,7,10,11,12,15,14,28,30,13,29,19,31,32,17,25,23,20,24,27,26,16,21,22,18
"15",0,1,1,2,3,4,5,6,8,7,10,9,11,12,31,13,15,17,20,16,14,30,32,27,29,26,28,18,25,19,24,21,22,23
"16",0,1,1,2,3,4,7,6,5,11,8,10,9,16,15,12,28,14,13,17,23,18,31,29,27,32,20,30,19,21,26,25,22,24
"17",0,1,1,2,3,5,4,7,6,10,9,11,8,12,13,32,14,17,15,16,31,19,20,30,29,18,26,25,28,23,24,21,22,27
"18",1,0,1,2,3,5,4,6,8,7,9,11,10,12,32,31,13,25,14,29,15,30,20,18,16,23,26,19,24,17,22,21,28,27
"19",1,0,1,2,3,7,4,5,6,8,9,10,30,11,32,31,18,16,19,13,12,14,20,15,23,17,21,25,22,26,29,24,28,27
"20",0,1,1,2,3,7,4,5,6,8,11,9,12,32,10,18,13,16,15,14,25,30,19,31,20,17,28,27,24,26,21,22,29,23
"21",1,0,1,2,3,4,5,9,7,6,8,12,11,13,10,32,21,30,31,15,29,14,16,26,20,17,19,28,18,27,22,23,24,25
"22",0,1,1,3,2,4,6,5,9,10,7,8,31,11,14,13,16,23,22,12,32,30,27,28,15,29,20,19,26,17,24,18,21,25
"23",0,0,2,1,3,4,9,5,10,8,7,6,32,11,12,26,31,16,15,17,22,13,24,14,18,21,20,19,23,25,30,29,27,28
"24",0,0,1,2,3,4,5,6,10,7,9,15,8,11,13,12,29,30,14,17,16,21,32,18,25,31,28,19,26,23,22,20,24,27
"25",0,1,1,2,3,4,5,6,8,7,11,10,9,17,14,32,23,12,31,15,13,30,26,16,21,24,27,22,29,19,28,20,25,18
"26",0,1,1,2,3,4,6,5,8,9,11,7,10,32,25,12,17,14,13,31,21,19,15,27,30,20,16,18,26,24,28,29,23,22
"27",0,0,1,2,4,3,6,5,7,14,8,9,10,17,11,12,15,13,24,16,19,20,29,32,31,30,27,25,23,21,18,22,28,26
"28",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"29",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"30",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"31",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"32",0,1,1,2,4,3,6,5,7,10,8,11,16,9,13,14,12,24,28,17,30,15,31,27,29,25,20,23,32,22,18,21,19,26
"33",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"34",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"35",0,1,1,2,3,4,6,5,7,8,9,12,17,15,14,32,10,11,30,13,27,31,16,28,29,18,22,26,20,21,25,19,24,23
"36",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"37",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"38",0,0,1,2,5,3,4,6,7,8,10,12,9,11,14,13,17,15,21,29,31,16,32,25,22,30,18,20,28,24,19,23,27,26
"39",0,0,2,1,4,3,5,6,8,7,32,10,29,9,11,16,13,30,31,12,28,14,17,26,15,18,27,20,25,24,19,21,23,22
"40",1,0,1,2,3,4,5,6,9,8,16,7,11,10,13,32,12,15,14,30,31,19,17,28,26,18,20,21,25,29,22,27,24,23
"41",0,0,1,2,3,5,6,7,4,9,8,13,14,10,11,12,29,28,15,31,30,17,32,23,16,25,18,27,24,26,20,22,19,21
"42",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"43",1,0,1,2,3,4,5,8,6,15,7,11,10,9,26,13,17,12,14,24,18,32,19,16,28,30,31,25,27,22,20,23,21,29
"44",0,0,1,2,3,4,5,6,7,10,8,13,9,11,12,15,14,29,16,17,32,20,18,19,31,25,24,27,30,26,28,23,21,22
"45",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"46",1,0,1,2,4,3,5,6,7,8,9,10,11,12,13,30,14,32,20,15,28,17,29,31,16,18,21,22,23,19,27,24,26,25
"47",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"48",1,0,1,2,3,4,6,5,7,9,8,11,10,13,12,15,31,32,16,14,29,30,17,26,18,27,19,28,20,22,24,21,23,25
"49",1,0,1,2,4,3,5,6,8,7,10,9,32,12,27,15,11,30,28,25,26,22,13,29,14,31,16,21,24,23,17,20,19,18
"50",0,0,1,2,4,3,6,5,7,8,10,9,11,12,13,22,30,18,31,32,15,14,27,26,29,28,25,19,17,21,23,20,24,16
"51",1,0,1,2,3,5,4,6,8,7,9,10,12,14,11,13,18,32,22,16,31,21,30,26,15,28,29,17,25,20,24,19,27,23
"52",0,1,1,2,4,3,5,6,8,10,7,9,12,13,11,14,22,15,16,18,32,24,17,25,31,19,21,20,27,30,26,28,23,29
"53",1,0,1,2,6,3,7,4,5,10,19,9,8,32,22,31,11,30,29,12,16,17,13,18,15,14,26,28,24,21,25,27,20,23
"54",0,0,1,2,3,4,5,6,7,9,10,8,13,12,11,14,32,16,31,15,17,19,18,22,20,28,23,27,29,21,24,30,26,25
"55",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"56",0,1,1,3,2,4,5,6,10,7,9,12,14,8,15,13,11,19,16,20,18,28,30,17,23,26,32,21,31,22,27,29,25,24
"57",0,0,1,2,3,4,5,6,7,32,8,10,11,9,15,14,12,18,31,13,16,19,17,30,25,28,21,27,29,23,22,26,24,20
"58",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"59",0,0,1,2,3,5,4,8,6,9,7,10,12,30,13,11,31,18,16,32,29,14,28,17,19,15,20,27,24,21,25,26,22,23
"60",0,1,1,2,3,4,6,5,7,13,8,11,9,10,15,32,31,12,16,14,18,30,22,17,20,21,29,19,26,23,28,27,25,24
"61",1,0,1,3,2,4,5,6,7,8,32,9,10,11,30,13,12,14,31,22,29,24,26,28,25,27,17,23,21,20,15,18,16,19
"62",0,1,1,3,2,4,6,5,8,32,15,7,9,12,10,31,30,11,14,27,19,16,13,20,29,23,17,24,18,22,26,28,21,25
"63",0,1,1,2,3,4,6,5,7,9,10,8,12,15,14,11,13,22,32,16,31,29,18,19,17,21,23,30,25,20,26,27,28,24
"64",0,0,1,2,3,4,7,5,11,6,8,9,10,14,32,16,30,31,15,12,13,28,27,21,25,29,17,22,19,18,20,23,24,26
"65",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"66",0,0,1,2,3,7,4,6,5,8,9,10,31,14,17,12,13,16,11,19,30,28,15,18,32,24,29,20,26,23,27,22,21,25
"67",0,1,1,2,4,3,5,6,9,8,12,7,10,11,13,26,32,14,29,24,31,16,17,15,30,19,18,20,23,28,22,21,27,25
"68",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"69",0,0,2,1,3,5,4,6,7,10,8,9,12,15,14,11,24,29,32,13,31,16,30,23,18,20,19,28,17,21,27,25,22,26
"70",0,1,1,2,3,4,5,6,7,9,10,17,8,12,22,28,30,31,11,15,23,20,32,13,29,14,26,19,18,27,21,16,24,25
"71",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"72",1,0,1,2,3,6,5,4,32,8,7,9,10,30,18,31,29,11,27,24,13,15,25,12,26,28,20,21,19,23,14,22,17,16
"73",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"74",1,0,1,3,2,4,6,5,7,8,20,12,9,13,11,10,15,32,14,30,16,17,29,31,18,23,21,27,28,26,19,22,24,25
"75",0,0,1,2,3,4,5,6,7,8,12,11,22,20,9,10,13,14,32,15,17,16,26,24,31,30,21,18,19,25,29,27,28,23
"76",0,0,1,2,3,4,5,6,9,7,8,11,15,10,12,14,18,13,16,32,17,28,21,24,25,22,23,30,29,20,31,19,26,27
"77",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"78",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"79",0,0,1,2,3,4,5,6,8,7,17,11,10,14,9,13,12,16,25,15,22,18,32,31,28,26,19,20,27,23,21,30,29,24
"80",0,1,1,2,3,4,7,5,6,9,15,8,10,12,14,17,32,30,11,25,26,31,27,13,19,18,16,29,28,21,24,22,20,23
"81",0,0,1,2,3,6,4,5,9,8,32,7,13,16,12,10,11,15,14,23,21,17,31,20,25,30,18,28,19,27,29,24,22,26
"82",0,1,1,2,3,5,4,6,8,32,7,14,31,12,9,30,13,10,22,29,24,11,15,26,28,20,25,16,17,27,21,23,18,19
"83",0,0,1,4,2,3,5,6,8,7,9,10,13,11,32,12,17,14,15,16,31,18,20,25,19,24,26,30,21,28,23,27,22,29
"84",0,1,1,3,2,6,4,5,7,8,9,32,12,11,29,14,13,10,24,28,22,21,31,17,30,19,18,16,23,15,20,27,26,25
