"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,5,4,7,8,9,6,10,11,32,17,12,15,16,31,29,30,20,14,28,13,19,18,26,24,27,23,22,25,21
"2",0,0,2,1,4,3,6,5,31,11,8,7,10,9,23,32,13,15,14,12,30,29,27,22,20,18,17,16,21,28,19,24,25,26
"3",1,0,1,2,3,6,4,5,8,7,10,11,9,12,13,15,14,20,29,16,24,19,18,32,31,30,23,25,27,28,17,21,26,22
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,0,1,2,3,5,4,6,7,18,8,12,9,13,31,15,28,32,14,17,10,11,19,16,30,22,27,20,21,29,23,25,26,24
"6",1,0,1,2,3,4,6,5,7,9,8,10,13,11,16,12,15,14,19,18,17,31,29,32,30,20,28,27,21,23,25,26,22,24
"7",0,0,2,1,4,3,6,5,7,8,12,11,10,9,32,13,14,31,19,15,17,16,30,18,28,20,26,27,29,21,22,25,23,24
"8",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"10",0,0,1,2,3,5,4,6,7,9,10,14,8,12,11,30,31,32,13,16,28,26,17,15,29,18,19,27,20,25,24,22,23,21
"11",0,1,1,2,3,4,10,5,7,6,8,9,30,31,11,32,17,24,19,12,29,14,15,27,13,16,23,25,21,28,18,26,20,22
"12",1,0,1,2,3,4,7,6,5,8,10,9,13,11,15,12,29,16,24,31,18,28,32,17,14,25,22,30,26,20,19,27,21,23
"13",0,1,1,3,2,4,5,6,8,7,9,11,10,18,32,31,30,12,13,14,24,28,16,29,17,15,26,20,25,19,21,23,22,27
"14",1,0,1,3,2,4,5,7,8,9,32,6,10,31,14,11,12,18,13,25,16,30,15,17,22,23,27,29,26,21,28,24,19,20
"15",1,0,1,2,3,4,5,6,12,9,7,21,18,11,8,10,30,14,13,20,32,31,19,17,16,25,15,29,26,28,23,22,24,27
"16",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"17",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",0,0,1,2,5,3,6,4,7,9,8,32,11,12,10,18,13,26,21,31,14,16,30,19,15,17,22,28,29,24,25,23,20,27
"19",0,0,1,2,3,4,6,7,9,5,8,10,12,11,13,14,15,32,16,18,23,25,30,28,31,17,27,29,19,21,22,26,20,24
"20",0,0,1,2,3,4,5,6,7,9,8,29,11,10,14,13,31,15,16,12,20,26,30,17,28,18,32,19,23,25,21,27,24,22
"21",1,0,1,3,2,4,5,7,6,9,8,11,15,31,12,18,13,17,10,16,14,20,27,23,19,25,21,26,32,28,24,30,29,22
"22",1,0,3,1,2,4,5,6,9,7,8,10,13,27,32,25,15,12,31,11,29,30,21,14,28,26,16,17,24,20,23,19,18,22
"23",1,0,1,2,3,4,5,6,8,9,12,7,10,18,11,29,31,32,14,13,27,30,24,26,28,15,22,20,16,17,25,19,23,21
"24",0,0,1,2,4,5,3,6,7,8,12,14,9,10,32,11,30,13,18,15,19,17,31,16,27,26,29,21,22,20,28,23,24,25
"25",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
