"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,0,1,2,3,4,5,8,6,9,12,7,15,22,10,11,17,32,14,16,13,19,31,18,23,28,21,20,30,27,29,25,26,24
"3",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,0,1,2,3,4,5,10,6,7,11,9,20,8,12,13,15,31,21,30,24,18,29,32,14,27,16,25,22,17,28,19,23,26
"6",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"7",0,1,1,2,3,4,6,5,7,9,31,8,30,32,15,12,10,11,29,28,17,13,14,26,16,18,24,19,25,23,20,27,21,22
"8",0,1,1,2,4,3,6,5,7,9,11,8,13,12,10,17,14,15,19,21,22,31,29,16,32,23,30,20,28,26,18,27,24,25
"9",1,0,1,2,3,4,6,5,7,8,10,12,9,32,14,18,13,11,31,22,15,16,27,30,25,17,20,26,29,19,24,21,28,23
"10",0,1,1,2,3,4,5,7,6,8,9,10,11,32,17,23,12,13,31,16,14,15,30,29,28,20,18,27,26,24,25,21,19,22
"11",0,1,1,2,3,4,6,5,7,9,13,8,11,32,10,16,28,31,14,19,12,17,18,27,15,30,21,24,25,29,22,20,23,26
"12",0,0,1,2,3,4,5,6,7,8,11,32,10,12,9,28,15,31,13,14,27,20,16,30,17,25,21,23,19,22,29,18,26,24
"13",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",0,0,1,3,2,4,7,6,8,5,10,9,32,29,11,26,13,31,12,14,28,16,24,30,15,27,18,25,23,20,17,22,19,21
"15",1,0,1,2,3,4,6,5,9,7,8,32,11,30,10,12,27,13,14,31,15,29,16,25,18,28,21,19,17,23,26,22,20,24
"16",0,1,1,2,3,4,6,5,8,7,9,12,32,14,10,13,31,11,30,26,28,25,27,29,15,20,18,16,24,21,23,22,17,19
"17",0,0,1,2,4,3,5,10,6,7,11,9,8,12,16,15,13,14,30,29,32,26,31,24,17,25,28,19,18,21,27,22,20,23
"18",1,0,1,3,2,5,4,6,9,7,8,16,10,11,32,17,14,13,18,24,15,12,31,30,19,28,21,23,22,20,29,27,25,26
