"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",0,1,1,2,3,4,6,5,7,8,31,29,9,10,11,30,32,12,14,28,24,13,17,26,25,19,23,27,15,16,22,20,21,18
"3",0,0,1,3,2,6,4,5,10,7,12,8,31,13,9,16,11,14,19,15,32,17,18,20,28,29,24,22,21,30,25,27,26,23
"4",0,0,1,2,4,3,5,9,6,7,8,10,31,11,15,16,13,12,14,17,18,32,19,20,23,27,21,28,22,25,29,24,26,30
"5",1,0,1,2,3,4,6,5,8,7,9,11,12,29,10,32,23,13,18,14,15,16,30,20,17,28,22,19,26,31,21,27,24,25
"6",0,0,2,1,3,6,4,5,8,11,7,9,10,12,16,13,32,14,15,17,20,22,31,18,29,25,21,30,28,19,24,26,27,23
"7",0,0,1,3,2,4,5,6,10,8,9,7,30,29,32,11,24,31,28,17,26,12,27,13,15,16,18,14,23,22,21,19,20,25
"8",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",0,1,1,2,3,4,5,10,7,6,8,11,9,32,13,31,12,30,18,14,29,15,16,23,17,27,19,26,21,20,28,24,25,22
"10",1,0,1,2,3,4,5,12,7,6,10,8,9,11,19,13,18,14,28,25,16,15,17,22,21,20,31,30,23,32,26,27,29,24
"11",1,0,1,3,2,4,5,6,8,7,9,14,12,11,10,17,16,13,32,20,15,18,31,19,23,30,29,25,22,24,21,26,27,28
"12",0,0,2,1,3,4,5,6,8,7,9,22,11,32,13,21,10,25,15,14,31,17,16,12,30,29,27,28,26,19,20,18,24,23
"13",1,0,1,2,3,4,5,6,7,10,8,9,32,11,12,16,13,20,18,19,14,15,21,17,29,31,24,27,22,25,26,28,30,23
"14",1,0,1,2,3,4,5,6,13,7,9,8,14,11,10,12,27,30,32,24,31,17,28,15,21,16,20,29,18,25,26,19,23,22
"15",1,0,1,2,3,4,5,6,7,8,9,30,16,10,11,12,13,32,31,14,28,27,29,21,15,19,25,17,18,22,26,24,20,23
"16",0,1,1,3,2,4,5,7,6,8,10,11,17,9,14,12,13,15,29,31,32,16,28,30,18,22,19,21,20,26,24,27,25,23
"17",0,1,1,2,3,4,5,6,7,12,11,8,9,14,10,18,15,19,13,17,32,21,20,31,16,27,30,29,28,26,22,24,25,23
"18",0,0,1,2,3,4,7,5,6,11,8,9,25,10,32,13,15,30,12,31,18,27,19,28,16,14,17,29,24,26,22,20,21,23
"19",0,1,1,2,4,3,6,5,7,11,10,8,9,13,12,31,16,14,17,15,32,18,19,20,25,29,21,26,28,27,24,22,30,23
"20",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"21",1,0,1,2,3,5,4,6,8,7,14,31,12,11,9,13,10,32,30,15,28,17,29,27,16,21,19,18,26,24,20,25,22,23
"22",0,1,1,2,3,4,7,5,6,8,31,29,32,28,30,9,10,25,26,23,11,27,21,12,22,24,16,15,13,18,19,17,14,20
"23",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"24",0,1,1,2,3,5,4,6,9,7,10,11,8,25,28,12,30,13,31,14,26,18,29,32,21,15,19,27,17,20,24,16,23,22
"25",0,0,2,1,3,6,4,9,7,8,5,11,31,12,10,22,13,32,30,18,15,14,17,16,26,23,29,21,28,20,27,25,19,24
"26",0,1,1,2,3,4,5,6,8,7,9,10,14,11,16,12,17,26,18,13,15,31,29,32,20,27,28,24,30,19,23,22,25,21
