"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",1,1,2,1
"3",1,1,2,1
"4",0,1,1,2
"5",1,0,1,2
"6",1,0,1,2
"7",0,1,1,2
"8",1,1,2,1
"9",1,0,1,2
"10",1,0,1,2
"11",0,1,2,1
"12",0,1,1,2
"13",0,1,1,2
"14",1,0,1,2
"15",0,1,1,2
"16",0,0,2,1
"17",1,1,2,1
"18",0,0,2,1
"19",0,1,1,2
"20",1,1,2,1
"21",0,1,1,2
"22",0,1,1,2
"23",1,1,2,1
"24",0,1,1,2
"25",0,0,2,1
"26",1,0,1,2
"27",1,0,1,2
"28",1,0,1,2
"29",1,1,2,1
"30",1,1,2,1
"31",0,0,1,2
"32",1,1,2,1
"33",1,0,1,2
"34",1,0,1,2
"35",0,1,1,2
"36",1,0,1,2
"37",0,1,2,1
"38",1,1,2,1
"39",1,0,1,2
"40",1,0,1,2
"41",0,1,1,2
"42",1,0,1,2
"43",0,1,1,2
"44",0,1,2,1
"45",1,1,2,1
"46",0,0,1,2
"47",0,1,1,2
"48",0,0,1,2
"49",1,1,2,1
"50",1,1,2,1
"51",0,0,1,2
"52",0,1,1,2
"53",0,1,1,2
"54",1,1,2,1
"55",1,1,2,1
"56",1,0,1,2
"57",0,1,1,2
"58",0,0,1,2
"59",1,1,2,1
"60",0,1,1,2
"61",1,0,1,2
"62",1,1,2,1
"63",0,1,1,2
"64",0,0,1,2
"65",0,1,1,2
"66",1,1,2,1
"67",0,0,1,2
"68",0,1,1,2
"69",1,0,1,2
"70",0,0,1,2
"71",0,0,1,2
"72",1,0,1,2
"73",1,0,1,2
"74",0,1,1,2
"75",1,0,1,2
"76",1,1,2,1
"77",0,0,1,2
"78",0,1,1,2
"79",1,1,2,1
"80",1,1,2,1
"81",0,0,2,1
"82",0,0,1,2
"83",0,0,1,2
"84",0,1,1,2
"85",1,1,2,1
"86",0,1,1,2
"87",1,1,2,1
"88",1,0,1,2
"89",1,1,2,1
"90",1,1,2,1
"91",1,0,1,2
"92",1,1,2,1
"93",1,1,2,1
"94",1,1,2,1
"95",1,1,2,1
"96",1,0,1,2
"97",0,0,1,2
"98",1,1,2,1
"99",1,1,2,1
"100",0,0,1,2
"101",1,1,2,1
"102",0,1,1,2
"103",1,1,2,1
"104",1,0,1,2
"105",0,0,1,2
"106",0,0,1,2
"107",1,0,1,2
"108",0,0,1,2
"109",0,0,1,2
"110",0,1,1,2
"111",0,1,2,1
"112",1,0,1,2
"113",1,0,1,2
"114",1,1,2,1
"115",0,0,1,2
"116",0,1,1,2
"117",0,0,1,2
"118",1,1,2,1
"119",1,1,2,1
"120",1,0,1,2
"121",1,0,1,2
"122",1,1,2,1
"123",0,0,1,2
"124",1,1,2,1
"125",1,1,2,1
"126",1,0,1,2
"127",0,0,1,2
"128",0,1,1,2
"129",0,1,1,2
"130",0,0,2,1
"131",1,1,2,1
"132",0,0,1,2
"133",1,0,1,2
"134",0,0,1,2
"135",1,0,1,2
"136",0,1,1,2
"137",1,1,2,1
"138",0,0,1,2
"139",0,1,1,2
"140",1,1,2,1
"141",0,1,1,2
"142",0,1,1,2
"143",1,0,1,2
"144",0,1,1,2
"145",0,0,2,1
"146",0,0,1,2
"147",1,0,2,1
"148",1,0,1,2
"149",0,0,1,2
"150",1,0,1,2
"151",1,1,2,1
"152",1,1,2,1
"153",0,0,1,2
"154",0,0,1,2
"155",0,0,1,2
"156",1,0,1,2
"157",0,0,1,2
"158",1,0,1,2
"159",0,0,1,2
"160",0,1,2,1
"161",1,0,1,2
"162",1,1,2,1
"163",1,1,2,1
"164",1,1,2,1
"165",1,1,2,1
"166",1,1,2,1
"167",0,1,1,2
"168",1,0,2,1
"169",0,0,1,2
"170",1,0,1,2
"171",0,0,1,2
"172",0,0,1,2
"173",0,0,1,2
"174",0,1,1,2
"175",1,1,2,1
"176",0,0,1,2
"177",0,1,1,2
"178",0,1,2,1
"179",1,1,2,1
"180",1,0,1,2
"181",1,0,2,1
"182",1,1,2,1
"183",1,0,1,2
"184",0,1,1,2
"185",1,1,2,1
"186",0,0,2,1
"187",0,0,1,2
"188",0,0,1,2
"189",1,0,1,2
"190",0,0,1,2
"191",0,1,1,2
"192",0,1,1,2
"193",1,0,1,2
"194",0,1,1,2
"195",1,1,2,1
"196",1,1,2,1
"197",0,1,1,2
"198",0,1,1,2
"199",0,1,1,2
"200",0,0,1,2
"201",1,1,2,1
"202",0,1,1,2
"203",0,1,1,2
"204",1,1,2,1
"205",1,0,1,2
"206",0,1,1,2
"207",0,1,1,2
"208",0,1,1,2
"209",1,1,2,1
"210",1,1,2,1
"211",0,0,1,2
"212",0,0,1,2
"213",1,0,1,2
"214",1,0,1,2
"215",0,1,1,2
"216",1,0,1,2
"217",0,1,1,2
"218",0,1,1,2
"219",1,0,1,2
"220",0,0,1,2
"221",0,0,1,2
"222",0,0,1,2
"223",0,1,1,2
"224",1,1,2,1
"225",0,1,1,2
"226",1,1,2,1
"227",0,0,1,2
"228",0,0,1,2
"229",0,1,1,2
"230",1,1,2,1
"231",0,0,1,2
"232",1,0,1,2
"233",1,0,1,2
"234",1,0,1,2
"235",0,0,1,2
"236",0,0,1,2
"237",1,1,2,1
"238",0,0,1,2
"239",0,1,1,2
"240",1,1,2,1
"241",0,0,1,2
"242",0,1,1,2
"243",0,0,1,2
"244",1,1,2,1
"245",0,0,1,2
"246",0,0,1,2
"247",0,1,1,2
"248",1,0,1,2
"249",1,0,1,2
"250",0,0,1,2
"251",0,0,1,2
"252",1,0,1,2
"253",1,1,2,1
"254",1,1,2,1
"255",0,0,1,2
"256",1,1,2,1
"257",0,0,2,1
"258",0,0,2,1
"259",1,0,1,2
"260",1,1,2,1
"261",1,1,2,1
"262",0,0,1,2
"263",0,1,1,2
"264",1,0,1,2
"265",0,0,1,2
"266",1,0,1,2
"267",1,0,1,2
"268",1,1,2,1
"269",1,1,2,1
"270",0,1,1,2
"271",1,1,2,1
"272",1,1,2,1
"273",0,0,1,2
"274",1,1,2,1
"275",0,0,1,2
"276",1,0,1,2
"277",0,1,2,1
"278",1,0,2,1
"279",0,0,1,2
"280",0,1,2,1
"281",0,0,2,1
"282",0,1,1,2
"283",0,0,1,2
"284",1,0,1,2
"285",1,1,2,1
"286",1,0,1,2
"287",0,1,1,2
"288",1,1,2,1
"289",0,1,1,2
"290",1,1,2,1
"291",1,1,2,1
"292",0,1,1,2
"293",0,0,2,1
"294",0,0,1,2
"295",1,1,2,1
"296",0,1,1,2
"297",1,0,1,2
