"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",0,0,1,2
"3",0,1,1,2
"4",0,0,1,2
"5",0,0,1,2
"6",1,0,1,2
"7",0,1,1,2
"8",1,1,2,1
"9",0,0,1,2
"10",1,0,1,2
"11",0,1,1,2
"12",1,0,1,2
"13",0,1,1,2
"14",0,0,1,2
"15",1,1,2,1
"16",1,1,2,1
"17",0,0,1,2
"18",1,1,2,1
"19",0,0,1,2
"20",1,0,1,2
"21",0,1,1,2
"22",0,0,1,2
"23",1,1,2,1
"24",1,1,2,1
"25",1,1,2,1
"26",0,0,1,2
"27",1,1,2,1
"28",0,0,1,2
"29",1,0,1,2
"30",1,1,2,1
"31",1,1,2,1
"32",0,0,1,2
"33",0,1,1,2
"34",0,0,2,1
"35",1,0,1,2
"36",1,1,2,1
"37",0,0,1,2
"38",1,0,1,2
"39",1,0,1,2
"40",0,1,1,2
"41",0,1,1,2
"42",0,1,1,2
"43",0,1,1,2
"44",1,0,1,2
"45",0,1,1,2
"46",1,1,2,1
"47",1,1,2,1
"48",1,0,1,2
"49",0,0,1,2
"50",0,0,1,2
"51",0,0,2,1
"52",0,0,1,2
"53",0,1,1,2
"54",0,1,1,2
"55",1,1,2,1
"56",1,0,1,2
"57",0,1,1,2
"58",0,1,1,2
"59",0,1,1,2
"60",0,1,1,2
"61",0,1,2,1
"62",1,1,2,1
"63",0,0,1,2
"64",0,1,2,1
"65",0,1,1,2
"66",0,1,2,1
"67",0,1,1,2
"68",1,0,1,2
"69",0,1,1,2
"70",1,1,2,1
"71",0,0,1,2
"72",0,1,2,1
"73",1,0,1,2
"74",1,0,1,2
"75",0,0,1,2
"76",0,1,2,1
"77",1,1,2,1
"78",1,0,1,2
"79",1,0,2,1
"80",1,0,1,2
"81",0,0,1,2
"82",0,0,2,1
"83",0,0,1,2
"84",0,1,1,2
"85",0,1,1,2
"86",1,1,2,1
"87",1,1,2,1
"88",0,0,1,2
"89",1,0,1,2
"90",1,0,1,2
"91",1,1,2,1
"92",1,1,2,1
"93",1,1,2,1
"94",0,1,1,2
"95",1,0,1,2
"96",0,0,1,2
"97",1,0,1,2
"98",1,1,2,1
"99",1,1,2,1
"100",1,1,2,1
"101",0,0,1,2
"102",0,0,2,1
"103",0,0,1,2
"104",1,1,2,1
"105",0,1,1,2
"106",0,1,1,2
"107",1,1,2,1
"108",1,0,1,2
"109",1,1,2,1
"110",0,0,1,2
"111",1,1,2,1
"112",0,1,1,2
"113",1,0,1,2
"114",1,1,2,1
"115",1,0,1,2
"116",0,1,1,2
"117",1,1,2,1
"118",1,1,2,1
"119",0,0,1,2
"120",1,1,2,1
"121",1,1,2,1
"122",0,1,1,2
