"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",1,0,1,2
"3",0,1,1,2
"4",0,1,1,2
"5",1,1,2,1
"6",1,1,2,1
"7",1,0,1,2
"8",0,0,1,2
"9",0,1,1,2
"10",1,1,2,1
"11",0,0,1,2
"12",1,1,2,1
"13",0,1,1,2
"14",0,0,1,2
"15",0,0,1,2
"16",1,0,1,2
"17",0,1,1,2
"18",0,0,1,2
"19",1,0,1,2
"20",0,0,1,2
"21",0,0,2,1
"22",1,1,2,1
"23",0,0,1,2
"24",1,1,2,1
"25",1,0,1,2
"26",0,0,1,2
"27",1,0,1,2
"28",0,1,1,2
"29",1,0,2,1
"30",1,0,2,1
"31",1,1,2,1
"32",1,1,2,1
"33",0,0,1,2
"34",1,0,1,2
"35",0,1,1,2
"36",0,1,1,2
"37",1,1,2,1
"38",0,1,1,2
"39",1,1,2,1
"40",1,0,1,2
"41",1,0,1,2
"42",1,0,2,1
"43",1,0,1,2
"44",0,0,1,2
"45",0,1,1,2
"46",1,0,1,2
"47",1,1,2,1
"48",0,0,2,1
"49",0,1,2,1
"50",1,0,1,2
"51",1,1,2,1
"52",1,0,2,1
"53",0,1,1,2
"54",0,0,1,2
"55",0,1,1,2
"56",1,1,2,1
"57",1,0,1,2
"58",0,0,1,2
"59",1,1,2,1
"60",1,0,1,2
"61",0,0,1,2
"62",1,0,1,2
"63",1,0,1,2
"64",0,1,1,2
"65",0,0,1,2
"66",0,1,1,2
"67",0,0,1,2
"68",0,0,1,2
"69",0,1,1,2
"70",0,1,1,2
"71",0,1,1,2
"72",0,0,1,2
"73",1,0,1,2
"74",0,0,1,2
"75",1,1,2,1
"76",0,0,1,2
"77",1,1,2,1
"78",0,1,1,2
"79",1,0,2,1
"80",0,1,1,2
"81",0,1,1,2
"82",0,0,1,2
"83",0,1,1,2
"84",1,1,2,1
"85",0,0,1,2
"86",0,0,1,2
"87",0,1,1,2
"88",0,1,1,2
"89",0,0,1,2
"90",0,0,1,2
"91",1,1,2,1
"92",0,1,1,2
"93",1,1,2,1
"94",1,0,1,2
"95",0,0,1,2
"96",0,0,1,2
"97",0,0,1,2
"98",1,0,1,2
"99",0,0,1,2
"100",0,1,1,2
"101",1,0,1,2
"102",0,0,1,2
"103",0,1,1,2
"104",0,0,1,2
"105",0,0,1,2
"106",1,1,2,1
"107",0,1,1,2
"108",0,1,2,1
"109",1,0,1,2
"110",1,0,1,2
"111",1,1,2,1
"112",1,1,2,1
"113",1,0,1,2
"114",0,1,1,2
"115",1,1,2,1
"116",1,1,2,1
"117",1,0,1,2
"118",0,1,1,2
"119",0,1,1,2
"120",1,1,2,1
"121",0,0,1,2
"122",1,0,1,2
"123",1,0,1,2
"124",0,0,2,1
"125",1,0,1,2
"126",1,0,1,2
"127",0,0,1,2
"128",1,0,2,1
"129",1,0,1,2
"130",1,1,2,1
"131",1,0,1,2
"132",0,1,2,1
"133",0,1,1,2
"134",1,1,2,1
"135",0,0,1,2
"136",1,1,2,1
"137",1,1,2,1
"138",1,0,1,2
"139",1,0,1,2
"140",1,1,2,1
"141",1,1,2,1
"142",1,1,2,1
"143",1,1,2,1
"144",0,1,1,2
"145",1,0,1,2
"146",1,1,2,1
"147",1,1,2,1
"148",1,1,2,1
"149",1,0,1,2
"150",0,0,1,2
"151",0,1,1,2
"152",0,0,1,2
"153",1,0,1,2
"154",1,0,2,1
"155",0,0,1,2
"156",1,1,2,1
"157",0,0,1,2
"158",1,1,2,1
"159",1,1,2,1
"160",1,1,2,1
"161",0,0,1,2
"162",1,0,1,2
"163",0,0,2,1
"164",1,1,2,1
"165",1,1,2,1
"166",0,0,1,2
"167",1,1,2,1
"168",1,0,1,2
"169",1,1,2,1
"170",0,0,1,2
"171",1,0,1,2
"172",0,1,1,2
"173",0,0,1,2
"174",1,0,1,2
"175",1,1,2,1
"176",1,0,1,2
"177",0,0,1,2
"178",1,1,2,1
"179",1,0,1,2
"180",0,0,1,2
"181",0,1,1,2
"182",0,1,1,2
"183",0,1,1,2
"184",0,1,2,1
"185",1,1,2,1
"186",1,1,2,1
"187",1,0,1,2
"188",0,1,1,2
"189",1,1,2,1
"190",0,0,1,2
"191",1,1,2,1
"192",0,0,1,2
"193",0,0,1,2
"194",1,1,2,1
"195",1,0,1,2
"196",1,1,2,1
"197",0,0,1,2
"198",1,1,2,1
"199",0,0,1,2
"200",1,1,2,1
"201",0,1,1,2
"202",0,0,2,1
"203",1,1,2,1
"204",1,1,2,1
"205",0,0,1,2
"206",1,1,2,1
"207",0,0,2,1
"208",1,1,2,1
"209",0,0,1,2
"210",1,1,2,1
"211",1,1,2,1
"212",0,0,1,2
"213",1,1,2,1
"214",0,1,1,2
"215",1,1,2,1
"216",0,0,1,2
"217",1,0,1,2
"218",0,1,1,2
"219",1,0,1,2
"220",1,1,2,1
"221",0,0,1,2
"222",1,1,2,1
"223",0,0,1,2
"224",0,1,1,2
"225",1,0,1,2
"226",1,1,2,1
"227",0,1,2,1
"228",0,0,1,2
"229",0,0,1,2
"230",1,1,2,1
"231",0,0,1,2
"232",1,0,1,2
"233",1,0,2,1
"234",0,0,1,2
"235",0,0,1,2
"236",1,1,2,1
"237",1,0,1,2
"238",0,1,1,2
"239",1,0,1,2
"240",1,1,2,1
"241",1,0,1,2
"242",0,1,1,2
"243",0,0,1,2
"244",0,0,2,1
"245",1,1,2,1
"246",0,0,1,2
"247",0,1,1,2
"248",1,1,2,1
"249",1,1,2,1
"250",1,0,2,1
"251",1,1,2,1
"252",1,1,2,1
"253",1,1,2,1
"254",1,1,2,1
"255",0,1,1,2
"256",0,0,1,2
"257",1,1,2,1
"258",0,0,1,2
"259",0,1,1,2
"260",1,1,2,1
"261",1,0,1,2
"262",1,1,2,1
"263",1,0,1,2
"264",0,0,1,2
"265",0,1,1,2
"266",1,1,2,1
"267",1,0,1,2
"268",1,1,2,1
"269",1,0,1,2
"270",1,0,1,2
"271",1,1,2,1
"272",1,0,1,2
"273",0,1,1,2
"274",0,1,1,2
"275",0,0,1,2
"276",1,1,2,1
"277",0,0,1,2
"278",1,0,1,2
"279",1,1,2,1
"280",1,1,2,1
"281",1,0,1,2
"282",1,0,1,2
