"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",0,1,2,1
"3",1,0,1,2
"4",1,1,2,1
"5",0,0,1,2
"6",0,1,1,2
"7",1,1,2,1
"8",0,1,1,2
"9",0,0,1,2
"10",0,1,1,2
"11",0,1,1,2
"12",0,1,1,2
"13",0,0,1,2
"14",1,0,1,2
"15",0,0,1,2
"16",1,0,1,2
"17",0,0,1,2
"18",0,1,1,2
"19",0,1,1,2
"20",1,0,1,2
"21",1,0,1,2
"22",1,1,2,1
"23",1,0,1,2
"24",1,1,2,1
"25",1,0,1,2
"26",1,1,2,1
"27",1,1,2,1
"28",0,0,1,2
"29",1,0,1,2
"30",0,0,2,1
"31",0,1,1,2
"32",1,1,2,1
"33",0,1,1,2
"34",0,1,1,2
"35",0,0,2,1
"36",0,1,1,2
"37",1,0,1,2
"38",0,1,1,2
"39",0,0,1,2
"40",0,1,1,2
"41",0,0,2,1
"42",1,1,2,1
"43",1,0,1,2
"44",1,1,2,1
"45",0,0,1,2
"46",0,1,1,2
"47",1,1,2,1
"48",0,0,1,2
"49",0,0,1,2
"50",1,0,1,2
"51",0,1,1,2
"52",1,1,2,1
"53",0,1,1,2
"54",1,1,2,1
"55",0,0,1,2
"56",0,1,1,2
"57",1,0,1,2
"58",0,1,1,2
"59",1,0,1,2
"60",0,0,1,2
"61",1,0,1,2
"62",1,0,1,2
"63",0,0,1,2
"64",1,0,1,2
"65",1,1,2,1
"66",1,0,1,2
"67",0,1,1,2
"68",0,0,1,2
"69",0,0,1,2
"70",1,1,2,1
"71",1,0,1,2
"72",1,1,2,1
"73",0,0,1,2
"74",1,1,2,1
"75",1,1,2,1
"76",0,1,1,2
"77",1,0,1,2
"78",1,0,1,2
"79",0,0,1,2
"80",0,0,1,2
"81",0,0,1,2
"82",1,0,1,2
"83",1,1,2,1
"84",0,0,1,2
"85",1,1,2,1
"86",0,1,1,2
"87",0,1,1,2
"88",0,0,1,2
"89",1,0,1,2
"90",1,1,2,1
"91",0,0,1,2
"92",1,0,1,2
"93",1,0,1,2
"94",0,1,1,2
"95",0,1,1,2
"96",1,1,2,1
"97",1,1,2,1
"98",0,0,1,2
"99",0,1,1,2
"100",1,0,1,2
"101",0,0,1,2
"102",1,0,1,2
"103",1,0,1,2
"104",0,1,1,2
"105",0,0,1,2
"106",1,1,2,1
"107",0,1,1,2
"108",1,1,2,1
"109",0,1,1,2
"110",0,1,1,2
"111",0,1,2,1
"112",1,0,1,2
"113",0,0,1,2
"114",1,0,1,2
"115",0,1,1,2
"116",1,0,1,2
"117",1,0,1,2
"118",0,1,1,2
"119",0,0,1,2
"120",0,1,1,2
"121",1,0,1,2
"122",1,0,1,2
"123",0,0,1,2
"124",1,1,2,1
"125",0,1,1,2
"126",1,0,1,2
"127",1,0,1,2
"128",0,1,2,1
"129",0,1,1,2
"130",0,1,1,2
"131",1,0,1,2
"132",1,0,1,2
"133",0,0,1,2
"134",1,0,1,2
"135",0,1,1,2
"136",1,1,2,1
"137",1,1,2,1
"138",0,1,1,2
"139",0,1,1,2
"140",0,0,1,2
"141",0,0,1,2
"142",0,0,1,2
"143",1,0,1,2
"144",1,1,2,1
"145",0,0,1,2
"146",0,1,1,2
"147",0,1,1,2
"148",0,1,1,2
"149",1,0,1,2
