"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",1,0,1,2
"3",1,1,2,1
"4",0,1,1,2
"5",1,1,2,1
"6",0,0,1,2
"7",0,0,1,2
"8",0,1,1,2
"9",0,0,2,1
"10",1,1,2,1
"11",1,1,2,1
"12",0,1,1,2
"13",1,1,2,1
"14",1,1,2,1
"15",0,1,1,2
"16",0,1,1,2
"17",1,1,2,1
"18",1,0,1,2
"19",0,0,1,2
"20",0,0,1,2
"21",0,1,1,2
"22",0,1,1,2
"23",0,1,1,2
"24",0,1,1,2
"25",1,0,1,2
"26",0,0,1,2
"27",1,0,2,1
"28",1,1,2,1
"29",1,0,1,2
"30",0,0,1,2
"31",1,1,2,1
"32",0,0,1,2
"33",1,0,1,2
"34",1,0,1,2
"35",1,0,1,2
"36",1,1,2,1
"37",1,0,1,2
"38",0,0,1,2
"39",0,1,1,2
"40",1,0,1,2
"41",0,0,1,2
"42",1,0,2,1
"43",1,1,2,1
"44",0,1,2,1
"45",0,0,1,2
"46",1,1,2,1
"47",0,0,1,2
"48",0,0,1,2
"49",1,0,1,2
"50",1,1,2,1
"51",1,1,2,1
"52",0,0,1,2
"53",1,1,2,1
"54",1,1,2,1
"55",0,1,1,2
"56",0,1,1,2
"57",0,1,1,2
"58",0,1,1,2
"59",0,0,1,2
"60",0,1,1,2
"61",0,1,1,2
"62",0,0,1,2
"63",1,1,2,1
"64",1,0,1,2
"65",0,1,1,2
"66",1,1,2,1
"67",1,0,1,2
"68",1,1,2,1
"69",0,0,2,1
"70",1,1,2,1
"71",1,0,1,2
"72",1,1,2,1
"73",1,0,1,2
"74",1,1,2,1
"75",1,1,2,1
"76",0,0,1,2
"77",0,0,1,2
"78",0,0,1,2
"79",1,0,1,2
"80",0,1,1,2
"81",0,1,1,2
"82",0,0,1,2
"83",1,0,1,2
"84",1,0,1,2
"85",0,1,1,2
"86",1,0,1,2
"87",1,1,2,1
"88",1,0,1,2
"89",1,0,2,1
"90",0,1,1,2
"91",0,0,1,2
"92",1,1,2,1
"93",0,0,1,2
"94",0,0,1,2
"95",1,0,1,2
"96",1,1,2,1
"97",0,0,2,1
"98",0,1,1,2
"99",0,1,2,1
"100",0,0,1,2
"101",1,1,2,1
"102",1,1,2,1
"103",0,1,1,2
"104",1,1,2,1
"105",0,1,1,2
"106",1,0,1,2
"107",1,0,1,2
"108",1,0,1,2
"109",0,0,1,2
"110",0,1,1,2
"111",0,1,2,1
"112",0,1,2,1
"113",0,1,1,2
"114",0,0,1,2
"115",1,0,1,2
"116",0,0,1,2
"117",1,1,2,1
