"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",1,1,2,1
"3",0,1,1,2
"4",1,0,1,2
"5",1,0,1,2
"6",1,1,2,1
"7",0,1,1,2
"8",1,1,2,1
"9",1,0,1,2
"10",1,1,2,1
"11",0,1,1,2
"12",1,0,1,2
"13",1,0,1,2
"14",1,0,1,2
"15",0,1,1,2
"16",0,0,1,2
"17",0,1,1,2
"18",1,0,1,2
"19",1,0,1,2
"20",1,1,2,1
"21",0,0,1,2
"22",0,0,1,2
"23",0,1,1,2
"24",1,1,2,1
"25",1,0,1,2
"26",0,0,1,2
"27",1,1,2,1
"28",0,0,1,2
"29",0,0,1,2
"30",1,1,2,1
"31",0,0,1,2
"32",0,1,1,2
"33",0,1,1,2
"34",1,0,1,2
"35",1,1,2,1
"36",0,1,2,1
"37",1,0,2,1
"38",0,0,2,1
"39",1,0,1,2
"40",0,1,1,2
"41",1,0,1,2
"42",1,0,1,2
"43",1,1,2,1
"44",0,0,1,2
"45",1,0,1,2
"46",0,0,1,2
"47",1,1,2,1
"48",1,0,1,2
"49",0,1,1,2
"50",0,0,1,2
"51",0,1,1,2
"52",0,0,2,1
"53",1,0,1,2
"54",1,1,2,1
"55",1,1,2,1
"56",1,1,2,1
"57",1,1,2,1
"58",0,1,1,2
"59",1,1,2,1
"60",0,0,1,2
"61",0,0,2,1
"62",0,1,1,2
"63",0,1,1,2
"64",0,0,1,2
"65",0,0,1,2
"66",1,0,1,2
"67",0,1,1,2
"68",0,1,1,2
"69",0,0,1,2
"70",0,0,1,2
"71",0,1,1,2
"72",1,1,2,1
"73",0,0,1,2
"74",0,0,1,2
"75",1,0,1,2
"76",0,1,1,2
"77",0,1,1,2
"78",0,1,1,2
"79",0,1,1,2
"80",1,0,1,2
"81",0,0,1,2
"82",0,1,1,2
"83",1,1,2,1
"84",0,1,1,2
"85",0,1,1,2
"86",0,0,1,2
"87",1,1,2,1
"88",0,0,1,2
"89",0,1,1,2
"90",0,1,2,1
"91",1,1,2,1
"92",1,1,2,1
"93",1,1,2,1
"94",1,1,2,1
"95",0,1,1,2
"96",1,0,1,2
"97",1,0,1,2
"98",1,1,2,1
"99",0,0,1,2
"100",1,1,2,1
"101",1,0,1,2
"102",1,1,2,1
"103",1,0,1,2
"104",0,1,1,2
"105",1,1,2,1
"106",0,1,1,2
"107",0,0,1,2
"108",0,0,1,2
"109",1,0,1,2
"110",0,1,2,1
"111",0,1,1,2
"112",1,0,1,2
"113",1,0,1,2
"114",1,0,1,2
"115",1,1,2,1
"116",1,1,2,1
"117",1,1,2,1
"118",0,1,1,2
"119",0,0,1,2
"120",0,1,1,2
"121",0,1,1,2
"122",1,1,2,1
"123",0,1,2,1
"124",0,0,1,2
"125",0,0,2,1
"126",0,1,2,1
"127",1,0,1,2
"128",1,0,1,2
"129",1,0,1,2
"130",1,0,1,2
"131",0,0,1,2
"132",1,1,2,1
"133",0,1,1,2
"134",0,0,1,2
"135",1,0,1,2
"136",1,1,2,1
"137",0,1,1,2
"138",1,1,2,1
"139",0,1,1,2
"140",1,1,2,1
"141",0,1,1,2
"142",1,0,1,2
"143",0,0,1,2
"144",1,1,2,1
"145",0,0,1,2
"146",1,0,2,1
"147",0,0,1,2
"148",0,0,1,2
"149",1,0,1,2
"150",0,0,1,2
"151",0,1,1,2
"152",0,1,1,2
"153",0,1,1,2
"154",0,1,1,2
"155",1,1,2,1
"156",1,1,2,1
"157",0,0,1,2
"158",0,0,1,2
"159",1,1,2,1
"160",0,1,1,2
"161",0,0,1,2
"162",1,1,2,1
"163",0,1,1,2
"164",1,0,1,2
"165",0,0,1,2
"166",1,0,1,2
"167",1,1,2,1
"168",0,1,1,2
"169",1,0,1,2
"170",0,0,1,2
"171",0,1,1,2
"172",0,1,1,2
"173",0,0,1,2
"174",0,0,1,2
"175",0,1,1,2
"176",1,1,2,1
"177",0,1,1,2
"178",0,0,1,2
"179",0,1,2,1
"180",0,0,1,2
"181",1,0,1,2
"182",1,1,2,1
"183",1,0,1,2
"184",1,0,1,2
"185",1,0,1,2
"186",1,0,1,2
"187",0,1,1,2
"188",0,1,2,1
"189",0,1,1,2
"190",0,1,1,2
"191",1,0,1,2
"192",0,1,1,2
"193",1,1,2,1
"194",1,1,2,1
"195",1,1,2,1
"196",1,1,2,1
"197",0,0,1,2
"198",1,0,1,2
"199",1,1,2,1
"200",0,1,1,2
"201",0,0,1,2
"202",1,1,2,1
"203",0,1,1,2
"204",1,1,2,1
"205",1,1,2,1
"206",1,0,1,2
"207",0,1,1,2
"208",0,0,1,2
"209",0,1,1,2
"210",0,1,1,2
"211",1,1,2,1
"212",0,0,2,1
"213",1,1,2,1
"214",1,1,2,1
"215",1,1,2,1
"216",1,1,2,1
"217",1,0,1,2
"218",1,0,2,1
"219",0,0,1,2
"220",1,1,2,1
"221",1,1,2,1
"222",0,0,2,1
"223",1,0,1,2
"224",0,1,1,2
"225",1,0,1,2
"226",0,0,1,2
"227",1,0,2,1
"228",0,0,1,2
"229",1,0,1,2
"230",1,1,2,1
"231",0,0,1,2
"232",1,0,1,2
"233",1,1,2,1
"234",1,0,1,2
"235",0,1,1,2
"236",1,1,2,1
"237",0,1,1,2
"238",1,1,2,1
"239",0,1,1,2
"240",1,1,2,1
"241",0,0,1,2
"242",0,1,1,2
"243",1,1,2,1
"244",0,0,1,2
"245",1,0,1,2
"246",0,1,1,2
"247",1,0,1,2
"248",0,1,1,2
"249",0,1,1,2
"250",0,1,1,2
"251",0,0,1,2
"252",1,1,2,1
"253",0,0,1,2
"254",1,1,2,1
"255",0,0,2,1
"256",1,1,2,1
"257",1,1,2,1
"258",1,0,1,2
"259",1,1,2,1
"260",0,1,1,2
"261",0,1,1,2
"262",0,0,1,2
"263",0,1,1,2
"264",1,0,1,2
"265",1,0,1,2
"266",1,0,1,2
"267",1,1,2,1
"268",0,0,1,2
"269",1,1,2,1
"270",1,0,2,1
"271",1,1,2,1
"272",1,1,2,1
"273",1,1,2,1
"274",0,1,1,2
"275",0,1,1,2
"276",1,0,1,2
"277",1,1,2,1
"278",1,1,2,1
"279",0,1,1,2
"280",1,1,2,1
"281",0,0,1,2
"282",0,0,1,2
"283",0,0,1,2
"284",1,1,2,1
"285",1,1,2,1
"286",1,0,1,2
"287",1,0,1,2
"288",1,0,1,2
"289",0,1,1,2
"290",1,1,2,1
"291",1,0,1,2
"292",0,0,1,2
"293",0,0,1,2
"294",1,1,2,1
"295",0,0,1,2
"296",1,1,2,1
"297",1,1,2,1
"298",0,1,2,1
"299",1,0,1,2
"300",1,0,1,2
"301",1,0,1,2
"302",1,1,2,1
"303",0,1,1,2
"304",0,1,2,1
"305",1,1,2,1
"306",0,1,1,2
"307",0,0,1,2
"308",0,1,1,2
"309",0,1,1,2
"310",0,0,1,2
"311",1,1,2,1
"312",0,1,1,2
"313",1,1,2,1
"314",0,1,1,2
"315",0,1,2,1
"316",1,1,2,1
"317",1,0,1,2
"318",1,1,2,1
"319",1,1,2,1
"320",0,0,1,2
"321",0,1,1,2
"322",1,0,1,2
"323",0,0,1,2
"324",0,1,1,2
"325",0,1,1,2
"326",1,0,1,2
"327",1,1,2,1
"328",1,0,1,2
"329",0,1,1,2
"330",0,0,1,2
"331",1,0,1,2
"332",0,1,1,2
"333",1,0,1,2
"334",0,1,1,2
"335",1,1,2,1
"336",0,0,1,2
"337",1,0,1,2
"338",0,1,1,2
"339",1,0,1,2
"340",1,0,1,2
"341",0,0,1,2
"342",1,0,1,2
"343",0,0,1,2
"344",0,1,1,2
"345",1,1,2,1
"346",1,0,1,2
"347",1,1,2,1
"348",1,1,2,1
"349",0,0,1,2
"350",1,1,2,1
"351",1,0,1,2
"352",0,1,1,2
"353",1,1,2,1
"354",0,1,2,1
"355",1,0,1,2
"356",1,1,2,1
"357",1,1,2,1
"358",1,0,1,2
"359",0,1,1,2
"360",0,1,1,2
"361",1,1,2,1
"362",0,0,1,2
"363",1,0,1,2
"364",0,1,1,2
"365",1,1,2,1
"366",1,0,1,2
"367",0,1,1,2
"368",1,1,2,1
"369",0,0,1,2
"370",0,0,1,2
"371",0,1,1,2
"372",0,0,1,2
"373",0,0,1,2
"374",0,1,1,2
"375",0,1,1,2
"376",1,0,1,2
"377",1,0,1,2
"378",1,0,1,2
"379",0,1,1,2
"380",0,0,1,2
"381",0,1,1,2
"382",0,1,1,2
"383",0,0,1,2
"384",0,0,1,2
"385",1,0,1,2
"386",1,0,1,2
"387",0,1,1,2
"388",0,1,1,2
"389",1,1,2,1
"390",0,0,1,2
"391",1,0,1,2
"392",1,1,2,1
"393",1,1,2,1
"394",0,1,1,2
"395",1,0,1,2
"396",0,1,1,2
"397",0,0,1,2
"398",0,1,1,2
"399",0,0,1,2
"400",0,0,1,2
"401",0,1,2,1
"402",1,1,2,1
"403",0,0,1,2
"404",1,0,1,2
"405",1,1,2,1
"406",0,0,1,2
"407",1,1,2,1
"408",0,1,1,2
"409",1,0,1,2
"410",1,1,2,1
"411",1,1,2,1
"412",1,0,2,1
"413",0,0,1,2
"414",1,1,2,1
"415",0,0,1,2
"416",0,1,1,2
"417",0,1,1,2
"418",0,0,1,2
"419",1,0,1,2
"420",0,1,1,2
"421",1,1,2,1
"422",1,1,2,1
"423",1,1,2,1
"424",0,1,1,2
"425",0,0,1,2
"426",0,1,1,2
"427",1,0,1,2
"428",0,0,1,2
"429",1,1,2,1
"430",1,1,2,1
"431",0,1,1,2
"432",1,1,2,1
"433",1,1,2,1
"434",0,1,1,2
"435",1,0,1,2
"436",0,1,1,2
"437",0,0,1,2
"438",0,1,1,2
"439",0,0,1,2
"440",1,0,1,2
"441",1,0,1,2
"442",0,0,1,2
"443",0,0,2,1
"444",1,1,2,1
"445",1,1,2,1
"446",1,1,2,1
"447",1,0,1,2
"448",1,0,1,2
"449",0,0,1,2
"450",0,1,1,2
"451",0,1,1,2
"452",0,1,1,2
"453",0,1,1,2
"454",0,1,1,2
"455",0,0,1,2
"456",1,0,1,2
"457",1,1,2,1
"458",0,1,1,2
"459",1,0,1,2
"460",1,0,2,1
"461",0,1,1,2
"462",0,1,1,2
"463",1,0,1,2
"464",0,0,1,2
"465",1,0,1,2
"466",1,0,1,2
"467",1,1,2,1
"468",1,1,2,1
"469",1,0,1,2
"470",0,0,2,1
"471",0,0,1,2
"472",1,1,2,1
"473",1,1,2,1
"474",1,0,1,2
"475",0,0,2,1
"476",0,1,2,1
"477",1,1,2,1
"478",0,1,1,2
"479",0,0,1,2
"480",0,0,1,2
"481",1,1,2,1
"482",0,0,1,2
"483",1,0,1,2
"484",0,0,1,2
"485",1,1,2,1
"486",1,0,1,2
"487",1,0,1,2
"488",0,1,1,2
"489",0,1,1,2
"490",0,0,1,2
"491",0,1,1,2
"492",0,1,1,2
"493",1,1,2,1
"494",1,0,1,2
"495",1,0,1,2
"496",1,1,2,1
"497",1,1,2,1
"498",1,1,2,1
"499",0,0,1,2
"500",0,0,1,2
