"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,0,1,0,1,1,1,2,3,4,7,8,6,5
"2",1,0,0,1,1,0,1,1,1,2,4,3,5,6,7,8
"3",1,1,0,1,0,0,1,0,8,7,6,5,4,3,2,1
"4",1,0,0,0,0,0,1,1,1,2,3,4,7,5,6,8
"5",1,0,0,0,0,1,0,1,1,2,6,3,4,7,5,8
"6",1,0,0,0,0,1,0,1,1,2,3,5,6,4,8,7
"7",0,1,1,0,0,1,0,1,1,2,4,3,6,5,7,8
"8",0,0,0,0,0,1,0,1,1,2,3,4,5,6,8,7
"9",1,0,1,0,0,0,0,0,1,3,2,6,8,5,4,7
"10",1,1,0,1,0,0,1,0,8,7,6,5,4,3,2,1
"11",0,0,1,1,0,0,0,1,1,3,2,8,4,5,6,7
"12",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"13",0,0,1,0,1,0,1,0,1,2,4,3,7,5,6,8
"14",1,1,0,1,1,1,1,0,8,7,6,5,4,3,2,1
"15",1,1,0,0,1,1,1,1,8,7,6,5,4,3,2,1
"16",0,0,1,1,1,1,0,0,1,2,3,5,4,6,7,8
"17",0,1,0,0,0,1,1,0,1,3,2,4,5,6,7,8
"18",0,1,0,1,0,1,1,0,1,3,2,4,6,5,8,7
"19",0,0,0,0,0,0,0,1,1,2,3,5,4,8,6,7
"20",1,0,0,0,0,1,1,0,1,2,3,5,4,6,8,7
"21",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"22",0,1,1,0,1,0,1,0,1,2,3,4,5,8,6,7
"23",0,1,1,1,1,1,1,0,1,2,4,3,6,7,5,8
"24",0,0,1,0,1,0,0,1,1,2,3,4,5,6,8,7
"25",1,0,1,1,1,1,1,0,1,3,2,4,5,6,7,8
"26",0,1,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"27",1,1,0,0,0,1,0,1,8,7,6,5,4,3,2,1
"28",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"29",1,0,0,1,0,0,1,0,1,2,3,4,5,6,8,7
"30",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"31",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"32",0,0,1,1,1,1,0,1,1,2,3,4,5,8,6,7
"33",1,1,0,0,0,1,1,1,8,7,6,5,4,3,2,1
"34",0,1,1,0,0,0,1,1,1,2,5,3,4,6,8,7
"35",0,1,1,0,0,0,0,0,1,2,3,4,5,6,7,8
"36",1,0,0,1,0,0,0,0,1,2,3,4,5,7,6,8
"37",1,0,1,1,0,1,1,1,1,2,5,3,4,7,6,8
"38",0,0,0,0,0,0,0,1,1,3,2,4,5,6,7,8
"39",0,1,0,1,1,0,1,1,1,2,3,5,4,6,7,8
"40",0,1,0,1,1,1,1,1,1,2,3,4,5,6,8,7
"41",1,1,0,1,0,1,0,1,8,7,6,5,4,3,2,1
"42",0,1,1,1,0,0,1,1,1,2,3,4,5,6,7,8
"43",0,0,1,1,0,0,1,0,1,2,4,3,7,6,5,8
"44",0,0,0,1,1,0,1,0,1,2,4,3,6,8,5,7
"45",1,1,0,1,1,0,1,1,8,7,6,5,4,3,2,1
"46",0,0,0,0,1,1,1,1,1,3,2,4,5,6,8,7
"47",0,0,0,0,1,0,0,1,1,2,4,3,5,8,6,7
"48",1,0,1,0,1,0,0,1,1,2,3,5,4,6,8,7
"49",0,1,1,0,1,0,1,1,1,2,3,4,5,6,7,8
"50",0,0,1,0,1,1,1,0,1,4,2,3,5,6,7,8
"51",0,1,0,0,0,1,0,0,1,2,3,6,4,5,7,8
"52",1,0,1,0,0,1,0,1,1,2,4,3,5,7,6,8
"53",1,1,0,0,0,1,0,0,8,7,6,5,4,3,2,1
"54",1,0,1,0,0,0,0,0,1,2,3,4,5,7,6,8
"55",0,1,0,0,1,1,1,1,1,2,3,4,5,6,7,8
"56",0,0,1,0,0,1,1,0,1,2,3,5,4,6,7,8
"57",0,0,0,0,1,0,0,1,1,2,4,3,7,6,5,8
"58",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"59",1,1,1,1,0,1,1,1,8,7,6,5,4,3,2,1
"60",0,1,1,1,1,0,0,0,1,3,2,4,7,5,6,8
"61",1,0,0,1,1,0,0,1,1,2,3,4,7,5,6,8
"62",0,1,1,1,1,0,1,1,1,3,2,4,5,6,8,7
"63",0,0,1,0,0,0,0,0,1,2,3,4,6,5,8,7
"64",1,0,0,1,1,1,0,0,1,2,3,4,5,6,7,8
"65",1,0,0,0,1,0,0,0,1,2,3,4,5,6,7,8
"66",1,0,0,1,1,1,0,0,1,2,4,3,5,6,8,7
"67",0,1,0,1,1,0,0,0,1,2,3,4,5,6,8,7
"68",0,1,1,1,1,1,0,1,1,2,3,4,5,7,6,8
"69",1,1,0,0,0,1,0,0,8,7,6,5,4,3,2,1
"70",0,0,1,1,0,1,1,0,1,3,2,5,4,6,7,8
"71",1,1,1,0,0,0,1,0,8,7,6,5,4,3,2,1
"72",1,0,0,0,1,0,1,1,1,2,3,4,5,6,7,8
"73",1,0,1,1,1,1,0,1,1,2,3,4,5,7,6,8
"74",1,0,0,0,0,0,0,0,1,2,3,4,5,6,8,7
"75",1,1,1,1,1,1,0,0,8,7,6,5,4,3,2,1
"76",1,1,1,1,0,1,1,1,8,7,6,5,4,3,2,1
"77",0,0,0,1,1,1,0,1,1,2,3,4,5,6,7,8
"78",0,0,1,0,0,0,0,1,1,2,3,4,5,6,8,7
"79",1,1,1,0,0,1,0,0,8,7,6,5,4,3,2,1
"80",0,1,1,0,0,0,0,0,1,2,4,3,5,8,6,7
"81",0,1,0,1,0,0,0,1,1,3,2,4,6,5,7,8
"82",0,0,0,0,0,0,1,0,1,3,2,4,6,5,7,8
