"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,0,1,0,0,0,0,1,2,3,4,6,5,7,8
"2",1,1,1,1,1,0,0,0,8,7,6,5,4,3,2,1
"3",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"4",0,1,0,1,1,0,1,1,1,2,3,4,5,8,6,7
"5",0,1,0,1,0,0,0,1,1,3,2,6,5,7,4,8
"6",0,0,1,0,1,0,0,0,1,2,3,4,5,8,6,7
"7",0,1,0,0,1,1,1,1,1,2,3,4,5,6,7,8
"8",0,1,0,0,0,0,1,0,1,3,2,4,5,7,8,6
"9",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"10",0,0,1,0,1,1,0,0,1,3,2,7,4,5,6,8
"11",0,0,0,0,0,1,1,1,1,2,4,3,6,7,5,8
"12",1,0,0,1,1,0,0,1,1,3,2,4,5,6,8,7
"13",1,1,1,0,0,0,1,1,8,7,6,5,4,3,2,1
"14",0,0,1,0,1,0,0,0,1,3,2,4,5,7,8,6
"15",0,1,0,1,0,0,0,1,1,2,3,5,4,6,7,8
"16",1,0,1,0,0,1,0,0,1,2,4,3,5,6,7,8
"17",0,1,1,1,1,0,1,0,2,1,3,4,5,6,7,8
"18",0,0,1,0,1,1,1,0,1,2,3,7,4,6,5,8
"19",1,0,0,0,1,0,0,0,1,2,3,4,6,5,7,8
"20",0,1,1,1,1,1,0,1,1,2,3,4,7,5,6,8
"21",1,0,0,1,0,0,1,0,2,1,3,4,5,6,7,8
"22",1,1,0,0,1,0,1,1,8,7,6,5,4,3,2,1
"23",0,0,1,1,0,0,1,1,1,2,3,4,5,6,7,8
"24",0,1,1,0,1,1,1,0,2,1,4,6,3,5,8,7
"25",0,0,0,1,0,1,1,1,1,2,3,5,4,8,7,6
"26",0,0,1,1,1,0,0,0,1,2,3,4,5,6,7,8
"27",1,1,1,0,0,0,1,1,8,7,6,5,4,3,2,1
"28",0,0,0,0,1,1,0,1,1,2,4,3,5,6,7,8
"29",1,0,0,1,1,0,0,1,1,2,3,4,5,6,8,7
"30",1,0,0,1,1,0,1,0,1,2,4,3,5,6,8,7
"31",0,1,0,1,1,1,0,0,1,2,3,4,5,8,6,7
"32",0,1,1,0,1,1,0,1,1,3,2,4,6,7,5,8
"33",0,0,1,1,1,1,1,1,1,2,3,5,4,6,7,8
"34",1,0,1,1,0,1,1,0,1,2,3,4,6,5,7,8
"35",0,1,1,0,0,0,0,0,1,2,3,4,5,6,8,7
"36",1,1,1,0,0,0,0,0,8,7,6,5,4,3,2,1
"37",1,1,0,0,1,1,0,0,8,7,6,5,4,3,2,1
"38",1,0,0,0,1,0,1,0,1,2,3,4,6,5,7,8
"39",0,1,0,0,0,0,0,1,1,3,2,5,4,7,8,6
"40",0,0,1,0,0,1,0,1,1,3,2,4,8,5,6,7
"41",1,0,0,0,0,0,1,1,1,2,6,4,3,5,7,8
"42",1,1,1,0,0,0,0,1,8,7,6,5,4,3,2,1
"43",1,1,0,1,0,0,1,1,8,7,6,5,4,3,2,1
"44",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"45",0,1,1,1,0,1,0,1,1,2,3,5,7,4,6,8
"46",0,1,1,0,1,0,1,0,1,2,3,5,4,8,6,7
"47",1,1,1,0,0,1,0,1,8,7,6,5,4,3,2,1
"48",1,1,1,0,1,0,1,0,8,7,6,5,4,3,2,1
"49",0,0,1,0,1,1,0,1,1,2,3,5,4,7,6,8
"50",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"51",1,1,1,0,0,0,1,0,8,7,6,5,4,3,2,1
"52",0,1,0,0,0,0,1,0,1,2,3,5,4,6,8,7
"53",0,1,0,0,0,1,1,1,1,2,3,5,4,7,6,8
"54",0,0,1,1,1,1,1,0,1,2,3,5,4,6,8,7
"55",0,1,0,1,1,1,0,1,1,2,4,3,6,5,8,7
"56",0,1,0,0,1,1,0,1,1,2,3,5,4,6,7,8
"57",1,1,1,0,0,0,1,1,8,7,6,5,4,3,2,1
"58",0,1,1,0,1,0,1,1,1,2,3,6,4,5,7,8
"59",0,0,1,1,0,1,0,1,1,2,3,4,5,7,6,8
"60",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"61",1,0,1,0,0,1,0,0,1,2,6,3,4,5,7,8
"62",0,0,0,1,1,0,0,0,1,3,4,2,6,5,7,8
"63",1,1,0,1,1,1,1,1,8,7,6,5,4,3,2,1
"64",1,0,1,1,0,0,1,1,1,2,3,4,7,6,5,8
"65",1,1,0,0,1,1,1,1,8,7,6,5,4,3,2,1
"66",0,0,1,0,0,0,1,1,1,3,2,4,8,7,5,6
"67",1,0,0,1,1,1,1,0,1,2,3,4,6,5,7,8
"68",0,1,0,0,1,0,1,0,1,2,3,5,4,6,7,8
"69",0,1,0,0,1,1,0,1,1,2,3,4,5,7,6,8
"70",0,1,1,1,0,1,1,0,1,2,4,3,6,7,5,8
"71",0,1,1,1,1,0,0,0,1,2,3,4,6,7,5,8
"72",0,1,0,1,1,0,1,1,1,4,3,2,5,6,7,8
"73",1,0,1,0,0,1,0,0,1,2,3,4,5,6,7,8
"74",1,0,0,1,0,0,0,1,1,2,4,3,5,6,7,8
"75",1,0,0,0,1,1,1,0,1,3,2,4,8,5,6,7
"76",1,1,1,1,1,0,1,1,8,7,6,5,4,3,2,1
"77",1,1,0,1,1,1,0,1,8,7,6,5,4,3,2,1
"78",1,1,0,1,0,0,0,1,8,7,6,5,4,3,2,1
"79",0,1,1,0,0,0,0,1,1,2,3,4,5,8,6,7
"80",1,0,1,0,1,0,1,1,1,2,3,4,5,7,6,8
"81",0,1,1,1,1,1,1,0,1,2,4,3,5,8,6,7
"82",1,0,0,1,1,1,1,1,2,1,3,4,6,7,5,8
"83",0,1,0,1,0,1,0,1,1,2,5,4,3,6,8,7
"84",0,1,0,0,0,0,0,1,1,2,4,3,5,7,6,8
"85",0,0,0,0,0,0,1,1,1,2,4,3,5,8,7,6
"86",1,0,0,0,0,1,1,1,2,1,3,4,6,5,7,8
"87",0,1,1,0,1,1,1,1,1,2,3,4,5,6,7,8
"88",1,1,0,1,0,1,1,0,8,7,6,5,4,3,2,1
"89",1,0,1,0,1,1,0,0,1,2,3,4,5,6,8,7
"90",0,1,0,0,0,0,1,0,1,2,3,4,5,7,6,8
"91",1,0,0,0,1,0,0,0,2,1,3,7,4,6,5,8
"92",0,1,1,1,0,1,1,1,1,3,2,4,5,6,7,8
"93",1,0,0,0,0,0,1,1,2,1,3,4,5,6,7,8
"94",0,1,1,1,1,1,0,1,1,2,3,4,5,6,8,7
"95",1,0,1,1,0,1,0,0,1,2,4,3,6,8,5,7
"96",0,1,0,1,1,1,1,0,1,2,3,4,5,7,8,6
"97",1,1,0,1,0,1,1,0,8,7,6,5,4,3,2,1
"98",0,0,0,1,0,0,0,0,1,2,3,4,5,6,7,8
"99",0,0,1,0,0,1,1,0,1,2,3,4,5,6,8,7
"100",1,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"101",0,1,0,1,0,0,1,0,2,1,3,4,6,7,5,8
"102",1,1,0,0,0,0,1,0,8,7,6,5,4,3,2,1
"103",1,1,1,0,1,0,1,1,8,7,6,5,4,3,2,1
"104",1,0,0,0,0,0,0,1,1,2,3,5,4,7,6,8
"105",0,1,1,1,1,0,1,0,1,2,4,3,6,5,7,8
"106",0,0,0,0,1,1,1,0,1,2,3,4,5,6,8,7
"107",0,0,0,0,1,1,0,1,1,2,5,4,3,6,8,7
"108",1,0,1,1,1,0,1,0,1,2,3,4,5,6,7,8
"109",0,0,1,1,1,1,0,0,1,2,4,3,7,6,5,8
"110",1,0,0,1,0,0,1,1,1,2,3,5,4,8,6,7
"111",1,0,0,1,1,0,0,0,1,2,3,5,4,6,7,8
"112",1,1,0,0,1,0,0,1,8,7,6,5,4,3,2,1
"113",0,1,0,1,0,1,0,1,1,2,6,4,5,3,7,8
"114",0,0,0,1,0,1,1,1,1,2,3,4,5,6,7,8
"115",1,0,0,1,1,0,1,0,1,2,3,4,6,5,8,7
"116",1,0,0,1,1,0,0,0,1,2,3,4,5,6,8,7
"117",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"118",1,0,1,1,0,1,1,1,1,3,2,4,7,6,5,8
"119",1,1,1,1,0,1,0,1,8,7,6,5,4,3,2,1
"120",1,1,1,1,1,1,1,0,8,7,6,5,4,3,2,1
"121",0,1,0,0,1,1,0,1,1,2,3,5,4,6,8,7
"122",1,1,0,0,0,1,0,1,8,7,6,5,4,3,2,1
"123",0,1,0,1,0,1,1,1,1,2,3,5,4,6,8,7
"124",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"125",1,1,0,0,1,1,0,1,8,7,6,5,4,3,2,1
"126",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"127",0,1,1,0,1,0,1,0,1,2,3,4,5,8,6,7
"128",1,0,1,1,0,0,0,1,2,1,3,4,5,6,7,8
"129",1,1,1,0,1,1,1,0,8,7,6,5,4,3,2,1
"130",1,0,0,0,1,1,1,0,1,2,3,4,5,6,7,8
"131",0,0,1,1,1,1,1,1,1,2,3,4,8,5,6,7
"132",1,1,0,1,1,0,0,0,8,7,6,5,4,3,2,1
"133",0,0,1,0,0,1,1,0,1,2,3,4,5,6,8,7
"134",1,1,0,0,0,0,0,1,8,7,6,5,4,3,2,1
"135",0,1,1,0,0,0,1,1,1,2,3,4,7,5,6,8
"136",1,1,0,0,0,0,1,1,8,7,6,5,4,3,2,1
"137",0,1,1,0,1,1,0,1,1,3,2,4,5,7,6,8
"138",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"139",1,1,0,0,1,0,1,1,8,7,6,5,4,3,2,1
"140",0,0,0,0,1,1,1,0,1,2,3,5,8,4,7,6
"141",1,0,1,0,1,1,1,0,1,2,4,3,5,8,6,7
"142",1,1,0,0,1,1,1,1,8,7,6,5,4,3,2,1
"143",0,1,1,0,1,0,1,1,1,2,3,4,7,8,6,5
"144",0,0,0,1,0,1,0,0,1,3,2,5,4,8,6,7
"145",1,0,1,0,1,1,0,1,1,2,3,4,6,7,5,8
"146",0,0,0,1,0,0,1,1,1,2,3,4,5,6,7,8
"147",1,0,0,1,0,0,1,0,2,1,3,4,6,5,8,7
"148",0,1,1,0,1,0,1,1,1,2,3,5,4,7,6,8
"149",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"150",1,0,1,1,0,0,0,0,1,2,4,3,8,5,6,7
"151",1,0,1,0,0,0,0,0,1,2,3,4,6,5,7,8
"152",0,0,1,0,0,1,0,1,1,2,3,5,4,6,7,8
"153",0,1,1,0,0,0,0,1,1,2,4,3,6,5,7,8
"154",0,0,0,0,0,1,1,0,1,2,3,4,5,6,7,8
"155",1,1,1,1,0,0,1,1,8,7,6,5,4,3,2,1
"156",1,1,1,1,0,0,0,1,8,7,6,5,4,3,2,1
"157",1,0,0,1,1,1,0,0,1,2,4,6,3,5,7,8
"158",1,0,1,0,0,0,1,1,1,2,3,4,5,8,7,6
"159",0,0,1,0,0,0,0,1,1,2,3,4,5,6,8,7
"160",0,0,1,1,0,1,1,0,1,2,3,4,5,7,6,8
"161",0,0,1,1,1,0,0,1,1,2,3,4,8,6,5,7
"162",0,1,1,0,0,1,0,1,2,1,3,4,6,5,7,8
"163",0,1,0,1,0,1,1,1,1,2,3,4,5,7,6,8
"164",1,1,0,0,1,1,0,0,8,7,6,5,4,3,2,1
"165",1,1,0,0,1,1,1,1,8,7,6,5,4,3,2,1
"166",0,0,0,1,1,0,0,1,1,2,3,4,7,6,8,5
"167",0,0,0,0,1,1,1,1,1,2,3,4,5,6,8,7
"168",1,1,0,0,0,1,1,0,8,7,6,5,4,3,2,1
"169",0,1,0,1,1,0,0,0,1,3,2,4,5,7,6,8
"170",0,1,0,1,1,0,1,1,1,2,4,3,6,5,7,8
"171",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"172",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"173",1,0,0,0,1,0,0,1,1,2,6,3,4,5,7,8
"174",0,0,1,0,1,0,0,0,1,2,3,5,4,6,8,7
"175",1,1,0,0,1,1,0,0,8,7,6,5,4,3,2,1
"176",0,0,1,1,1,1,1,1,1,2,3,4,5,6,7,8
"177",1,1,0,0,1,1,0,1,8,7,6,5,4,3,2,1
"178",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"179",0,0,0,0,0,0,0,1,1,2,3,4,5,6,8,7
"180",1,1,0,1,0,0,1,1,8,7,6,5,4,3,2,1
"181",1,1,1,0,0,0,0,1,8,7,6,5,4,3,2,1
"182",1,1,1,0,1,0,1,0,8,7,6,5,4,3,2,1
"183",0,1,1,0,0,0,1,1,1,2,3,5,6,4,7,8
"184",1,0,1,1,0,1,1,0,1,2,4,3,5,8,7,6
