"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,0,0,1,1,0,1,2,3,5,6,4,8,7
"2",1,0,1,1,0,0,0,0,1,2,3,4,5,6,7,8
"3",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"4",0,1,1,0,0,1,1,0,1,2,3,4,5,6,8,7
"5",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
"6",1,0,1,0,0,0,1,1,1,2,3,4,5,6,7,8
"7",0,1,1,0,0,1,1,0,1,3,2,4,5,8,6,7
"8",1,0,0,1,1,0,0,0,1,2,3,4,5,6,7,8
"9",0,1,1,1,1,0,0,1,1,2,4,3,6,5,7,8
"10",1,1,0,0,0,0,0,0,8,7,6,5,4,3,2,1
"11",0,1,1,0,1,0,1,0,1,2,3,5,6,4,7,8
"12",1,0,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"13",1,0,1,0,0,1,1,1,1,3,2,4,5,7,8,6
"14",0,0,1,1,1,1,1,0,1,2,3,4,5,8,7,6
"15",1,0,0,0,0,1,1,0,1,2,3,4,5,6,8,7
"16",0,1,1,0,1,0,0,0,1,2,3,5,4,6,7,8
"17",1,1,1,0,1,0,1,1,8,7,6,5,4,3,2,1
"18",1,0,0,1,0,0,0,0,1,3,2,4,6,5,8,7
"19",0,0,1,1,1,1,0,1,1,2,3,4,5,6,8,7
"20",1,0,0,1,0,0,1,1,1,2,4,3,7,5,6,8
"21",0,1,1,0,1,0,0,1,1,2,3,4,5,7,6,8
"22",0,0,0,0,0,0,1,0,1,2,3,4,5,6,7,8
"23",1,0,1,1,0,0,0,1,1,2,4,3,7,5,6,8
"24",0,1,0,0,0,1,1,0,1,2,3,4,5,7,6,8
"25",1,0,0,1,0,0,1,0,1,2,3,4,7,6,5,8
"26",0,0,0,0,1,0,1,0,1,3,2,4,5,7,6,8
"27",1,1,1,0,0,0,1,1,8,7,6,5,4,3,2,1
"28",0,1,1,1,1,0,1,0,1,2,3,5,4,7,6,8
"29",0,1,1,1,0,0,0,0,1,2,3,4,6,5,8,7
"30",0,0,0,1,1,1,1,1,1,3,2,4,5,7,8,6
"31",1,0,0,1,0,0,1,1,1,2,3,4,5,6,7,8
"32",1,1,0,1,0,0,1,0,8,7,6,5,4,3,2,1
"33",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"34",0,1,1,0,0,0,1,0,1,2,3,6,4,5,7,8
"35",0,1,0,0,1,1,0,0,1,2,3,4,7,6,5,8
"36",0,1,1,1,0,0,0,0,1,3,2,6,5,4,7,8
"37",0,0,0,0,0,0,1,1,2,1,3,4,8,5,7,6
"38",1,1,0,1,1,1,0,0,8,7,6,5,4,3,2,1
"39",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
"40",0,1,1,1,0,1,1,0,1,2,3,4,7,6,5,8
"41",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
"42",0,1,0,0,0,0,1,0,1,2,3,4,5,7,6,8
"43",1,1,0,1,1,0,0,0,8,7,6,5,4,3,2,1
"44",0,1,1,0,1,0,0,1,1,2,3,4,5,8,6,7
"45",0,0,1,0,1,0,1,0,1,3,2,4,5,6,8,7
"46",1,1,1,0,1,1,1,0,8,7,6,5,4,3,2,1
"47",1,1,0,0,0,1,0,0,8,7,6,5,4,3,2,1
"48",1,1,0,1,1,1,1,0,8,7,6,5,4,3,2,1
"49",0,1,1,0,1,1,0,0,1,2,3,4,7,8,6,5
"50",1,1,0,1,0,1,0,0,8,7,6,5,4,3,2,1
"51",0,0,1,0,0,0,0,1,1,3,2,4,5,6,7,8
"52",0,1,1,0,1,1,0,1,1,3,2,5,4,6,7,8
"53",1,0,1,1,1,1,0,1,1,2,4,3,5,8,6,7
"54",0,0,1,0,1,1,0,0,1,2,3,6,5,4,8,7
"55",0,0,0,1,1,1,1,0,1,3,2,4,5,8,6,7
"56",1,1,0,1,1,1,0,0,8,7,6,5,4,3,2,1
"57",1,0,0,0,1,1,0,0,1,2,3,5,4,6,7,8
"58",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"59",0,0,0,1,1,1,1,0,1,2,3,4,6,5,7,8
"60",1,0,1,0,0,0,1,1,1,2,3,4,5,6,7,8
"61",1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1
"62",1,0,0,0,0,0,1,1,1,2,3,4,5,6,8,7
"63",0,1,1,1,1,1,0,1,1,2,3,4,6,5,7,8
"64",0,1,1,0,0,1,1,0,1,2,3,5,4,6,7,8
"65",0,0,0,0,1,0,1,1,1,2,3,6,4,7,8,5
"66",1,1,1,1,1,1,0,0,8,7,6,5,4,3,2,1
"67",1,0,0,1,0,1,0,0,1,2,3,6,4,5,8,7
"68",1,1,0,1,0,1,1,0,8,7,6,5,4,3,2,1
"69",0,1,1,1,0,1,1,0,1,2,3,4,5,7,6,8
"70",1,1,1,1,0,0,0,1,8,7,6,5,4,3,2,1
"71",1,1,1,0,0,0,0,0,8,7,6,5,4,3,2,1
"72",1,1,0,0,1,1,0,1,8,7,6,5,4,3,2,1
"73",0,1,0,1,1,0,1,0,2,1,4,3,5,8,6,7
"74",1,0,1,1,1,0,0,1,2,1,3,4,7,5,6,8
"75",1,0,1,0,0,0,0,0,1,2,4,3,6,5,8,7
"76",0,1,0,0,1,0,0,0,1,2,3,4,5,7,8,6
"77",0,0,1,1,1,0,1,1,1,2,3,4,5,7,6,8
"78",0,1,0,1,1,1,1,0,1,2,3,4,7,5,6,8
"79",0,0,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"80",1,1,0,0,1,0,0,0,8,7,6,5,4,3,2,1
"81",0,1,0,1,1,0,1,1,1,2,3,4,6,5,7,8
"82",1,0,1,1,0,1,1,1,1,2,3,4,6,5,8,7
"83",0,0,1,0,1,0,0,1,1,2,3,4,5,6,7,8
"84",1,1,0,0,1,0,1,0,8,7,6,5,4,3,2,1
"85",0,0,0,1,0,0,0,0,1,2,3,4,5,7,6,8
"86",1,1,0,1,0,1,1,0,8,7,6,5,4,3,2,1
"87",0,1,1,1,0,0,1,0,1,3,2,4,5,6,8,7
"88",0,0,1,0,0,0,0,1,2,1,3,4,5,6,8,7
"89",0,0,0,0,0,0,1,1,1,2,3,4,6,7,5,8
"90",0,0,0,0,1,0,0,1,1,2,4,3,5,6,7,8
"91",0,0,0,0,1,0,1,0,1,2,3,4,6,8,5,7
"92",1,1,0,1,1,1,1,1,8,7,6,5,4,3,2,1
"93",0,0,1,1,0,0,0,0,1,2,3,4,5,8,7,6
"94",0,0,0,1,0,0,0,1,1,2,4,3,5,6,7,8
"95",0,0,0,0,0,0,0,0,1,2,3,4,7,8,6,5
"96",0,1,0,0,0,1,1,1,1,2,3,6,4,5,7,8
"97",0,0,0,0,1,0,0,0,1,2,3,4,7,5,6,8
"98",0,1,0,0,0,1,0,1,1,2,3,6,4,5,7,8
"99",1,0,1,0,1,0,1,1,2,1,3,4,5,6,8,7
"100",1,1,1,0,0,0,0,0,8,7,6,5,4,3,2,1
"101",1,0,1,0,0,0,0,0,1,2,3,4,5,8,7,6
"102",1,0,1,0,0,0,1,1,1,2,4,3,5,7,6,8
"103",0,1,1,0,1,0,1,1,1,2,3,4,6,5,8,7
"104",0,1,1,0,1,1,1,1,1,2,3,4,6,5,7,8
"105",1,1,0,1,1,1,0,1,8,7,6,5,4,3,2,1
"106",1,0,1,1,0,1,1,0,1,2,3,5,4,6,7,8
"107",1,0,0,0,0,1,1,1,1,2,4,3,6,7,5,8
"108",1,0,1,0,1,0,1,1,1,2,3,4,5,6,7,8
"109",0,0,0,0,1,1,1,0,1,3,2,5,4,6,7,8
"110",1,1,1,0,1,1,1,1,8,7,6,5,4,3,2,1
"111",0,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8
"112",0,1,1,0,0,1,0,1,1,2,4,3,7,8,5,6
"113",0,1,1,0,1,1,1,1,1,3,2,4,5,6,7,8
"114",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"115",0,0,1,1,0,0,0,1,1,2,3,4,7,8,5,6
"116",1,1,1,0,1,0,1,1,8,7,6,5,4,3,2,1
"117",1,1,0,1,1,0,0,1,8,7,6,5,4,3,2,1
