"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,0,1,0,1,0,1,2,3,4,5,6,7,8
"2",0,0,1,0,1,0,1,1,1,2,4,3,5,6,8,7
"3",0,1,1,0,0,1,0,1,2,1,3,4,7,5,6,8
"4",0,1,1,1,0,0,0,0,1,2,4,3,5,8,6,7
"5",1,0,0,1,1,1,1,0,1,3,2,4,5,6,7,8
"6",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"7",0,1,0,1,1,1,1,0,2,1,3,5,4,7,6,8
"8",1,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8
"9",1,1,0,0,1,1,0,0,8,7,6,5,4,3,2,1
"10",0,1,1,0,1,0,1,1,2,3,1,4,5,6,7,8
"11",1,0,1,0,0,1,0,0,1,2,4,3,5,6,8,7
"12",1,0,0,1,0,1,0,0,1,2,3,4,5,6,7,8
"13",0,1,1,0,0,0,1,1,1,2,3,4,7,8,5,6
"14",1,0,1,1,1,1,0,0,1,2,4,3,5,6,8,7
"15",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"16",0,0,1,0,0,1,0,0,1,2,3,4,5,6,8,7
"17",1,0,1,0,1,1,1,0,1,2,3,5,4,6,7,8
"18",0,1,0,0,0,1,1,0,1,2,4,3,5,6,7,8
"19",1,0,1,1,1,0,0,1,1,3,2,4,5,6,7,8
"20",0,0,1,1,1,1,0,1,1,2,3,4,8,5,6,7
"21",1,0,0,1,0,1,1,1,1,2,3,4,6,5,7,8
"22",1,1,1,1,0,1,1,1,8,7,6,5,4,3,2,1
"23",1,0,1,0,1,1,1,0,1,2,3,5,6,4,8,7
"24",0,1,0,1,0,1,0,0,1,2,3,4,5,6,7,8
"25",1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1
"26",0,0,0,0,0,1,1,0,1,2,3,4,5,6,8,7
"27",0,0,0,0,1,1,1,0,1,2,3,4,7,5,6,8
"28",1,1,0,0,1,0,1,0,8,7,6,5,4,3,2,1
"29",0,0,1,0,1,0,0,0,1,2,4,7,5,3,6,8
"30",1,1,0,0,0,1,1,1,8,7,6,5,4,3,2,1
"31",1,1,1,0,0,1,0,1,8,7,6,5,4,3,2,1
"32",1,0,0,0,1,1,0,0,1,2,3,5,4,6,7,8
"33",0,0,0,0,0,1,1,0,1,2,3,4,5,8,7,6
"34",0,0,0,0,1,0,1,0,1,2,4,3,5,6,8,7
"35",0,1,0,0,0,0,1,1,1,2,3,5,4,6,7,8
"36",1,1,0,0,0,0,0,1,8,7,6,5,4,3,2,1
"37",0,1,0,1,1,1,0,0,1,2,3,4,7,5,6,8
"38",1,0,0,0,0,1,1,1,1,2,3,5,6,4,8,7
"39",1,1,0,0,0,1,1,0,8,7,6,5,4,3,2,1
"40",1,1,1,1,0,1,1,1,8,7,6,5,4,3,2,1
"41",1,1,1,0,1,0,0,0,8,7,6,5,4,3,2,1
"42",1,0,1,1,1,1,0,1,1,2,4,3,7,5,6,8
"43",0,1,1,0,0,1,1,1,1,2,3,5,7,4,8,6
"44",0,0,1,1,1,1,0,1,3,2,1,4,6,5,7,8
"45",0,0,1,1,0,1,1,1,1,2,3,4,8,7,6,5
"46",1,1,1,1,0,1,0,0,8,7,6,5,4,3,2,1
"47",0,1,0,0,1,0,0,0,2,1,3,4,7,6,5,8
"48",0,1,0,0,1,0,1,0,1,2,3,4,5,6,7,8
"49",1,0,0,1,0,0,1,0,1,2,4,3,5,7,6,8
"50",0,0,0,1,1,0,1,1,1,2,3,4,5,6,8,7
"51",0,0,0,0,1,1,1,1,1,3,2,4,5,6,8,7
"52",0,1,1,0,1,0,0,0,1,2,4,3,6,5,7,8
"53",1,0,1,0,0,0,1,0,1,2,3,4,5,8,7,6
"54",0,1,0,0,1,0,0,1,1,2,3,4,7,6,5,8
"55",0,1,0,0,1,0,0,1,1,2,3,4,5,6,7,8
"56",1,0,1,0,1,0,1,0,1,2,7,3,4,6,5,8
"57",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"58",0,1,0,0,0,1,1,0,1,2,3,5,4,6,7,8
"59",1,1,1,0,0,0,0,1,8,7,6,5,4,3,2,1
"60",0,1,0,0,1,0,0,0,1,2,5,3,4,6,7,8
"61",0,1,0,0,0,1,1,1,1,2,3,7,4,5,8,6
"62",0,0,0,0,0,0,1,0,1,2,4,3,5,8,7,6
"63",0,1,1,0,1,0,1,0,1,3,2,4,5,6,8,7
"64",0,0,1,1,1,1,0,0,1,2,3,5,4,7,6,8
"65",0,0,1,0,1,1,0,0,1,2,4,3,6,5,7,8
"66",1,1,1,1,1,0,0,1,8,7,6,5,4,3,2,1
"67",0,0,1,1,0,1,1,1,1,2,3,4,5,7,6,8
"68",1,0,1,1,0,0,1,0,1,2,3,4,5,6,8,7
"69",0,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8
"70",1,1,1,1,0,0,1,1,8,7,6,5,4,3,2,1
"71",1,1,0,0,0,0,1,0,8,7,6,5,4,3,2,1
"72",0,0,0,1,1,1,1,1,1,2,4,3,5,6,7,8
"73",0,1,0,1,0,1,0,0,1,2,3,5,4,6,7,8
"74",0,1,1,0,1,0,1,1,2,1,6,4,3,8,7,5
"75",0,0,0,1,0,1,1,1,1,2,3,5,6,4,7,8
"76",0,1,0,1,1,0,1,0,2,1,5,3,4,6,7,8
"77",0,1,1,0,1,1,0,0,1,2,3,6,5,4,7,8
"78",0,1,0,0,0,1,0,1,1,3,2,4,7,5,8,6
"79",0,0,0,0,1,1,0,0,1,2,4,3,5,7,8,6
"80",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"81",1,0,0,0,0,1,1,1,1,2,5,4,3,7,6,8
"82",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
"83",0,1,0,1,1,0,0,0,1,2,3,4,5,8,6,7
"84",1,1,0,0,0,1,1,1,8,7,6,5,4,3,2,1
"85",0,0,1,1,1,1,1,1,1,2,3,4,6,5,8,7
"86",1,1,0,0,0,0,0,0,8,7,6,5,4,3,2,1
"87",1,1,1,0,0,0,1,0,8,7,6,5,4,3,2,1
"88",0,0,1,0,0,0,0,0,1,2,4,3,5,6,7,8
"89",0,1,0,1,0,0,0,0,1,2,3,4,7,6,5,8
"90",1,0,0,1,0,0,0,1,1,2,3,4,6,5,7,8
"91",0,0,0,0,0,1,0,0,1,3,2,4,5,6,7,8
"92",1,0,0,1,0,0,1,0,1,2,3,4,5,6,7,8
"93",0,0,1,0,1,0,1,0,1,2,3,4,8,5,6,7
"94",1,0,0,1,0,1,0,0,1,3,2,4,6,8,5,7
"95",0,0,0,0,0,0,0,0,1,2,3,4,7,6,5,8
"96",1,1,0,0,1,0,1,0,8,7,6,5,4,3,2,1
"97",1,0,1,0,1,1,0,1,1,2,3,4,5,7,6,8
"98",0,1,0,1,1,1,0,1,1,3,2,4,5,7,6,8
"99",0,0,1,1,1,0,0,0,1,2,3,4,6,5,7,8
"100",1,0,0,1,1,0,1,0,1,2,3,4,5,6,7,8
"101",0,1,1,0,1,1,0,0,1,2,4,5,6,3,7,8
"102",0,0,0,1,0,1,0,0,1,3,2,6,4,5,7,8
"103",0,1,0,0,0,1,1,0,1,3,2,4,5,8,6,7
"104",1,1,0,1,1,0,0,0,8,7,6,5,4,3,2,1
"105",0,1,0,1,0,1,0,0,1,2,4,3,5,6,8,7
"106",0,1,1,0,1,0,1,1,1,3,2,4,5,6,7,8
"107",0,1,0,1,0,1,1,0,1,2,3,5,4,6,8,7
"108",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"109",1,1,1,1,1,0,1,1,8,7,6,5,4,3,2,1
"110",0,1,0,0,1,0,0,0,1,2,3,4,5,6,8,7
"111",0,0,1,1,0,1,1,1,1,2,3,4,6,5,8,7
"112",1,1,1,1,0,1,1,0,8,7,6,5,4,3,2,1
"113",1,1,1,0,0,0,0,1,8,7,6,5,4,3,2,1
"114",0,1,0,1,0,0,0,1,1,2,4,3,5,6,7,8
"115",0,1,1,0,0,1,1,1,1,3,2,6,4,5,7,8
"116",0,0,0,1,0,1,0,1,1,2,3,4,5,7,6,8
"117",1,0,0,0,0,0,1,1,1,2,3,4,6,5,7,8
"118",1,1,1,0,1,1,1,1,8,7,6,5,4,3,2,1
"119",0,1,1,0,0,0,0,1,1,3,2,4,5,7,8,6
"120",0,1,1,1,0,1,0,0,1,2,3,5,4,6,7,8
"121",1,1,0,0,0,0,0,1,8,7,6,5,4,3,2,1
"122",1,1,1,0,1,0,0,1,8,7,6,5,4,3,2,1
"123",0,0,1,0,1,1,1,0,1,3,2,4,5,8,7,6
"124",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"125",0,1,0,0,0,0,1,0,1,2,5,4,6,3,7,8
"126",1,1,1,0,0,0,0,0,8,7,6,5,4,3,2,1
"127",1,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8
"128",0,0,1,0,1,0,1,0,1,2,4,6,3,5,7,8
"129",1,0,0,0,0,1,0,1,2,1,3,5,4,6,7,8
"130",1,0,0,0,1,0,1,0,1,2,3,4,5,6,7,8
"131",0,1,1,0,1,1,0,1,1,3,5,2,6,4,7,8
"132",0,1,0,0,1,1,0,0,1,2,3,4,5,8,6,7
"133",0,0,1,0,1,0,0,0,1,2,3,4,6,5,8,7
"134",1,1,1,1,0,0,0,1,8,7,6,5,4,3,2,1
"135",1,0,1,1,1,0,0,0,1,2,4,3,5,7,6,8
"136",1,0,0,1,0,1,1,0,1,2,3,4,6,5,7,8
"137",0,0,1,0,0,0,1,0,1,2,3,5,4,6,7,8
"138",0,1,0,0,0,1,1,1,1,3,2,4,6,5,7,8
"139",0,0,1,0,1,1,0,1,2,1,3,4,5,7,8,6
"140",0,1,1,0,1,1,1,0,1,2,3,5,4,6,7,8
"141",0,1,1,1,1,0,0,1,1,2,4,3,5,7,6,8
"142",0,0,1,0,1,1,1,0,1,2,3,6,5,4,7,8
"143",1,1,1,0,0,0,1,1,8,7,6,5,4,3,2,1
"144",1,0,1,1,0,1,0,0,1,2,3,4,5,7,6,8
"145",0,1,1,1,0,1,0,0,1,2,3,4,7,5,6,8
"146",0,1,0,1,1,0,1,0,1,2,3,4,5,6,8,7
"147",1,0,0,1,1,1,1,1,1,2,3,4,5,7,6,8
"148",1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8
"149",1,0,1,1,0,1,0,1,1,3,2,5,4,7,6,8
"150",1,0,1,0,1,0,1,0,1,2,4,3,8,6,5,7
"151",1,1,0,1,0,0,0,0,8,7,6,5,4,3,2,1
"152",1,0,1,1,1,0,1,0,1,3,2,4,5,6,8,7
"153",1,1,0,0,0,1,0,1,8,7,6,5,4,3,2,1
"154",0,0,0,0,0,1,1,1,1,2,3,4,6,5,7,8
"155",0,1,1,1,1,1,0,0,1,2,3,5,4,6,7,8
"156",0,0,0,0,0,1,0,1,1,2,5,3,4,6,7,8
"157",1,0,1,0,1,0,0,1,1,2,3,4,6,5,7,8
"158",1,1,0,0,0,1,0,1,8,7,6,5,4,3,2,1
"159",0,0,0,1,0,0,1,0,1,2,3,5,4,6,8,7
"160",0,0,1,0,0,1,1,1,1,2,3,8,5,6,4,7
"161",0,0,1,0,0,0,1,1,1,2,3,4,5,6,7,8
"162",1,1,1,1,1,1,0,0,8,7,6,5,4,3,2,1
"163",0,0,0,0,0,0,0,0,1,2,3,4,5,8,7,6
"164",0,0,0,0,0,1,1,1,1,2,3,5,4,6,7,8
"165",0,0,0,0,1,1,1,1,1,2,3,4,5,7,6,8
"166",0,0,1,0,0,0,0,1,1,2,4,3,5,6,7,8
"167",1,0,1,0,1,1,0,0,1,2,3,6,4,5,7,8
"168",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"169",1,0,0,0,0,0,1,1,1,2,4,3,5,6,7,8
"170",0,0,0,1,1,0,1,0,1,2,3,5,7,4,6,8
"171",1,1,0,1,0,1,0,0,8,7,6,5,4,3,2,1
"172",0,1,1,0,1,0,1,0,1,3,2,4,8,5,6,7
"173",1,0,0,1,1,0,1,0,2,1,3,6,4,7,5,8
"174",1,0,0,0,1,1,1,1,1,2,3,4,7,5,6,8
"175",1,0,0,1,1,1,1,1,1,2,3,4,5,6,7,8
"176",0,1,0,0,1,0,0,0,1,2,3,5,4,6,7,8
"177",0,1,1,1,0,1,1,0,1,2,4,3,6,5,8,7
"178",0,1,0,1,0,1,0,1,1,2,3,7,5,6,4,8
"179",1,1,1,0,0,0,0,1,8,7,6,5,4,3,2,1
"180",0,1,1,0,0,0,1,1,2,1,4,3,5,7,8,6
"181",0,0,1,0,0,1,1,0,1,2,3,5,4,7,6,8
"182",1,1,0,0,0,0,0,0,8,7,6,5,4,3,2,1
"183",1,0,0,1,1,0,0,1,1,2,5,3,4,6,8,7
"184",0,0,1,0,1,1,0,0,2,1,3,4,5,8,6,7
"185",1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8
"186",1,0,1,0,1,1,1,1,1,2,3,4,5,7,8,6
"187",1,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"188",1,0,1,1,1,1,0,1,1,2,3,8,4,5,6,7
"189",0,0,1,0,1,1,1,1,1,2,3,4,6,5,7,8
"190",0,1,0,1,0,1,1,0,1,2,4,3,5,6,8,7
"191",0,0,1,0,0,1,0,0,1,2,5,3,4,8,6,7
"192",1,1,1,1,1,0,1,1,8,7,6,5,4,3,2,1
"193",1,1,0,0,1,1,1,0,8,7,6,5,4,3,2,1
"194",0,1,0,1,1,1,0,0,1,2,3,4,5,6,7,8
