"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",1,1,2,1
"3",1,0,1,2
"4",0,0,1,2
"5",1,0,2,1
"6",0,1,1,2
"7",1,1,2,1
"8",1,1,2,1
"9",1,0,1,2
"10",1,0,1,2
"11",1,1,2,1
"12",1,0,1,2
"13",0,1,1,2
"14",0,1,1,2
"15",1,1,2,1
"16",0,1,1,2
"17",0,0,1,2
"18",1,1,2,1
"19",0,1,1,2
"20",1,0,1,2
"21",1,0,1,2
"22",1,0,1,2
"23",0,1,1,2
"24",0,0,1,2
"25",1,1,2,1
"26",1,0,1,2
"27",0,0,1,2
"28",0,1,1,2
"29",0,0,1,2
"30",1,0,1,2
"31",1,1,2,1
"32",0,1,1,2
"33",1,1,2,1
"34",1,1,2,1
"35",1,0,1,2
"36",0,1,1,2
"37",0,0,1,2
"38",1,1,2,1
"39",0,0,1,2
"40",0,1,1,2
"41",1,1,2,1
"42",1,1,2,1
"43",1,1,2,1
"44",1,1,2,1
"45",0,0,1,2
"46",0,0,1,2
"47",1,1,2,1
"48",0,1,1,2
"49",1,0,1,2
"50",0,1,2,1
"51",1,1,2,1
"52",1,0,1,2
"53",0,0,1,2
"54",0,1,1,2
"55",1,0,1,2
"56",0,0,1,2
"57",1,0,1,2
"58",0,0,1,2
"59",1,1,2,1
"60",1,1,2,1
"61",1,1,2,1
"62",0,1,1,2
"63",0,0,1,2
"64",0,1,1,2
"65",1,0,2,1
"66",0,1,1,2
"67",1,0,1,2
"68",0,1,2,1
"69",1,0,1,2
"70",0,1,1,2
"71",1,1,2,1
"72",0,1,1,2
"73",0,0,1,2
"74",0,1,1,2
"75",0,1,1,2
"76",0,0,1,2
"77",0,1,1,2
"78",1,0,1,2
"79",0,0,1,2
"80",1,1,2,1
"81",1,0,1,2
"82",1,0,1,2
"83",0,1,1,2
"84",0,1,1,2
"85",1,0,1,2
"86",1,0,1,2
"87",1,0,2,1
"88",0,0,1,2
"89",0,0,1,2
"90",1,1,2,1
"91",0,1,2,1
"92",1,1,2,1
"93",0,0,1,2
"94",0,0,1,2
"95",1,1,2,1
"96",0,1,1,2
"97",1,1,2,1
"98",1,1,2,1
"99",0,0,1,2
"100",1,1,2,1
"101",1,0,1,2
"102",0,0,1,2
"103",0,0,1,2
"104",0,0,2,1
"105",0,1,1,2
"106",1,0,2,1
"107",1,1,2,1
"108",1,0,1,2
"109",0,0,1,2
"110",0,1,2,1
"111",1,1,2,1
"112",1,1,2,1
"113",0,0,1,2
"114",1,1,2,1
"115",1,0,1,2
"116",1,0,1,2
"117",0,0,1,2
"118",0,0,1,2
"119",0,0,1,2
"120",0,1,1,2
"121",0,1,1,2
"122",0,0,1,2
"123",1,1,2,1
"124",0,1,1,2
"125",1,1,2,1
"126",0,0,1,2
"127",1,1,2,1
"128",0,1,1,2
"129",0,0,1,2
"130",0,0,1,2
"131",0,0,1,2
"132",0,0,1,2
"133",1,0,2,1
"134",0,1,1,2
"135",0,1,1,2
"136",0,1,1,2
"137",1,1,2,1
"138",1,0,1,2
"139",0,1,1,2
"140",1,0,1,2
"141",0,1,1,2
"142",1,1,2,1
"143",1,0,1,2
"144",1,0,1,2
"145",1,1,2,1
"146",0,0,1,2
"147",1,0,2,1
"148",1,1,2,1
"149",1,0,1,2
"150",1,0,1,2
"151",0,1,2,1
"152",1,1,2,1
"153",1,0,1,2
"154",0,1,1,2
"155",1,1,2,1
"156",0,0,1,2
"157",0,0,1,2
"158",1,1,2,1
"159",1,0,1,2
"160",1,0,1,2
"161",0,1,1,2
"162",0,0,1,2
"163",1,1,2,1
"164",0,0,1,2
"165",0,0,1,2
"166",0,1,1,2
"167",1,0,1,2
"168",1,1,2,1
"169",0,1,1,2
"170",0,1,1,2
"171",1,1,2,1
"172",0,1,1,2
"173",1,0,1,2
"174",1,1,2,1
"175",1,1,2,1
"176",0,1,1,2
"177",0,1,1,2
"178",1,0,1,2
"179",0,0,1,2
"180",0,1,1,2
"181",0,0,1,2
"182",1,1,2,1
"183",1,0,1,2
"184",1,0,1,2
"185",0,0,1,2
"186",0,0,1,2
"187",0,0,1,2
"188",0,1,1,2
"189",1,0,1,2
"190",1,0,1,2
"191",0,0,1,2
"192",0,0,1,2
"193",0,1,2,1
"194",0,0,1,2
"195",1,0,1,2
"196",0,1,1,2
"197",1,0,1,2
"198",0,1,1,2
"199",1,0,1,2
"200",1,1,2,1
"201",1,0,1,2
"202",0,1,1,2
"203",1,1,2,1
"204",0,1,1,2
"205",1,0,1,2
"206",0,1,1,2
"207",0,1,1,2
"208",1,0,1,2
"209",1,1,2,1
"210",1,1,2,1
"211",1,0,1,2
"212",1,1,2,1
"213",1,1,2,1
"214",1,0,1,2
"215",0,0,1,2
"216",0,0,1,2
"217",1,1,2,1
"218",0,1,1,2
"219",1,0,1,2
"220",1,1,2,1
"221",1,1,2,1
"222",0,0,1,2
"223",0,1,1,2
"224",1,0,1,2
"225",0,1,1,2
"226",0,0,1,2
"227",1,0,1,2
"228",1,1,2,1
"229",0,0,1,2
"230",0,1,1,2
"231",1,1,2,1
"232",1,0,1,2
"233",0,1,1,2
"234",1,1,2,1
"235",1,1,2,1
"236",0,1,1,2
"237",0,1,1,2
"238",0,0,1,2
"239",0,1,1,2
"240",0,1,1,2
"241",1,0,1,2
"242",1,0,1,2
"243",1,0,1,2
"244",0,0,1,2
"245",1,1,2,1
"246",1,1,2,1
"247",0,0,1,2
"248",1,1,2,1
"249",0,0,1,2
"250",0,0,1,2
"251",0,1,1,2
"252",1,0,1,2
"253",0,1,1,2
"254",0,1,2,1
"255",0,0,1,2
"256",0,0,1,2
"257",1,1,2,1
"258",0,1,2,1
"259",1,0,1,2
"260",0,1,1,2
"261",0,0,2,1
"262",0,0,1,2
"263",1,1,2,1
"264",1,1,2,1
"265",0,1,2,1
"266",1,0,1,2
"267",0,1,1,2
"268",0,0,1,2
"269",0,1,1,2
"270",0,0,1,2
"271",1,0,2,1
"272",0,0,1,2
