"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",0,0,1,2
"3",1,0,1,2
"4",1,0,1,2
"5",1,0,1,2
"6",1,0,1,2
"7",0,1,1,2
"8",0,1,2,1
"9",0,0,1,2
"10",1,1,2,1
"11",0,0,1,2
"12",1,1,2,1
"13",1,1,2,1
"14",1,0,1,2
"15",1,1,2,1
"16",0,1,1,2
"17",0,1,2,1
"18",0,1,1,2
"19",1,1,2,1
"20",0,1,1,2
"21",1,0,1,2
"22",1,0,1,2
"23",0,0,1,2
"24",1,1,2,1
"25",0,0,2,1
"26",0,1,1,2
"27",0,0,1,2
"28",1,0,2,1
"29",1,1,2,1
"30",0,1,2,1
"31",1,1,2,1
"32",1,0,1,2
"33",1,0,1,2
"34",1,1,2,1
"35",1,1,2,1
"36",0,1,1,2
"37",0,0,1,2
"38",1,0,1,2
"39",1,0,1,2
"40",1,1,2,1
"41",0,1,2,1
"42",1,0,1,2
"43",1,0,1,2
"44",1,1,2,1
"45",0,0,1,2
"46",0,1,1,2
"47",1,0,1,2
"48",0,0,1,2
"49",1,0,2,1
"50",0,1,1,2
"51",0,1,1,2
"52",1,1,2,1
"53",1,0,1,2
"54",0,0,2,1
"55",0,0,1,2
"56",1,1,2,1
"57",1,0,1,2
"58",0,1,1,2
"59",1,0,2,1
"60",0,0,1,2
"61",0,1,1,2
"62",1,1,2,1
"63",1,0,1,2
"64",1,1,2,1
"65",0,0,1,2
"66",1,0,1,2
"67",0,1,2,1
"68",1,0,1,2
"69",1,1,2,1
"70",0,1,1,2
"71",1,0,1,2
"72",1,0,1,2
"73",0,0,1,2
"74",0,0,1,2
"75",0,0,1,2
"76",0,1,1,2
"77",1,0,1,2
"78",1,0,1,2
"79",1,1,2,1
"80",0,1,1,2
"81",1,0,1,2
"82",1,0,1,2
"83",1,0,1,2
"84",1,0,1,2
"85",0,1,2,1
"86",1,0,1,2
"87",1,0,1,2
"88",1,0,1,2
"89",0,0,1,2
"90",0,1,1,2
"91",0,1,1,2
"92",1,0,1,2
"93",1,0,1,2
"94",0,1,1,2
"95",0,0,1,2
"96",1,0,1,2
"97",1,1,2,1
"98",0,0,1,2
"99",0,0,1,2
"100",0,0,1,2
"101",0,1,1,2
"102",0,0,1,2
"103",1,1,2,1
"104",0,0,1,2
"105",0,1,1,2
"106",1,1,2,1
"107",0,0,1,2
"108",1,1,2,1
"109",0,0,1,2
"110",0,0,1,2
"111",1,1,2,1
"112",0,0,1,2
"113",1,0,1,2
"114",1,1,2,1
"115",1,1,2,1
"116",1,0,1,2
"117",0,1,1,2
"118",1,0,1,2
"119",1,1,2,1
"120",0,1,1,2
"121",1,1,2,1
"122",0,1,1,2
