"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",1,1,2,1
"3",0,0,1,2
"4",1,1,2,1
"5",1,0,1,2
"6",0,0,1,2
"7",0,1,1,2
"8",1,1,2,1
"9",0,1,1,2
"10",1,1,2,1
"11",0,0,1,2
"12",0,0,1,2
"13",0,1,1,2
"14",1,1,2,1
"15",1,1,2,1
"16",0,0,2,1
"17",1,1,2,1
"18",0,0,1,2
"19",1,0,1,2
"20",0,1,1,2
"21",1,0,1,2
"22",0,1,1,2
"23",0,0,1,2
"24",1,0,1,2
"25",0,0,1,2
"26",0,1,1,2
"27",1,0,1,2
"28",0,1,1,2
"29",0,1,1,2
"30",0,1,2,1
"31",0,1,1,2
"32",1,0,1,2
"33",0,1,1,2
"34",0,1,1,2
"35",1,1,2,1
"36",1,0,1,2
"37",0,1,1,2
"38",1,1,2,1
"39",1,0,1,2
"40",0,0,1,2
"41",1,0,1,2
"42",0,1,1,2
"43",0,1,2,1
"44",0,0,2,1
"45",1,0,1,2
"46",1,1,2,1
"47",1,1,2,1
"48",0,0,1,2
"49",1,0,2,1
"50",0,0,1,2
"51",1,1,2,1
"52",0,1,1,2
"53",1,0,1,2
"54",0,0,1,2
"55",0,0,2,1
"56",0,0,1,2
"57",1,1,2,1
"58",0,0,1,2
"59",0,0,1,2
"60",1,1,2,1
"61",1,0,1,2
"62",0,1,1,2
"63",1,1,2,1
"64",0,0,1,2
"65",0,1,1,2
"66",1,0,1,2
"67",1,0,1,2
"68",1,0,1,2
"69",1,1,2,1
"70",1,0,1,2
"71",0,0,1,2
"72",0,1,1,2
"73",0,0,1,2
"74",1,0,1,2
"75",1,1,2,1
"76",1,0,1,2
"77",0,0,1,2
"78",0,0,1,2
"79",1,1,2,1
"80",0,1,1,2
"81",0,1,2,1
"82",0,0,1,2
"83",1,0,1,2
"84",1,1,2,1
"85",0,1,1,2
"86",0,1,1,2
"87",1,1,2,1
"88",1,1,2,1
"89",1,0,1,2
"90",0,1,1,2
"91",0,0,1,2
"92",1,1,2,1
"93",0,1,1,2
"94",1,1,2,1
"95",1,1,2,1
"96",0,1,1,2
"97",1,0,1,2
"98",1,0,1,2
"99",1,1,2,1
"100",1,0,1,2
"101",0,0,1,2
"102",1,0,1,2
"103",0,0,1,2
"104",0,1,1,2
"105",1,1,2,1
"106",1,1,2,1
"107",0,0,1,2
"108",0,0,1,2
"109",0,0,1,2
"110",0,1,1,2
"111",0,1,1,2
"112",1,1,2,1
"113",1,1,2,1
"114",0,1,2,1
"115",1,0,1,2
"116",1,0,1,2
"117",1,1,2,1
"118",0,0,1,2
"119",0,1,1,2
"120",0,0,1,2
"121",0,0,1,2
"122",1,0,1,2
"123",0,1,1,2
"124",0,0,1,2
"125",1,1,2,1
"126",0,0,1,2
"127",1,0,1,2
"128",0,0,1,2
"129",1,0,1,2
"130",0,0,1,2
"131",1,1,2,1
"132",1,1,2,1
"133",1,1,2,1
"134",0,0,1,2
"135",0,1,1,2
"136",0,1,1,2
"137",1,1,2,1
"138",1,1,2,1
"139",0,0,1,2
"140",0,0,1,2
"141",0,0,2,1
"142",0,0,1,2
"143",1,0,1,2
"144",0,1,1,2
"145",1,1,2,1
"146",0,1,1,2
"147",1,1,2,1
"148",0,0,1,2
"149",1,1,2,1
"150",1,1,2,1
"151",1,0,2,1
"152",1,1,2,1
"153",0,1,1,2
"154",0,0,2,1
"155",0,0,1,2
"156",0,1,2,1
"157",1,1,2,1
"158",1,1,2,1
"159",1,1,2,1
"160",1,1,2,1
"161",1,0,1,2
"162",0,1,2,1
"163",0,0,1,2
"164",1,0,1,2
"165",0,0,1,2
"166",1,0,1,2
"167",0,0,1,2
"168",1,1,2,1
"169",0,0,1,2
"170",0,1,1,2
"171",0,1,1,2
"172",0,0,1,2
"173",0,0,1,2
"174",1,1,2,1
"175",1,1,2,1
"176",0,1,1,2
"177",0,1,1,2
"178",1,1,2,1
"179",1,1,2,1
"180",0,0,1,2
"181",0,0,1,2
"182",1,0,1,2
"183",1,0,1,2
"184",1,1,2,1
"185",0,1,1,2
"186",0,1,1,2
"187",0,0,1,2
"188",0,1,2,1
"189",1,1,2,1
"190",1,0,1,2
"191",0,0,1,2
"192",0,1,1,2
"193",0,1,1,2
"194",0,0,1,2
"195",1,1,2,1
"196",1,0,1,2
"197",0,1,1,2
"198",0,1,1,2
"199",1,1,2,1
"200",1,0,1,2
"201",1,1,2,1
"202",0,1,1,2
"203",0,0,1,2
"204",1,0,1,2
"205",1,1,2,1
"206",1,0,1,2
"207",0,0,1,2
"208",1,0,1,2
"209",1,0,1,2
"210",1,0,1,2
"211",0,1,1,2
"212",1,1,2,1
"213",1,1,2,1
"214",0,0,1,2
"215",0,1,1,2
"216",0,1,1,2
"217",0,0,1,2
"218",1,0,1,2
"219",1,1,2,1
"220",0,1,1,2
"221",0,1,1,2
"222",0,1,1,2
"223",0,1,2,1
"224",1,1,2,1
"225",0,0,1,2
"226",1,1,2,1
"227",0,0,1,2
"228",1,1,2,1
"229",0,0,1,2
"230",1,1,2,1
"231",1,1,2,1
"232",0,0,1,2
"233",1,1,2,1
"234",1,0,1,2
"235",0,1,1,2
"236",1,0,1,2
"237",1,1,2,1
"238",1,1,2,1
"239",0,1,2,1
"240",0,0,1,2
"241",1,0,1,2
"242",0,0,1,2
"243",0,0,1,2
"244",1,0,1,2
"245",0,1,1,2
"246",0,1,2,1
"247",0,1,1,2
"248",1,1,2,1
"249",0,0,1,2
"250",1,0,1,2
"251",0,0,1,2
"252",1,0,1,2
"253",1,1,2,1
"254",1,0,1,2
"255",1,0,1,2
"256",1,1,2,1
"257",0,1,1,2
"258",1,0,1,2
"259",1,1,2,1
"260",0,0,1,2
"261",0,1,1,2
"262",0,0,1,2
"263",1,1,2,1
"264",1,0,1,2
"265",0,1,1,2
"266",0,0,1,2
"267",0,0,2,1
"268",1,0,1,2
"269",0,0,1,2
"270",1,0,1,2
"271",0,0,1,2
"272",1,0,1,2
