"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",1,0,1,2
"3",1,0,1,2
"4",0,1,1,2
"5",0,0,1,2
"6",1,0,1,2
"7",1,1,2,1
"8",1,1,2,1
"9",0,1,1,2
"10",0,0,1,2
"11",0,1,1,2
"12",1,0,1,2
"13",0,1,1,2
"14",0,0,1,2
"15",1,0,1,2
"16",1,1,2,1
"17",1,1,2,1
"18",0,1,2,1
"19",0,1,1,2
"20",1,1,2,1
"21",0,1,1,2
"22",0,0,1,2
"23",0,0,1,2
"24",1,0,1,2
"25",0,0,1,2
"26",0,1,1,2
"27",0,0,1,2
"28",0,0,1,2
"29",1,0,1,2
"30",1,0,1,2
"31",0,1,1,2
"32",0,1,1,2
"33",1,1,2,1
"34",1,0,1,2
"35",1,1,2,1
"36",0,0,1,2
"37",0,1,1,2
"38",1,1,2,1
"39",0,1,2,1
"40",1,1,2,1
"41",0,1,1,2
"42",1,1,2,1
"43",0,0,1,2
"44",0,1,1,2
"45",0,1,1,2
"46",0,1,1,2
"47",1,0,1,2
"48",0,0,2,1
"49",1,0,1,2
"50",0,0,1,2
"51",1,0,1,2
"52",0,1,1,2
"53",0,1,1,2
"54",0,0,1,2
"55",1,1,2,1
"56",1,0,1,2
"57",0,1,1,2
"58",0,1,1,2
"59",0,1,1,2
"60",1,0,2,1
"61",1,0,1,2
"62",1,1,2,1
"63",0,0,1,2
"64",0,1,1,2
"65",1,0,1,2
"66",0,1,1,2
"67",1,1,2,1
"68",1,1,2,1
"69",1,0,1,2
"70",1,1,2,1
"71",0,0,1,2
"72",0,0,1,2
"73",1,1,2,1
"74",1,1,2,1
"75",0,1,1,2
"76",0,1,1,2
"77",0,0,1,2
"78",1,1,2,1
"79",0,1,1,2
"80",1,0,1,2
"81",0,1,1,2
"82",1,1,2,1
"83",0,1,1,2
"84",0,0,1,2
"85",0,0,1,2
"86",1,0,1,2
"87",1,0,1,2
"88",0,0,1,2
"89",1,1,2,1
"90",0,1,1,2
"91",1,0,1,2
"92",0,1,1,2
"93",1,0,1,2
"94",1,0,1,2
"95",1,0,1,2
"96",0,1,1,2
"97",0,0,1,2
"98",0,0,1,2
"99",1,1,2,1
"100",0,0,1,2
"101",1,1,2,1
"102",0,0,1,2
"103",0,1,1,2
"104",0,0,1,2
"105",0,0,1,2
"106",0,1,1,2
"107",1,0,1,2
"108",0,0,1,2
"109",1,1,2,1
"110",0,0,1,2
"111",0,0,1,2
"112",0,1,1,2
"113",1,0,1,2
"114",0,1,1,2
"115",0,1,1,2
"116",0,1,1,2
"117",0,1,1,2
"118",0,0,1,2
"119",1,0,1,2
"120",0,1,1,2
"121",1,0,1,2
"122",0,1,1,2
"123",0,0,1,2
"124",0,1,1,2
"125",1,0,1,2
"126",1,1,2,1
"127",0,1,1,2
"128",1,0,1,2
"129",0,1,1,2
"130",1,0,1,2
"131",0,0,1,2
"132",0,0,1,2
"133",0,1,1,2
"134",1,0,1,2
"135",1,0,1,2
"136",1,1,2,1
"137",1,1,2,1
"138",0,1,1,2
"139",0,1,1,2
"140",0,0,2,1
"141",0,1,2,1
"142",1,0,1,2
"143",1,0,1,2
"144",1,1,2,1
"145",1,1,2,1
"146",0,0,1,2
"147",0,1,1,2
"148",0,0,1,2
"149",1,0,1,2
"150",1,0,1,2
"151",1,1,2,1
"152",0,1,1,2
"153",0,0,1,2
"154",1,1,2,1
"155",0,0,1,2
"156",1,0,1,2
"157",1,0,1,2
"158",0,1,1,2
"159",0,0,1,2
"160",0,1,1,2
"161",1,0,1,2
"162",1,1,2,1
"163",0,0,1,2
"164",0,0,1,2
"165",1,0,1,2
"166",0,0,1,2
"167",1,0,1,2
"168",0,0,1,2
"169",1,1,2,1
"170",0,0,1,2
"171",1,1,2,1
"172",0,1,1,2
"173",1,0,1,2
"174",0,0,1,2
"175",1,1,2,1
"176",0,1,1,2
"177",0,0,1,2
"178",1,0,2,1
