"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",0,1,1,2
"3",1,1,2,1
"4",1,0,1,2
"5",0,1,1,2
"6",1,0,1,2
"7",1,1,2,1
"8",1,0,1,2
"9",0,1,1,2
"10",0,0,1,2
"11",1,1,2,1
"12",0,0,1,2
"13",0,1,1,2
"14",1,1,2,1
"15",1,0,1,2
"16",0,0,1,2
"17",0,1,1,2
"18",0,1,1,2
"19",1,0,1,2
"20",1,1,2,1
"21",0,1,1,2
"22",1,1,2,1
"23",1,0,1,2
"24",1,1,2,1
"25",0,0,2,1
"26",0,0,1,2
"27",0,0,1,2
"28",1,0,1,2
"29",1,1,2,1
"30",1,1,2,1
"31",0,1,1,2
"32",1,0,1,2
"33",0,0,1,2
"34",0,0,1,2
"35",0,1,1,2
"36",0,1,1,2
"37",0,1,1,2
"38",0,0,1,2
"39",1,1,2,1
"40",1,0,2,1
"41",0,1,1,2
"42",0,1,2,1
"43",1,0,1,2
"44",0,1,1,2
"45",0,1,1,2
"46",1,0,1,2
"47",1,0,1,2
"48",0,0,1,2
"49",1,1,2,1
"50",1,0,1,2
"51",0,0,1,2
"52",1,1,2,1
"53",0,1,1,2
"54",1,1,2,1
"55",1,1,2,1
"56",0,1,1,2
"57",0,1,1,2
"58",1,0,1,2
"59",1,0,1,2
"60",1,0,1,2
"61",0,1,1,2
"62",0,1,1,2
"63",1,1,2,1
"64",0,0,2,1
"65",0,0,1,2
"66",1,1,2,1
"67",1,1,2,1
"68",0,1,1,2
"69",1,1,2,1
"70",0,1,1,2
"71",1,1,2,1
"72",1,1,2,1
"73",1,0,1,2
"74",1,0,1,2
"75",0,0,2,1
"76",0,1,1,2
"77",0,0,1,2
"78",1,0,2,1
"79",1,0,1,2
"80",1,0,1,2
"81",0,0,1,2
"82",0,1,1,2
"83",0,0,1,2
"84",1,1,2,1
"85",0,1,1,2
"86",1,1,2,1
"87",0,1,2,1
"88",1,1,2,1
"89",0,0,1,2
"90",1,1,2,1
"91",1,0,1,2
"92",1,0,1,2
"93",1,0,1,2
"94",0,1,1,2
"95",1,1,2,1
"96",1,0,1,2
"97",1,0,1,2
"98",1,0,1,2
"99",0,0,1,2
"100",0,0,1,2
"101",0,0,1,2
"102",1,0,1,2
"103",1,1,2,1
"104",0,0,1,2
"105",1,1,2,1
"106",1,1,2,1
"107",1,0,1,2
"108",1,1,2,1
"109",1,1,2,1
"110",0,0,1,2
"111",0,0,1,2
"112",0,1,1,2
"113",0,0,1,2
"114",0,1,1,2
"115",1,0,2,1
"116",0,1,1,2
"117",0,0,1,2
"118",1,0,1,2
"119",1,1,2,1
"120",0,0,1,2
"121",0,1,1,2
"122",1,0,1,2
"123",0,0,2,1
"124",1,1,2,1
"125",1,1,2,1
"126",0,0,1,2
"127",1,0,1,2
"128",1,1,2,1
"129",0,0,1,2
"130",0,0,1,2
"131",1,0,1,2
"132",1,0,1,2
"133",1,0,1,2
"134",1,1,2,1
"135",1,1,2,1
"136",0,0,1,2
"137",0,0,1,2
"138",0,0,1,2
"139",0,1,1,2
"140",1,1,2,1
"141",0,0,1,2
"142",1,0,1,2
"143",1,0,1,2
"144",0,1,2,1
"145",1,0,2,1
"146",1,0,1,2
"147",0,1,1,2
"148",1,0,1,2
"149",1,0,1,2
"150",1,0,1,2
"151",0,0,2,1
"152",1,0,2,1
"153",1,1,2,1
"154",0,0,1,2
"155",1,1,2,1
"156",0,1,1,2
"157",0,0,1,2
"158",0,0,1,2
"159",1,1,2,1
"160",1,0,1,2
"161",1,0,2,1
"162",0,1,1,2
"163",0,0,1,2
"164",1,1,2,1
"165",0,0,2,1
"166",1,0,1,2
"167",0,0,2,1
"168",1,0,1,2
"169",0,0,1,2
"170",1,0,1,2
"171",0,0,1,2
"172",1,0,1,2
"173",1,1,2,1
"174",1,1,2,1
"175",1,0,1,2
"176",0,0,1,2
"177",1,1,2,1
"178",1,1,2,1
"179",0,1,1,2
"180",0,1,1,2
"181",0,1,1,2
"182",0,1,1,2
"183",0,0,1,2
"184",1,1,2,1
"185",0,1,1,2
"186",1,0,1,2
"187",0,0,1,2
"188",0,0,1,2
"189",1,0,1,2
"190",1,0,1,2
"191",0,1,1,2
"192",1,0,1,2
"193",0,0,1,2
"194",1,1,2,1
"195",1,1,2,1
"196",1,0,1,2
"197",0,1,1,2
"198",0,1,1,2
"199",0,0,1,2
"200",0,0,2,1
"201",1,1,2,1
"202",1,1,2,1
"203",1,1,2,1
"204",0,1,1,2
"205",1,1,2,1
"206",1,1,2,1
"207",0,1,1,2
"208",1,0,1,2
"209",1,1,2,1
"210",1,0,1,2
"211",0,1,1,2
"212",1,1,2,1
"213",0,1,1,2
"214",0,0,1,2
"215",0,1,1,2
"216",0,1,1,2
"217",1,0,2,1
"218",0,0,2,1
"219",1,1,2,1
"220",0,0,1,2
"221",1,1,2,1
"222",1,1,2,1
"223",0,0,1,2
"224",0,1,1,2
"225",1,0,1,2
"226",0,0,1,2
"227",0,1,1,2
"228",0,0,1,2
"229",1,0,1,2
"230",1,1,2,1
"231",0,0,1,2
"232",1,1,2,1
"233",0,0,2,1
"234",0,1,1,2
"235",1,0,1,2
"236",1,0,1,2
"237",0,1,1,2
"238",1,1,2,1
"239",0,1,1,2
"240",1,1,2,1
"241",1,0,1,2
"242",0,0,1,2
"243",1,0,1,2
"244",1,1,2,1
"245",1,0,2,1
"246",1,0,1,2
"247",0,0,1,2
"248",0,0,1,2
"249",0,1,1,2
"250",0,0,1,2
"251",0,1,1,2
"252",1,1,2,1
"253",1,1,2,1
"254",1,1,2,1
"255",0,1,1,2
"256",0,1,2,1
"257",0,1,2,1
"258",0,1,1,2
"259",0,1,2,1
"260",1,1,2,1
"261",1,1,2,1
"262",1,0,1,2
"263",1,1,2,1
"264",0,0,1,2
"265",0,1,1,2
"266",1,1,2,1
"267",0,1,1,2
"268",0,1,1,2
"269",1,0,1,2
"270",0,0,1,2
"271",0,0,1,2
"272",1,0,1,2
"273",0,0,1,2
"274",0,0,1,2
"275",1,0,1,2
"276",0,1,1,2
"277",1,1,2,1
"278",0,1,1,2
"279",1,0,1,2
"280",0,0,1,2
"281",0,0,1,2
"282",1,1,2,1
"283",1,0,1,2
"284",1,1,2,1
"285",1,0,1,2
"286",1,0,1,2
"287",1,0,1,2
"288",0,1,2,1
"289",0,1,1,2
"290",1,1,2,1
"291",0,1,1,2
"292",1,1,2,1
"293",1,0,1,2
"294",0,0,1,2
"295",0,0,2,1
"296",0,0,1,2
"297",0,1,1,2
"298",0,0,2,1
"299",1,0,1,2
"300",0,1,1,2
"301",0,0,1,2
"302",1,1,2,1
"303",1,0,1,2
"304",0,0,1,2
"305",0,1,1,2
"306",1,1,2,1
"307",1,0,1,2
"308",0,1,1,2
"309",1,1,2,1
"310",0,1,2,1
"311",0,1,1,2
"312",0,0,1,2
"313",1,0,1,2
"314",1,1,2,1
"315",0,1,1,2
"316",0,1,1,2
"317",1,1,2,1
"318",0,1,1,2
"319",1,1,2,1
