"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",0,0,1,2
"3",0,1,1,2
"4",0,1,1,2
"5",1,1,2,1
"6",1,1,2,1
"7",0,1,1,2
"8",1,1,2,1
"9",0,0,2,1
"10",1,0,1,2
"11",0,0,1,2
"12",1,0,1,2
"13",1,0,1,2
"14",1,1,2,1
"15",0,0,1,2
"16",0,1,1,2
"17",1,0,1,2
"18",0,0,1,2
"19",0,0,1,2
"20",0,0,1,2
"21",0,1,1,2
"22",1,1,2,1
"23",0,0,1,2
"24",0,1,1,2
"25",0,1,1,2
"26",0,0,1,2
"27",1,0,2,1
"28",0,0,1,2
"29",1,1,2,1
"30",1,1,2,1
"31",0,1,1,2
"32",1,0,1,2
"33",0,1,1,2
"34",1,0,1,2
"35",1,1,2,1
"36",0,1,1,2
"37",0,0,2,1
"38",1,1,2,1
"39",1,1,2,1
"40",1,1,2,1
"41",1,0,1,2
"42",1,1,2,1
"43",0,1,1,2
"44",0,0,1,2
"45",1,1,2,1
"46",1,0,1,2
"47",1,1,2,1
"48",1,0,1,2
"49",1,0,1,2
"50",1,0,1,2
"51",0,0,1,2
"52",0,1,1,2
"53",0,0,1,2
"54",1,0,1,2
"55",1,0,1,2
"56",0,1,1,2
"57",0,1,1,2
"58",1,0,1,2
"59",1,1,2,1
"60",0,1,1,2
"61",0,1,2,1
"62",0,1,1,2
"63",0,0,1,2
"64",1,1,2,1
"65",1,1,2,1
"66",1,1,2,1
"67",0,1,1,2
"68",1,0,1,2
"69",1,1,2,1
"70",1,0,1,2
"71",1,0,1,2
"72",1,0,1,2
"73",1,0,1,2
"74",0,1,2,1
"75",0,1,1,2
"76",0,0,1,2
"77",1,0,1,2
"78",1,0,1,2
"79",0,1,2,1
"80",0,1,1,2
"81",1,0,1,2
"82",0,1,1,2
"83",0,1,1,2
"84",0,0,1,2
"85",1,0,1,2
"86",0,1,1,2
"87",1,1,2,1
"88",0,0,1,2
"89",1,0,1,2
"90",0,1,1,2
"91",1,1,2,1
"92",0,0,1,2
"93",1,1,2,1
"94",0,1,1,2
"95",0,1,1,2
"96",0,0,1,2
"97",0,1,1,2
"98",1,1,2,1
"99",1,1,2,1
"100",0,1,2,1
"101",0,0,1,2
"102",1,1,2,1
"103",1,1,2,1
"104",1,1,2,1
"105",0,1,1,2
"106",0,1,1,2
"107",0,0,1,2
"108",1,1,2,1
"109",1,0,2,1
"110",0,1,1,2
"111",0,0,1,2
"112",1,0,1,2
"113",1,1,2,1
"114",0,0,1,2
"115",1,0,1,2
"116",1,0,1,2
"117",0,1,2,1
"118",1,0,1,2
"119",0,1,1,2
"120",0,1,1,2
"121",0,0,1,2
"122",1,1,2,1
"123",0,1,1,2
"124",0,1,2,1
"125",1,0,1,2
"126",1,1,2,1
"127",1,1,2,1
"128",1,0,1,2
"129",0,0,1,2
"130",0,0,1,2
"131",0,1,2,1
"132",0,1,1,2
"133",1,1,2,1
"134",0,1,1,2
"135",1,0,1,2
"136",1,0,1,2
"137",0,0,2,1
"138",1,0,1,2
"139",0,1,1,2
"140",0,1,1,2
"141",1,1,2,1
"142",1,0,1,2
"143",1,0,1,2
"144",0,1,1,2
"145",0,0,1,2
"146",0,0,1,2
"147",0,1,2,1
"148",0,0,2,1
"149",0,0,2,1
"150",0,0,1,2
"151",0,1,1,2
"152",0,1,1,2
"153",1,0,1,2
"154",0,0,1,2
"155",0,0,2,1
"156",1,1,2,1
"157",1,0,2,1
"158",1,1,2,1
"159",0,1,1,2
"160",1,1,2,1
"161",1,0,2,1
"162",1,1,2,1
"163",0,0,1,2
"164",1,1,2,1
"165",0,1,1,2
"166",0,0,1,2
"167",1,1,2,1
"168",0,1,2,1
"169",0,1,1,2
"170",1,1,2,1
"171",1,0,1,2
"172",0,0,1,2
"173",0,0,2,1
"174",1,1,2,1
"175",0,1,1,2
"176",0,1,1,2
"177",1,0,1,2
"178",1,1,2,1
"179",1,1,2,1
"180",0,1,1,2
"181",1,1,2,1
"182",1,0,1,2
