"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,2,3,4,7,6,5,8,9,26,10,16,32,18,11,31,30,13,12,17,19,14,28,15,21,23,25,27,24,22,29,20
"4",1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,3,4,7,6,9,5,14,8,32,10,11,30,12,16,29,15,13,31,17,28,19,21,18,27,24,20,22,26,25,23
"5",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,2,1,3,4,5,7,6,9,31,12,8,10,11,30,15,32,20,23,29,14,22,13,17,19,25,16,21,28,24,18,26,27
"6",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2,4,3,6,5,8,7,9,10,11,32,13,19,30,12,17,27,14,25,31,16,15,18,23,20,26,24,22,29,21,28
"8",1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,2,3,5,4,8,7,9,6,10,12,11,15,14,32,17,30,13,16,19,28,29,31,22,18,27,20,25,24,26,21,23
"9",0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,2,4,3,6,5,7,10,8,12,13,31,21,9,11,30,32,14,19,25,15,23,29,17,20,18,28,27,24,22,16,26
"10",1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,2,3,4,8,6,5,10,7,32,14,9,11,29,31,22,30,23,12,13,28,15,20,25,27,26,17,24,16,18,21,19
"11",0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,3,5,2,4,8,6,7,10,9,32,28,11,13,12,15,14,31,29,17,24,16,30,25,18,26,27,22,19,20,23,21
"12",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,3,4,5,6,7,8,9,30,10,32,29,14,12,31,22,28,26,17,19,11,13,27,15,25,16,24,21,20,23,18
"13",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,2,3,6,5,4,7,8,9,32,29,11,28,10,31,30,16,15,14,13,27,17,12,24,18,26,20,21,25,22,23,19
"14",0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,3,2,8,4,7,5,6,9,11,10,12,31,26,13,29,32,30,28,14,25,19,17,23,20,16,21,15,18,27,22,24
"15",1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,2,3,4,5,6,8,7,10,29,9,12,11,16,15,13,21,14,32,22,30,19,17,27,31,18,26,20,28,25,24,23
"17",1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
