"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2,4,5,3,6,7,9,32,8,11,10,12,14,13,21,31,30,29,28,27,17,15,20,19,25,26,24,23,16,18,22
"3",1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,3,5,4,6,7,11,10,8,13,9,22,12,18,14,27,26,17,15,32,29,16,21,23,20,30,24,28,19,25,31
"4",0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,2,3,5,4,6,8,7,10,11,9,32,12,14,15,13,17,27,31,30,20,18,28,21,16,25,19,29,26,22,24,23
"5",0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,2,3,4,5,7,9,6,8,32,28,16,10,31,14,11,30,25,12,26,15,29,13,17,27,21,18,24,19,22,23,20
"6",1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,3,4,6,8,5,9,7,11,21,10,25,12,29,32,30,31,13,17,14,27,20,15,16,28,26,23,22,18,24,19
"8",1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,3,4,6,5,8,9,28,11,10,7,26,15,31,32,29,30,27,16,14,12,13,25,24,20,18,17,21,23,19,22
"9",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,3,4,5,6,12,8,9,7,10,15,32,11,30,13,31,20,22,28,14,16,17,18,25,29,23,19,24,27,21,26
"10",0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,3,2,4,5,6,9,7,32,8,10,30,31,11,16,29,21,14,12,17,13,15,22,28,18,20,27,19,23,24,26,25
"11",0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,5,3,4,6,11,8,7,12,9,10,14,32,28,13,24,15,16,18,17,31,20,30,27,25,19,26,21,29,22,23
"12",0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,2,3,8,4,5,6,7,28,9,10,13,32,11,12,30,18,31,14,16,20,15,29,22,17,26,21,24,23,19,27,25
"13",0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,2,1,3,4,8,5,6,16,10,9,32,7,29,11,30,14,12,27,31,13,18,19,15,17,28,26,25,21,22,23,20,24
"14",0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,2,3,4,5,6,7,12,13,8,32,9,10,31,14,11,15,30,17,29,26,24,28,16,21,22,25,27,18,20,19,23
"15",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,2,3,4,6,5,8,7,16,9,32,11,10,17,20,31,12,30,13,15,27,14,19,28,18,29,26,25,22,21,24,23
"16",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,3,2,4,5,6,11,7,10,9,31,8,13,14,12,18,15,16,32,17,21,28,22,26,27,20,24,30,23,19,25,29
"18",1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2,3,4,5,6,12,15,7,9,8,14,11,17,10,20,29,16,19,32,31,13,30,18,23,26,27,24,28,21,22,25
"20",0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,2,4,3,6,5,7,8,31,11,9,10,30,20,14,32,15,12,13,25,18,27,29,24,28,17,16,26,19,21,23,22
"21",1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,2,4,5,3,6,7,10,8,9,17,16,14,15,12,21,11,13,26,32,20,18,31,30,29,27,28,19,24,25,23,22
"22",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,2,3,5,4,6,7,8,10,9,14,17,32,12,11,13,31,16,27,30,20,21,15,22,25,19,29,18,28,23,24,26
"23",1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,2,3,6,4,5,9,8,7,31,10,30,32,11,15,13,14,17,12,29,24,28,19,27,23,16,18,21,25,20,22,26
"24",0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2,3,4,5,7,8,6,10,16,9,28,31,26,32,29,11,13,30,25,15,12,14,27,24,18,17,19,23,22,21,20
"25",1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3,5,4,6,7,11,9,8,10,12,32,17,30,31,14,16,19,13,23,15,25,21,28,18,22,26,27,29,24,20
"27",1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,2,3,4,5,6,7,9,8,13,10,27,14,30,15,11,31,12,32,29,20,28,23,25,17,22,19,26,16,18,21,24
"28",1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,2,3,4,5,7,8,6,10,13,11,9,21,15,12,18,14,32,16,17,24,20,22,19,31,23,26,29,28,30,25,27
"30",1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,3,2,4,5,6,7,10,8,9,12,14,15,13,32,11,17,16,31,29,18,30,20,27,26,28,24,19,21,25,23,22
"31",0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,3,1,2,4,5,6,7,8,9,21,11,10,12,32,14,15,13,16,27,17,31,18,29,22,19,28,23,24,30,25,26,20
"32",0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,3,5,4,7,6,8,15,10,9,14,11,18,13,12,29,25,26,31,27,16,30,21,20,19,32,17,28,22,24,23
"33",0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,2,3,4,5,6,28,7,8,18,11,29,10,32,9,13,14,30,25,12,27,31,26,15,22,17,20,24,16,21,23,19
