"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,2,3,5,6,9,7,8,10,32,12,11,31,19,13,29,14,30,17,16,15,21,18,24,23,20,28,22,26,25,27
"2",0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,3,2,4,5,6,7,8,10,9,29,11,12,32,14,26,27,28,13,30,31,19,16,15,17,24,25,22,21,18,23,20
"3",1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,4,3,5,6,8,7,14,11,9,32,10,13,12,17,31,15,20,16,28,29,30,18,19,21,24,25,27,22,26,23
"4",1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,2,3,4,5,9,6,7,10,12,11,8,14,17,13,30,16,31,15,21,28,32,24,27,29,20,18,19,23,25,26,22
"6",0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,2,3,4,6,5,10,8,7,11,9,12,13,14,17,32,30,28,19,16,20,18,15,31,29,27,21,25,22,26,23,24
"7",1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,4,3,5,12,8,6,7,9,10,11,13,14,16,26,15,18,30,29,31,21,25,32,17,19,22,20,24,23,27,28
"9",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,2,3,4,5,8,6,24,12,7,32,31,9,29,10,11,16,13,14,25,30,26,15,18,19,22,28,23,27,20,21,17
"11",0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,2,3,4,6,5,9,7,10,8,11,32,29,31,13,14,12,28,30,16,15,18,17,27,19,22,23,26,25,24,20,21
"12",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,2,3,6,4,5,7,12,8,9,13,11,15,10,32,14,19,16,31,30,29,18,20,17,22,24,21,28,25,26,27,23
"14",1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,2,3,4,5,6,7,10,9,15,8,14,12,20,32,11,13,18,22,21,19,16,17,30,28,31,24,29,23,26,27,25
"15",0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,2,1,3,5,4,7,11,6,8,10,13,9,12,21,15,14,31,17,22,32,16,18,27,30,19,20,26,29,25,23,24,28
