"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2,4,3,6,5,7,9,31,8,10,32,11,22,12,15,13,14,30,25,16,27,19,18,17,29,28,23,24,20,21,26
"2",1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,2,4,3,5,7,6,9,8,10,11,12,29,32,17,13,28,31,16,27,30,14,20,15,22,18,23,21,26,19,25,24
"3",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,3,4,5,7,6,8,10,13,9,14,31,12,11,32,17,25,22,27,28,16,30,29,15,19,20,26,18,23,24,21
"4",0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,3,4,5,6,9,12,7,32,10,28,14,11,8,16,13,17,15,31,30,19,18,23,27,29,21,20,25,22,24,26
"5",1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,2,3,5,4,6,8,9,7,10,14,18,13,32,11,12,29,15,30,16,31,19,28,20,17,25,23,24,22,21,26,27
"7",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,2,3,4,5,6,7,10,9,8,11,31,32,12,22,30,17,14,18,15,13,21,29,28,19,23,26,20,25,27,16,24
"8",0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,2,1,3,4,5,6,7,31,12,9,10,8,32,11,13,14,29,18,16,15,23,17,30,20,28,25,24,21,26,19,22,27
"9",0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,5,4,7,6,9,8,11,12,10,14,13,16,15,32,17,18,31,19,26,27,23,24,29,30,20,25,22,21,28
"10",0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,1,4,3,5,7,21,6,8,10,9,30,32,11,31,25,14,12,29,13,28,15,18,16,26,27,19,20,22,17,23,24
