"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,4,3,5,7,9,6,8,10,11,12,15,13,14,32,17,18,16,25,29,19,20,31,26,27,30,23,22,24,21,28
"2",0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,2,3,4,5,7,13,6,9,10,30,12,8,11,15,24,14,17,31,18,29,28,32,19,16,20,22,23,26,21,27,25
"3",0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,4,5,3,8,7,11,6,28,32,10,30,31,14,9,13,15,12,26,18,16,21,19,23,25,27,22,29,17,20,24
"4",0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,2,3,4,5,6,8,7,11,9,32,12,10,14,13,16,20,31,29,15,17,18,22,30,27,25,21,24,19,28,26,23
"5",0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,2,1,3,4,6,5,8,9,7,10,13,18,11,12,15,19,14,31,32,16,29,25,23,30,17,26,28,27,24,20,22,21
"6",0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,2,3,4,5,6,8,7,9,10,17,12,11,14,27,32,23,22,15,13,16,31,19,30,18,21,20,26,29,28,24,25
"7",1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,2,3,5,4,9,6,8,7,10,11,18,12,15,19,16,14,13,20,24,17,32,25,27,31,23,26,22,21,30,29,28
"9",0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,2,3,4,8,6,5,7,31,12,14,13,9,11,32,10,30,24,16,27,26,20,15,29,18,25,28,23,21,19,17,22
"10",0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,2,3,4,6,8,5,7,9,10,28,14,15,11,30,31,13,32,27,12,29,16,19,17,24,21,18,22,26,23,25,20
"11",0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,2,3,6,4,5,7,11,10,12,14,9,8,32,13,30,28,19,20,31,29,15,18,16,21,27,22,17,23,25,24,26
"12",1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,2,3,4,6,5,7,8,11,9,31,10,12,13,14,32,17,16,29,30,27,18,15,28,24,25,26,20,23,22,19,21
"13",0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,3,9,5,6,4,12,7,32,8,10,11,16,13,20,31,18,15,14,30,17,26,21,22,28,24,25,27,23,19,29
"14",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,4,3,5,6,9,7,10,32,11,8,18,26,12,30,31,13,21,14,23,17,28,15,29,16,27,20,22,19,25,24
"15",0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,2,3,4,5,6,7,8,9,12,13,15,32,31,10,11,14,19,22,16,17,18,21,23,27,26,30,20,29,28,24,25
"16",0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,3,4,5,6,7,9,10,8,11,13,12,15,14,16,18,17,32,31,27,20,26,22,21,19,30,28,25,29,24,23
"17",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,3,4,6,5,8,31,7,10,9,13,14,12,30,11,17,32,15,28,16,25,27,18,19,22,20,29,21,26,23,24
"19",1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,5,7,6,8,11,10,9,13,32,31,14,16,12,29,24,30,25,27,18,15,20,21,26,22,17,28,23,19
"20",1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,4,3,5,6,8,10,7,9,12,11,32,14,31,13,17,16,29,15,30,28,22,23,21,18,20,24,19,27,26,25
"21",0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,2,4,3,5,7,8,6,11,9,31,10,32,22,12,13,30,14,21,29,28,16,24,23,27,20,15,17,19,18,25,26
"22",1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,2,4,3,6,5,7,9,8,11,10,17,13,14,32,12,22,31,30,15,16,20,28,26,25,23,18,19,21,29,24,27
"23",0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2,3,4,6,5,7,8,10,12,9,13,11,16,27,15,14,32,18,19,17,20,30,28,31,29,22,23,21,26,25,24
"24",0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,2,3,4,5,6,7,8,10,13,9,14,28,11,12,32,31,16,21,22,15,29,19,23,17,20,18,30,26,27,25,24
