"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,1,3,4,5,6,8,16,7,9,10,11,12,15,13,18,32,17,14,29,31,25,20,30,28,21,26,27,23,19,22,24
"2",0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,2,3,4,6,5,9,8,7,10,11,12,15,27,32,31,24,26,13,25,29,14,30,17,28,23,16,21,19,22,18,20
"3",1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,3,2,6,4,5,8,7,9,12,32,14,10,29,19,25,11,17,23,30,20,13,26,31,28,21,27,22,18,24,16,15
"4",1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,2,3,4,7,5,6,15,11,23,8,14,9,17,12,13,10,28,18,31,32,16,29,22,26,21,30,19,20,25,24,27
"6",1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,3,4,5,8,6,9,12,7,10,11,15,32,31,13,30,29,14,17,26,25,20,16,28,24,18,19,23,21,22,27
"7",1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,2,3,4,6,5,32,8,10,7,9,11,12,13,15,16,14,25,31,23,27,29,19,20,17,24,18,30,21,22,26,28
"8",1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,2,3,4,5,7,6,8,10,13,9,11,15,32,12,17,31,14,16,22,26,19,24,29,18,28,30,23,25,27,20,21
"9",1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,2,3,5,4,9,7,6,8,10,29,11,12,31,32,28,27,30,19,18,13,26,14,17,15,24,21,20,25,23,22,16
"10",1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,3,4,5,32,6,9,8,19,7,11,24,10,28,12,14,29,18,31,26,20,25,15,13,30,16,17,21,23,27,22
"11",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,2,3,4,7,5,6,8,20,10,13,12,9,17,32,30,11,23,15,16,14,29,22,18,19,31,24,25,27,21,28,26
"13",0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,3,5,6,4,8,9,7,11,10,12,13,30,14,31,28,32,27,16,15,18,23,19,17,20,21,22,24,29,26,25
"14",0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,4,6,7,5,9,10,8,29,12,11,30,32,13,28,31,27,14,15,19,26,23,25,18,16,17,22,21,24,20
"15",1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,3,7,4,5,6,9,8,10,31,11,13,32,14,30,18,12,28,29,15,17,16,21,19,20,26,25,27,22,24,23
"17",0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,3,2,4,6,5,12,13,8,7,10,9,20,11,31,15,30,16,14,28,32,29,27,18,19,25,26,24,17,21,22,23
"18",1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,2,3,4,6,5,7,11,13,8,12,9,24,10,31,30,32,14,16,28,18,15,17,29,20,19,21,26,27,23,22,25
