"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,2,6,4,5,7,30,10,28,8,32,9,31,12,11,16,17,13,15,14,22,18,21,19,24,26,27,23,29,20,25
"2",0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,2,1,3,4,5,15,9,6,10,8,11,7,16,14,12,17,30,18,13,29,31,32,19,21,26,28,27,25,22,20,24,23
"3",1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2,1,3,5,4,6,8,9,7,12,10,14,32,11,13,31,19,17,18,21,22,15,23,30,16,29,20,26,24,27,28,25
"4",1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,2,3,4,7,6,5,9,8,32,17,10,31,29,11,30,26,24,15,28,12,13,14,18,19,21,16,27,25,23,20,22
"5",1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,2,3,4,5,13,6,9,7,8,10,11,30,15,12,14,32,22,16,17,19,28,25,31,26,24,29,23,27,18,21,20
"7",0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,5,3,4,6,8,7,11,10,9,12,13,14,32,16,31,15,17,18,22,20,21,19,30,27,23,24,28,29,25,26
"8",1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,2,3,4,5,7,10,8,6,9,13,11,31,12,16,29,32,14,28,30,18,27,17,15,20,22,26,24,23,21,19,25
"9",0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,2,3,4,6,5,8,7,9,16,10,13,11,12,27,32,14,15,29,30,25,31,18,28,17,23,22,24,26,21,19,20
"10",1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,3,4,5,6,8,7,11,9,10,17,12,32,31,24,29,26,27,15,13,19,30,21,25,28,22,14,16,18,20,23
"11",0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,2,4,3,5,6,7,8,11,13,9,32,14,10,12,31,16,19,17,30,29,18,26,25,28,15,27,21,20,23,22,24
"12",1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,2,4,3,8,5,6,7,9,12,10,28,11,14,13,32,30,31,29,15,27,22,26,16,25,23,24,17,18,20,21,19
"13",0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,2,3,4,5,6,7,8,31,9,14,13,10,22,32,15,12,11,18,30,16,27,20,19,29,17,26,28,21,25,23,24
"14",0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,7,4,5,6,9,32,8,14,10,11,13,12,16,17,15,21,30,19,28,26,23,31,22,18,29,25,27,20,24
