"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,2,3,4,7,6,5,8,16,9,10,11,32,29,12,30,13,31,27,14,15,17,21,22,18,20,26,25,28,19,24,23
"2",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,2,3,4,5,9,6,7,10,8,32,13,11,26,29,15,12,31,14,30,19,27,25,17,18,28,16,20,23,24,21,22
"3",0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,2,3,6,5,7,4,8,10,32,9,24,14,13,31,28,11,17,27,12,15,29,21,30,19,23,18,22,16,25,26,20
"4",0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,2,3,4,5,6,8,7,9,12,10,14,11,13,21,18,16,32,15,31,28,20,29,26,17,30,22,23,19,27,24,25
"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,2,3,4,6,5,8,7,9,10,11,13,15,12,14,20,32,16,30,23,31,17,18,25,29,28,24,19,27,21,26,22
"6",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,2,3,4,5,6,10,9,8,7,12,11,13,30,15,29,14,18,17,32,25,16,31,20,21,28,19,22,24,27,26,23
"8",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,2,3,5,4,6,7,9,8,12,10,11,13,21,15,16,14,17,18,24,30,28,32,20,22,31,25,29,27,26,19,23
"9",0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,3,4,6,5,12,7,8,10,11,9,16,14,13,15,31,20,28,32,17,21,26,29,18,22,23,30,24,25,19,27
"10",0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,3,4,8,5,7,15,6,17,11,9,13,10,14,16,12,30,20,31,32,19,22,18,24,21,23,28,29,26,25,27
"11",0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,2,1,3,4,5,8,6,9,10,7,20,12,32,14,11,30,31,29,28,13,15,16,27,22,26,17,24,21,19,18,23,25
"12",0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2,4,3,5,6,8,7,9,13,31,12,21,10,32,11,30,28,29,27,15,23,14,22,16,25,18,19,26,17,24,20
"13",1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,2,4,3,5,6,7,11,9,8,13,12,16,10,31,15,29,14,32,17,20,22,21,19,18,30,23,27,24,28,26,25
"15",1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,3,2,4,5,6,8,12,13,7,10,9,11,15,31,14,28,29,19,25,32,30,27,17,16,20,18,24,23,22,26,21
"17",0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,3,2,4,7,5,6,8,9,12,10,11,32,18,14,13,19,15,31,17,21,30,16,20,28,22,24,23,26,29,25,27
"18",0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2,1,3,4,5,6,7,10,32,8,9,14,12,29,30,11,17,31,18,13,15,28,16,20,25,19,21,23,22,27,24,26
"19",0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,2,3,4,5,12,6,7,8,11,9,10,13,15,32,18,29,17,14,31,30,19,20,22,16,21,24,27,28,25,26,23
"20",0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,2,3,4,5,8,6,10,7,9,12,32,11,13,24,14,17,16,31,30,18,15,28,27,29,20,26,19,22,21,25,23
"21",1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,2,4,3,5,8,7,6,10,9,16,19,32,12,13,28,11,18,31,14,30,17,15,25,21,20,22,27,29,24,23,26
"23",1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,3,2,4,6,5,8,7,9,11,10,12,16,13,14,31,25,15,19,18,32,17,20,30,22,27,28,29,26,24,21,23
"25",0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,2,3,6,4,5,7,8,12,11,9,32,10,13,14,15,31,29,24,30,26,18,16,23,17,20,28,19,25,27,21,22
"26",0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2,3,4,5,8,7,6,16,25,15,12,13,10,9,31,21,11,32,14,18,20,17,30,23,26,19,29,24,27,28,22
"27",0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,2,4,3,6,7,5,8,9,31,10,11,12,32,14,13,30,29,15,26,16,28,18,23,27,25,20,19,22,24,21,17
"28",1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,3,4,5,7,6,8,9,13,11,12,10,26,32,20,30,31,14,15,23,29,16,18,24,17,22,28,25,21,27,19
"29",1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,2,3,4,5,8,7,6,9,13,16,30,10,11,14,20,12,15,23,28,17,29,18,32,22,19,31,27,21,24,26,25
"30",1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,2,4,3,5,7,8,9,6,21,17,14,19,10,32,12,15,31,16,22,29,11,13,30,25,20,26,18,27,28,23,24
"31",1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,4,5,6,3,8,7,9,15,26,10,32,13,11,30,12,22,14,31,16,18,17,19,27,29,28,20,21,23,25,24
"34",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,4,5,8,6,7,9,10,11,12,17,15,32,13,18,29,14,23,16,22,21,31,20,25,19,30,27,28,24,26
"36",0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,2,3,4,5,6,8,7,12,11,9,32,31,10,14,27,15,22,20,13,16,30,21,17,28,18,26,24,19,25,29,23
