"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,2,4,3,6,7,5,8,9,10,11,15,27,12,20,18,13,32,21,14,22,16,26,31,17,23,30,28,25,19,29,24
"2",1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,2,3,4,6,5,7,10,8,11,9,17,13,14,32,12,31,16,30,19,18,15,21,27,29,22,20,23,24,28,26,25
"3",1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,2,3,4,7,5,6,32,9,8,15,10,12,29,11,13,27,14,28,16,25,30,31,20,23,18,17,22,24,21,19,26
"4",1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,3,2,4,5,6,9,8,10,16,7,11,31,13,14,12,15,17,30,18,20,32,21,23,27,22,19,26,29,24,25,28
"6",0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,3,4,5,7,8,6,14,13,11,9,12,10,15,18,31,20,16,23,21,24,27,32,30,17,22,19,25,29,28,26
"7",0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,4,5,3,8,10,7,6,9,28,13,12,11,32,14,16,21,15,31,29,20,25,30,17,19,27,24,26,18,22,23
"8",0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,2,3,5,4,11,6,8,7,9,12,10,32,13,14,19,16,26,20,15,31,27,17,30,18,22,24,29,23,21,28,25
"9",1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,2,3,5,4,9,6,7,8,30,32,10,27,11,12,31,16,13,29,28,26,17,19,25,15,21,14,18,24,23,20,22
"10",0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3,7,4,6,5,11,8,9,10,13,14,32,16,31,12,22,30,19,25,28,24,18,15,26,29,23,17,27,21,20
