"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,2,3,4,5,6,7,9,16,10,13,8,11,12,15,17,14,32,27,31,30,29,19,28,22,26,20,25,18,24,23,21
"2",0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,2,3,4,5,7,6,9,8,32,11,12,13,10,30,31,15,14,29,16,27,17,28,26,22,18,25,24,23,21,19,20
"3",1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,3,1,2,5,4,8,6,12,7,31,10,14,13,9,11,32,20,22,16,15,18,27,17,30,24,29,21,25,28,19,26,23
"5",0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,2,4,3,7,8,5,31,6,9,10,32,12,13,11,14,27,21,30,25,28,15,18,29,24,16,23,17,20,26,22,19
"6",0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,2,3,4,8,6,5,9,7,10,14,32,11,12,19,31,13,15,17,26,16,18,23,30,21,29,27,20,24,22,25,28
"7",0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,3,4,5,7,6,9,8,17,12,10,11,13,14,16,31,19,15,18,32,22,20,28,26,21,27,30,24,23,25,29
"8",1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,3,2,4,5,8,7,10,6,9,11,14,13,30,12,32,29,28,27,15,17,19,31,26,20,16,23,25,21,18,22,24
"9",0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,4,2,3,8,5,6,9,24,7,13,31,10,12,11,29,28,32,15,20,14,30,17,18,19,16,21,22,27,23,26,25
"10",1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,5,7,10,12,8,9,11,13,32,18,31,20,29,24,17,16,14,27,19,23,25,15,30,26,21,22,28
"12",1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,2,3,5,4,6,7,9,8,10,32,11,12,31,22,13,16,29,17,14,19,15,24,25,18,20,30,26,23,21,28,27
"13",1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,4,3,5,32,7,6,8,11,29,28,14,9,31,12,10,17,27,22,18,16,26,13,30,21,23,15,19,25,20,24
"14",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,3,4,6,5,7,9,8,31,13,10,12,30,32,11,14,26,27,22,29,15,28,23,19,20,25,17,24,18,16,21
"15",1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,2,3,4,7,9,5,6,17,8,26,28,12,10,14,29,31,32,30,19,13,21,11,24,15,16,27,23,20,18,25,22
"17",1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,3,4,5,6,9,7,8,10,15,11,29,31,30,13,32,12,16,28,27,14,23,24,26,17,18,20,25,21,19,22
"18",0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,2,3,6,4,8,5,7,11,10,17,12,9,32,14,13,18,15,16,31,30,22,19,23,27,24,21,28,25,26,29,20
"19",1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,2,4,3,9,5,6,8,10,7,32,20,30,12,15,31,11,29,28,27,24,26,16,22,14,13,17,19,23,18,21,25
"21",0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,2,3,4,5,8,6,7,9,10,30,11,12,29,32,14,17,13,15,31,16,27,22,28,25,23,21,18,19,20,24,26
"22",1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,2,3,5,4,6,9,8,7,12,11,10,14,13,17,20,15,16,18,22,32,31,19,29,21,30,25,26,24,28,23,27
"23",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,12,10,11,9,13,14,15,32,23,16,17,30,19,18,31,26,28,20,29,24,22,21,27,25
"24",1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,2,4,3,5,8,6,7,10,11,9,12,13,31,15,14,17,32,16,19,27,26,18,29,30,24,28,20,23,21,22,25
"27",1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,4,6,5,8,7,32,9,11,29,24,10,25,28,31,22,30,27,26,12,14,13,16,15,21,23,19,17,20,18
"29",0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,2,3,5,4,6,9,8,28,10,7,13,11,12,15,14,16,25,32,30,31,27,26,29,18,24,20,17,19,22,23,21
"30",0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,2,4,3,5,8,6,7,9,15,10,11,13,31,12,16,14,32,30,18,28,27,19,29,17,21,22,20,25,24,26,23
"31",0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,2,3,4,5,6,7,8,9,31,30,29,32,11,12,10,14,27,28,15,22,18,13,16,23,24,17,25,20,26,21,19
"32",1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,2,4,5,6,9,7,28,8,31,32,30,11,29,26,21,10,27,12,13,15,14,25,16,17,24,20,23,18,22,19
"36",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,2,3,4,5,8,28,6,7,32,9,11,10,13,12,24,30,22,19,15,14,16,31,26,17,23,25,29,18,21,20,27
"37",0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,2,3,6,5,4,7,10,8,9,14,12,13,32,30,11,31,18,16,22,15,17,19,28,23,29,20,27,24,25,26,21
"38",1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"39",1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,3,5,4,6,7,31,8,12,11,10,15,13,9,14,27,32,16,29,19,18,17,30,22,23,20,28,24,25,21,26
"40",1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"41",0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3,2,5,4,6,7,10,8,9,12,13,11,15,32,14,31,24,29,30,17,16,27,28,18,26,22,25,19,21,23,20
"42",1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,3,4,6,5,7,8,14,11,10,12,9,32,18,13,16,20,15,22,26,28,19,31,23,29,21,24,17,27,30,25
"44",0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,3,2,4,6,5,8,7,9,11,10,14,12,13,15,16,32,17,25,31,19,21,29,18,30,20,28,23,22,27,26,24
"45",0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,2,3,4,5,6,9,7,8,10,12,11,30,32,31,25,16,13,29,23,14,27,28,21,15,26,18,22,17,20,19,24
