"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,2,3,4,5,6,10,8,9,7,12,31,11,32,15,18,14,19,17,13,16,30,29,21,20,28,22,25,27,23,24,26
"2",1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,2,3,4,5,6,7,8,10,14,9,11,19,15,12,13,18,16,17,28,32,20,24,30,25,27,29,21,23,31,26,22
"4",0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,4,3,5,6,7,8,32,9,11,13,10,28,30,22,14,27,29,12,31,15,16,26,21,18,19,24,25,23,17,20
"5",0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,2,3,4,6,5,8,7,9,16,10,14,13,12,11,31,32,30,17,29,18,20,26,15,19,24,27,28,23,22,25,21
"6",1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,3,4,6,5,9,7,12,10,8,16,11,13,32,14,30,15,28,29,18,31,17,27,20,26,19,22,24,21,25,23
"7",0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,2,3,4,7,5,10,6,8,9,14,15,11,12,31,32,29,13,17,30,16,18,24,23,26,27,19,28,20,22,21,25
"8",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,2,3,4,6,5,7,32,8,9,10,29,14,30,31,12,11,15,28,16,17,27,25,22,26,24,13,23,20,19,21,18
"9",0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,2,3,4,5,6,10,11,7,31,9,8,29,28,30,15,32,12,13,24,27,14,23,22,16,21,26,17,25,18,20,19
"10",0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,2,3,4,5,6,7,9,8,32,14,10,31,12,13,11,16,18,30,15,20,22,24,17,19,29,21,27,25,28,26,23
