"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,2,3,4,5,8,7,6,10,9,16,31,32,12,14,11,13,30,21,15,17,18,29,28,25,27,23,26,22,24,20,19
"2",1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,2,3,5,4,6,7,31,11,8,9,13,10,32,12,29,20,15,17,14,30,24,21,18,16,28,19,27,22,26,25,23
"4",1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,2,4,3,5,6,7,8,16,9,11,32,30,12,10,13,14,20,15,29,31,23,26,17,27,22,21,25,18,28,24,19
"5",0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2,3,4,5,7,6,10,9,12,15,11,8,32,31,13,29,16,14,17,30,18,19,25,28,26,21,24,20,27,22,23
"6",1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2,3,4,5,6,10,11,7,8,12,9,32,14,31,23,15,24,13,30,29,17,28,16,26,27,25,18,20,22,19,21
"7",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,5,4,6,7,12,8,11,30,10,9,15,24,32,18,25,13,28,21,31,17,29,16,14,20,26,19,22,27,23
"8",1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,4,5,6,11,10,7,8,12,9,31,32,15,14,28,29,13,30,24,27,18,26,25,23,17,19,20,21,16,22
"9",1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,2,3,4,5,6,8,10,7,11,9,12,15,14,25,13,16,31,17,32,21,30,18,22,19,29,20,26,28,27,23,24
"10",1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,3,4,2,5,6,7,11,8,10,12,9,32,31,16,13,15,14,29,30,28,22,21,18,17,26,24,23,20,19,27,25
"11",1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,4,3,5,6,7,13,8,9,18,15,11,12,10,20,16,25,14,22,24,21,19,23,17,32,30,28,26,27,29,31
