"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,1,3,4,5,6,13,8,10,7,9,11,31,12,30,14,32,15,24,20,19,16,29,27,22,28,18,17,21,26,25,23
"2",0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,2,3,6,4,5,8,32,7,9,15,19,10,12,11,13,14,31,17,16,29,18,20,21,30,22,23,24,28,26,27,25
"3",1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,4,3,7,6,9,5,8,10,31,11,30,16,32,12,15,14,13,28,21,29,26,23,19,27,17,18,20,25,22,24
"5",0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,2,3,4,5,6,11,7,8,12,9,13,10,15,28,32,14,31,23,29,27,26,16,17,30,20,19,24,21,25,22,18
"6",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,2,3,4,5,6,7,8,10,16,12,9,30,13,11,31,24,29,15,32,14,28,17,27,26,19,18,23,20,25,22,21
"7",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,3,2,4,7,6,5,8,10,9,16,21,13,11,12,17,14,27,15,32,30,18,20,19,31,29,25,26,23,22,28,24
"8",1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,2,1,3,4,6,5,7,8,13,10,31,9,11,14,17,12,32,15,25,28,29,21,19,30,16,26,20,23,18,22,27,24
"10",0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,2,3,4,5,7,6,8,11,9,10,12,16,18,32,15,13,14,29,20,31,19,17,30,25,21,23,27,28,26,24,22
"11",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,2,3,6,4,5,10,9,8,7,32,12,13,16,28,11,31,14,30,26,25,19,15,21,29,17,27,18,22,24,20,23
"13",0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,2,1,3,4,5,6,7,8,10,32,12,9,14,30,29,31,11,17,15,16,13,28,19,26,18,25,24,23,21,27,20,22
"14",1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,3,4,5,6,8,10,7,32,15,9,11,13,25,26,12,14,19,16,30,21,31,17,20,18,29,22,23,28,27,24
"16",0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,5,4,6,7,32,13,8,9,10,11,12,31,30,14,17,29,20,22,16,15,23,24,28,21,25,27,26,18,19
"17",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,2,3,4,5,6,9,7,8,29,32,10,27,30,26,31,13,11,25,19,12,18,16,28,15,14,22,17,23,20,21,24
"18",0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,2,5,3,4,6,9,10,7,32,8,11,30,31,12,29,20,13,28,15,27,17,16,14,19,21,26,25,22,18,24,23
"19",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,3,4,5,6,7,8,28,9,11,32,12,10,13,31,27,14,15,22,17,26,20,16,29,30,19,24,23,21,18,25
"20",1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,7,6,9,8,31,13,12,11,10,32,30,23,17,16,25,20,28,15,27,29,14,26,24,18,19,22,21
