"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,2,3,4,5,6,8,11,7,9,10,13,15,12,16,14
"2",1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,2,3,4,5,10,6,8,9,7,13,12,11,15,14,16
"4",0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,2,3,4,5,6,10,7,9,8,12,11,16,14,13,15
"5",0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,2,1,3,4,7,5,8,6,12,9,11,13,10,16,15,14
"6",0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,2,3,5,4,6,7,9,8,13,10,15,12,11,16,14
"7",0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,4,3,5,6,7,10,8,9,16,11,12,13,14,15
"8",1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,2,3,4,5,7,6,14,10,11,12,13,8,9,15,16
"10",1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,2,1,3,5,4,6,9,8,7,10,11,12,13,14,15,16
"11",1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,2,3,4,5,8,7,6,9,15,12,10,16,13,14,11
"12",0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,2,3,4,5,6,7,8,10,16,9,12,11,13,15,14
"13",1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,2,4,3,11,6,5,7,9,10,14,8,13,16,15,12
"16",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,7,10,9,12,8,13,15,11,14,16
"17",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,4,6,5,7,16,10,8,9,14,12,15,13,11
"18",1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,2,3,4,5,8,7,6,10,13,9,15,14,12,11,16
"19",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,4,3,6,5,7,9,8,10,16,11,12,14,13,15
