"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,2,3,4,5,9,6,7,8,11,10,15,13,16,14,12
"2",1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,2,3,5,4,7,9,6,10,8,13,12,16,15,14,11
"4",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,2,3,4,5,6,8,7,9,14,12,13,11,10,15,16
"5",1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,2,1,6,5,4,3,7,9,8,11,10,14,16,12,15,13
"7",0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,2,1,3,4,5,6,13,9,7,12,8,10,11,15,14,16
"8",0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,2,3,6,5,4,7,8,12,11,9,15,16,14,10,13
"9",0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,3,2,4,5,8,7,6,11,10,13,9,12,15,16,14
"10",1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,3,2,4,5,8,7,6,15,12,10,9,13,11,16,14
"11",1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,2,4,3,5,6,8,7,12,9,16,15,10,11,13,14
"12",0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,3,2,4,5,6,7,8,9,16,10,12,11,14,13,15
"13",0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,2,7,4,3,5,6,8,14,9,12,13,16,15,10,11
"14",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,3,2,4,5,6,9,12,7,8,13,11,15,16,10,14
"16",1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2,3,4,6,5,8,7,12,16,10,15,9,13,14,11
"17",1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,2,3,4,5,6,8,7,9,13,11,10,16,15,12,14
"18",0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,2,3,4,5,7,8,6,11,9,16,10,12,15,13,14
"19",1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,2,4,3,6,5,9,7,10,8,16,12,13,11,14,15
"20",0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,2,4,3,9,6,5,10,7,8,14,16,13,12,11,15
"21",1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,2,3,4,5,7,6,8,10,9,12,15,13,11,16,14
"22",1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,4,3,5,7,6,10,14,12,8,9,11,13,16,15
"23",0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,3,2,4,8,5,6,7,16,9,11,14,10,15,13,12
"24",0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,2,3,4,5,6,7,10,9,8,11,16,12,15,13,14
"25",0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,4,2,3,5,6,10,8,7,9,11,14,12,16,13,15
"26",1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,2,3,4,8,11,5,9,12,6,7,10,14,13,15,16
"28",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,2,1,3,4,5,6,8,11,7,13,12,14,9,10,15,16
"30",1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,4,3,5,8,11,9,7,10,6,12,14,15,16,13
"32",1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,2,3,4,5,6,7,13,14,8,15,9,16,11,10,12
"33",1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,2,1,3,5,6,8,4,16,7,12,9,13,11,14,10,15
"34",1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,2,1,3,5,4,6,7,8,10,9,11,12,13,15,14,16
"35",1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,2,3,4,5,9,6,7,8,16,12,11,10,13,14,15
"36",0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,2,3,4,5,7,6,9,8,10,12,11,14,15,13,16
"37",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,3,6,4,5,7,8,10,15,11,9,12,14,16,13
"38",1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,2,4,5,3,6,9,15,11,8,7,13,10,16,14,12
"39",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2,3,4,5,6,11,7,8,10,16,9,14,12,15,13
"40",0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,2,3,4,5,6,7,10,8,9,11,13,15,12,14,16
"41",0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,2,5,3,4,9,7,6,15,8,12,14,11,10,16,13
"42",0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,2,3,4,7,5,11,12,8,6,14,9,16,13,10,15
"43",1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,4,2,7,6,5,8,9,10,16,11,15,12,13,14
"44",0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,2,3,5,4,6,7,9,8,10,12,11,13,16,14,15
"45",1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46",1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,2,3,4,5,6,8,7,15,10,11,9,12,16,13,14
"47",0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,3,4,6,5,9,7,11,8,10,15,12,16,13,14
"48",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"49",1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"50",1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,3,2,5,4,7,8,6,9,10,11,15,13,14,16,12
"51",0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,2,4,3,5,6,7,9,16,8,14,13,10,12,11,15
"52",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,1,3,5,8,6,7,10,9,11,13,16,12,14,15
"53",1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"54",1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2,3,5,4,6,10,11,7,9,8,12,13,16,15,14
"55",0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,2,4,3,6,5,16,9,11,7,8,15,10,13,14,12
"56",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"57",0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,2,4,3,5,6,8,7,12,9,13,16,11,15,14,10
"58",1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"59",1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"60",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,3,4,5,7,6,8,9,13,14,11,16,12,15,10
"62",0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,2,3,4,5,9,6,8,7,11,14,10,16,15,12,13
"63",0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,4,3,9,5,8,6,7,10,12,15,11,14,16,13
"64",0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,2,1,3,4,7,6,5,8,10,11,9,12,14,16,13,15
"65",1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"66",0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,2,3,6,4,5,9,8,7,10,16,13,15,11,14,12
"67",1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2,3,5,4,8,6,15,7,9,11,10,16,12,14,13
"68",0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,3,4,6,5,8,7,9,12,16,10,11,14,15,13
"69",0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,3,4,6,5,15,8,11,7,9,12,13,14,10,16
"70",0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,3,2,5,4,6,8,7,9,10,13,14,11,16,15,12
"71",1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,2,3,4,6,7,5,8,11,9,13,10,12,14,16,15
"72",0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,2,4,5,3,6,9,10,7,8,15,11,12,14,16,13
"73",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,3,4,5,6,7,8,12,9,10,16,11,13,14,15
"74",1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"75",0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,2,3,4,7,5,6,8,9,10,11,12,14,13,15,16
"76",0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,3,2,5,4,7,6,8,9,15,16,13,11,10,12,14
"77",0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,3,2,4,5,8,6,16,10,7,12,11,9,14,15,13
"78",0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,2,3,4,6,5,8,9,7,13,11,10,16,15,12,14
"79",1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,2,3,4,6,7,5,9,16,10,8,11,12,15,14,13
"80",0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2,3,4,6,5,9,7,8,10,11,12,13,14,15,16
