"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,2,1,4,3,5,6,7,13,16,15,8,9,14,11,10,12
"2",1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,2,3,5,4,8,6,7,9,10,14,13,16,11,12,15
"3",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,2,3,4,5,9,7,8,6,12,10,14,15,11,16,13
"4",1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,2,3,4,5,6,7,8,9,16,10,14,13,11,15,12
"5",0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,2,4,5,3,6,8,7,10,13,14,11,15,9,12,16
"6",0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,2,1,4,3,5,6,16,7,10,8,9,11,12,15,13,14
"7",0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,2,1,3,4,5,6,7,8,13,11,9,16,10,15,12,14
"8",1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,2,4,3,6,5,8,10,13,7,9,11,14,16,12,15
"10",0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,3,4,5,6,8,7,11,14,9,10,13,12,15,16
"11",1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,2,3,5,4,7,6,9,8,11,10,12,13,16,15,14
"12",1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,3,2,4,6,5,8,10,7,9,11,12,14,15,13,16
"13",0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2,3,4,7,5,6,8,9,11,14,13,10,16,12,15
"14",1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,4,2,6,5,7,8,9,10,12,11,13,14,15,16
"15",1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,2,4,5,3,6,7,10,9,11,8,13,12,14,15,16
"16",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,3,5,4,6,7,9,8,10,16,11,12,13,15,14
"17",0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,2,4,5,3,6,9,7,8,10,13,12,16,11,14,15
"18",0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,3,2,4,15,7,5,6,8,10,9,14,11,16,12,13
"19",0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,2,3,4,5,6,9,7,8,10,11,16,15,12,13,14
"20",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,3,4,5,6,7,9,15,14,16,8,10,11,12,13
"21",1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2,4,3,5,7,9,6,8,10,11,13,12,14,15,16
"23",1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,2,3,4,5,6,7,8,16,9,15,10,11,13,12,14
"24",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,2,3,5,4,6,7,10,8,9,11,15,13,16,12,14
"25",0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,2,3,4,5,7,6,8,16,10,9,14,15,11,13,12
"26",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,3,4,5,7,6,14,10,8,9,11,16,12,13,15
"28",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,2,1,3,4,5,6,9,8,10,7,12,13,16,14,15,11
"30",0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2,5,3,4,7,10,9,6,11,8,14,15,12,13,16
"31",0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2,3,4,5,6,8,7,9,11,15,12,13,16,14,10
"32",1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,2,3,4,5,6,8,7,10,9,14,16,11,13,15,12
"34",0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,2,3,4,5,6,9,7,8,13,11,12,10,14,16,15
"35",1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,1,3,4,5,6,7,8,9,16,14,10,13,15,11,12
"36",1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,2,3,4,5,6,11,10,9,8,12,7,16,13,15,14
"37",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,6,4,5,10,7,9,11,8,14,15,13,16,12
"38",1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"39",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,3,4,5,6,8,7,11,9,13,12,10,16,15,14
"40",1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2,3,4,6,5,13,8,7,9,10,11,12,15,16,14
"41",0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,2,3,5,4,7,6,8,11,12,13,10,9,14,16,15
"42",1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,3,2,4,5,9,8,6,11,7,10,15,14,16,12,13
"43",0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,2,3,4,5,7,8,6,9,13,15,10,11,12,16,14
"44",1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"45",0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,2,4,3,5,6,9,7,10,8,16,12,13,11,14,15
"46",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"47",0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,2,3,6,4,5,7,8,10,16,9,12,11,15,14,13
"48",1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,4,2,3,5,6,9,7,8,11,14,10,16,13,15,12
"49",0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,3,2,5,4,6,15,7,12,10,13,8,11,9,16,14
"50",1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"51",0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,3,4,5,6,7,16,8,13,9,10,14,11,15,12
"52",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,4,3,5,6,8,7,9,13,10,11,12,15,14,16
"53",1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,3,7,4,5,8,6,9,11,13,16,10,12,15,14
"54",0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,2,4,3,5,7,6,9,11,8,10,16,15,12,13,14
"55",0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,2,1,3,4,5,6,11,7,10,8,9,16,13,15,12,14
"56",0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,4,2,3,5,6,7,8,10,9,15,14,11,12,13,16
"57",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,2,3,4,5,7,6,8,10,11,9,14,16,13,12,15
"58",0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,2,4,5,3,6,7,8,9,11,10,14,12,15,13,16
"59",0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,2,3,5,4,6,8,9,10,7,11,14,13,12,16,15
"60",0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,9,13,15,10,11,12,16,14
"61",0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,2,3,4,5,6,7,11,12,10,16,8,14,9,15,13
"62",0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,3,5,4,7,6,8,9,12,10,13,14,16,15,11
"63",0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,2,3,4,5,6,7,9,15,10,8,11,16,13,12,14
"64",1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"65",0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2,3,5,4,13,7,6,9,8,16,14,15,11,12,10
"66",0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,2,4,3,5,8,7,6,11,16,9,10,13,12,14,15
"67",0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,2,3,4,5,6,7,8,10,9,11,14,16,13,12,15
"68",0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,2,3,4,5,6,8,10,7,9,13,12,11,14,16,15
"69",1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"70",0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2,4,3,5,6,11,9,7,8,13,10,12,16,14,15
"71",1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,2,1,3,4,5,6,7,8,14,9,10,13,11,15,16,12
"72",1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,2,1,3,6,7,5,4,8,9,16,10,14,13,15,12,11
"73",1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,2,3,4,5,6,7,9,12,8,11,14,10,16,15,13
"74",1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,2,3,4,5,6,9,7,16,8,12,10,13,14,11,15
"75",0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,2,1,3,4,6,5,8,7,10,11,16,9,12,13,14,15
"76",1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,2,1,3,4,7,6,5,9,8,11,16,12,10,14,13,15
"77",0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,4,3,5,6,9,8,7,12,10,13,11,14,16,15
"78",0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,2,3,4,6,7,8,5,15,11,10,9,12,13,16,14
"79",1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,3,2,4,5,6,7,8,9,11,15,10,14,13,16,12
"80",0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,4,3,5,6,7,9,8,15,13,12,16,10,11,14
"81",1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,2,3,4,5,7,6,11,10,8,9,15,13,12,16,14
"82",1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"83",1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,2,1,4,3,6,5,8,7,14,10,12,9,11,16,13,15
"84",0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,3,2,4,5,10,6,8,7,13,14,16,11,9,15,12
"85",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"86",1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"87",0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,2,4,5,9,7,6,16,8,10,13,12,11,14,15
"88",1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,2,3,4,5,6,7,8,16,13,11,9,10,14,12,15
"89",0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,3,2,4,5,6,8,12,7,10,14,16,11,9,13,15
"90",1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"91",0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,3,4,5,6,7,9,10,13,8,12,11,15,14,16
"92",0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,3,2,4,5,7,6,11,9,8,10,14,12,13,15,16
"93",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"94",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,3,4,6,5,7,8,10,13,9,11,16,15,14,12
"95",1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"96",1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,2,3,4,9,5,6,8,7,10,16,12,11,15,14,13
"97",0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,2,3,4,6,5,9,10,7,8,11,16,13,14,12,15
"98",1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,1,4,3,6,5,7,16,8,9,12,15,11,14,13,10
"99",1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"100",1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,2,1,3,4,5,6,7,9,8,10,12,11,15,13,16,14
