"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,2,3,4,5,6,7,8,11,9,10,12,16,15,14,13
"2",1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2,3,4,6,5,8,7,9,15,11,14,10,13,16,12
"3",1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,3,2,5,4,7,6,16,8,10,9,15,12,13,11,14
"5",1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,2,3,4,7,6,5,15,8,12,11,9,10,16,13,14
"7",1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,3,4,5,6,7,9,8,15,10,12,13,11,16,14
"8",1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,2,4,3,5,10,6,16,8,7,9,12,13,11,14,15
"10",1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,3,2,4,5,6,7,8,15,10,9,12,16,11,13,14
"11",1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,2,3,4,6,5,7,10,11,9,15,8,13,16,12,14
"13",1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,2,1,3,4,5,6,8,7,10,9,12,11,16,15,13,14
"15",0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,3,4,5,6,7,10,8,14,9,12,16,15,13,11
"16",0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,2,1,3,4,5,6,7,8,16,9,10,14,11,13,15,12
"17",0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,3,6,4,5,7,8,10,11,9,13,15,14,12,16
"18",0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,5,2,3,4,13,7,6,9,8,12,10,11,14,16,15
"19",1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,2,3,4,6,7,5,8,9,10,11,12,15,14,16,13
"20",1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,2,3,5,6,4,7,8,11,15,9,16,12,10,14,13
"25",0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,3,2,4,5,6,9,7,11,16,12,8,10,13,15,14
"26",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,2,5,3,4,7,6,16,9,8,12,10,14,15,11,13
"27",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,2,4,5,3,6,8,7,11,9,12,10,15,16,14,13
"29",0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,1,3,4,5,8,6,10,7,9,13,12,15,11,14,16
"30",0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2,3,5,4,6,8,7,15,16,13,12,9,10,14,11
"31",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,2,3,4,6,5,8,7,12,10,14,9,13,11,16,15
"35",1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,2,1,3,4,7,5,6,8,9,16,10,11,14,15,12,13
"37",1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,2,4,3,5,6,7,10,9,8,16,13,11,12,15,14
"38",1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,3,2,4,5,6,10,7,16,11,9,8,13,14,12,15
"39",1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"40",0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,2,4,3,5,7,9,6,8,11,13,10,12,15,14,16
"41",1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,2,3,4,5,11,7,8,12,6,9,10,14,15,16,13
"43",0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,2,3,4,5,7,6,8,11,13,15,14,9,16,12,10
"44",1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,2,3,4,5,6,8,9,7,10,11,13,16,12,14,15
