"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,3,4,6,5,7,8,9,13,12,16,11,15,10,14
"2",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,3,4,6,5,7,10,8,14,11,9,13,12,15,16
"3",1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,3,2,4,6,8,7,5,9,13,16,11,10,12,15,14
"4",0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,2,3,4,5,8,11,6,7,9,10,16,14,15,13,12
"5",1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,2,3,5,4,6,8,9,7,10,11,12,16,15,14,13
"7",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,2,4,6,5,7,8,9,11,12,13,14,10,15,16
"8",0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,3,2,4,5,6,7,8,9,15,12,11,14,10,13,16
"9",1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,2,3,4,5,6,10,8,15,7,9,11,13,14,12,16
"11",0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,2,3,4,5,6,8,9,7,11,10,12,15,14,13,16
"12",1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,3,2,4,6,5,7,8,10,9,12,16,14,11,13,15
"13",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2,3,4,5,7,9,6,8,13,16,15,10,11,12,14
"14",1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,2,4,3,5,8,6,10,7,11,9,13,16,12,15,14
"15",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,3,5,4,7,6,9,13,8,14,11,10,12,16,15
"16",0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,3,5,4,8,6,7,9,11,10,15,14,12,13,16
"17",0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,2,3,4,5,8,6,7,10,9,11,14,15,16,12,13
"18",0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,3,2,4,5,8,7,15,9,6,10,16,13,12,11,14
"19",1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,2,3,4,6,5,10,9,12,11,8,7,13,14,15,16
"20",1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2,3,4,6,5,10,9,7,8,11,12,15,14,13,16
"21",1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,4,3,6,5,7,8,9,13,16,11,15,12,14,10
"22",1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,4,3,15,5,6,7,8,16,9,12,14,13,11,10
"24",1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,3,4,5,7,6,8,9,12,11,10,14,15,16,13
"25",0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,3,2,6,4,5,7,8,9,15,14,11,10,16,13,12
"26",1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,3,4,5,7,6,8,11,9,16,13,12,14,10,15
"27",0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,2,4,3,5,6,7,8,10,11,9,16,13,14,12,15
"28",0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,3,4,5,6,9,16,14,10,7,12,11,8,13,15
"29",1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"30",1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2,3,7,8,6,4,5,11,9,12,14,10,16,15,13
"31",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,2,4,3,5,6,7,8,9,11,10,16,13,12,15,14
"32",1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,3,4,2,7,5,13,8,11,6,10,9,12,16,14,15
"33",1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,3,4,5,6,7,8,10,9,16,11,13,12,15,14
"35",1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,3,2,4,5,11,7,12,6,8,14,9,16,13,10,15
"37",1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38",0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,2,1,4,5,3,7,6,10,9,16,8,13,15,14,11,12
"39",0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,3,4,6,7,5,8,13,10,9,14,11,12,15,16
"40",0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,2,3,4,5,7,6,8,11,13,12,10,9,16,14,15
"41",1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2,3,4,6,8,5,9,7,10,15,11,12,16,13,14
"42",1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,2,3,4,5,11,7,6,9,8,12,10,16,15,13,14
"44",0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,3,4,5,7,6,8,9,12,11,10,16,14,13,15
"45",0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,2,3,5,4,6,8,7,16,9,12,15,10,13,14,11
"46",0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,2,3,4,5,6,7,8,9,15,14,12,10,11,16,13
"47",1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,2,3,4,5,7,6,8,9,15,10,16,13,12,11,14
"49",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,3,4,6,7,5,8,10,9,12,11,13,14,16,15
"50",0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,3,4,5,8,6,7,10,9,14,11,12,15,16,13
"51",1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,2,3,5,6,4,7,8,9,11,12,15,13,10,16,14
"52",1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"53",0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,14,10,8,13,9,11,16,15,12
"54",1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"55",0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,2,3,4,8,5,9,7,6,11,10,16,15,12,14,13
"56",0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,2,3,5,4,11,7,6,9,8,15,10,13,16,14,12
"57",0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,2,4,5,3,7,8,6,9,10,13,11,16,15,12,14
"58",1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"59",0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2,3,4,5,6,10,7,8,15,9,13,11,12,16,14
"60",1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"62",0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,2,3,5,4,7,6,9,8,11,10,12,16,14,15,13
"63",1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,3,2,6,5,4,10,7,8,9,12,14,13,11,16,15
"64",0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,2,3,5,4,6,9,7,12,10,8,11,14,16,13,15
"65",1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"66",1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,5,7,6,14,10,9,11,13,8,12,15,16
"67",0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,2,4,3,5,6,11,7,12,13,14,16,10,15,8,9
"68",0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,3,2,5,4,6,7,10,8,16,9,15,14,13,11,12
"69",0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3,4,5,6,8,7,10,9,14,13,15,16,12,11
"70",1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"71",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,4,3,5,6,7,8,12,11,10,9,16,13,15,14
"72",0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,4,3,6,5,9,10,7,8,11,12,14,13,16,15
"73",1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,2,1,4,3,5,6,7,15,16,9,11,8,13,10,14,12
"74",1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,3,5,4,7,6,8,16,14,15,12,9,13,11,10
"75",1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,2,4,3,6,8,5,7,10,15,9,11,14,12,13,16
"76",0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,2,3,5,4,6,7,8,9,10,12,14,16,15,13,11
"77",1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,2,4,3,5,6,9,11,8,7,10,16,12,15,13,14
"78",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2,1,3,6,4,5,9,7,8,11,10,15,14,16,12,13
"79",1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,2,3,7,5,4,6,16,8,9,10,13,14,12,15,11
"80",1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"81",0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,2,3,4,6,5,7,16,11,12,8,9,10,13,15,14
"82",0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,2,3,4,5,6,8,10,7,9,11,13,14,15,12,16
"83",1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"84",0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,2,1,3,4,5,6,8,10,7,12,9,16,13,11,14,15
"85",0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,3,2,7,6,5,4,9,8,15,11,13,10,12,16,14
"86",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,3,4,5,6,16,7,10,8,11,14,9,15,13,12
"87",0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,2,3,4,6,5,7,9,8,12,10,11,15,13,14,16
"88",0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,2,3,6,4,5,7,8,11,13,9,10,12,15,16,14
"89",1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,2,3,4,6,5,11,7,8,9,16,10,14,13,12,15
