"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,2,3,4,5,8,6,7,10,12,13,9,11,16,15,14
"3",1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,2,1,3,4,5,7,6,10,8,9,11,15,13,16,14,12
"6",0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,2,3,5,6,4,7,9,8,10,14,13,11,16,15,12
"7",1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,3,2,4,5,8,6,11,9,7,10,13,12,14,16,15
"8",1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,2,3,4,5,9,15,7,6,10,8,11,16,13,14,12
"10",0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,2,3,4,5,8,6,10,7,9,13,14,15,12,16,11
"11",1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,2,3,5,4,6,8,12,7,16,9,10,14,13,11,15
"12",1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,2,3,4,5,8,6,7,9,10,13,16,11,15,14,12
"15",1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,2,3,6,5,4,7,12,8,9,11,15,10,14,13,16
"16",0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,3,2,4,5,6,9,8,10,7,12,11,13,15,14,16
"17",1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,4,5,6,10,9,7,8,13,16,14,12,11,15
"18",1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,2,4,3,8,6,5,11,7,10,9,15,16,14,13,12
"19",0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,2,3,4,5,7,8,6,9,15,11,13,10,12,16,14
"20",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2,3,4,5,6,8,9,7,10,12,11,13,16,15,14
"21",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,4,5,7,6,13,8,9,10,11,14,15,12,16
"22",0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2,3,5,4,6,8,7,9,15,16,12,10,11,13,14
