"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,4,2,5,3,8,9,6,7,10,14,11,12,16,13,15
"2",0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,11,8,10,9,12,13,15,16,14
"3",0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,2,3,5,4,7,6,8,14,10,11,12,16,13,15,9
"4",0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,3,2,4,5,6,15,7,8,11,9,10,12,14,13,16
"5",0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,2,3,5,4,6,7,9,8,11,10,14,15,13,16,12
"6",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,7,4,6,5,9,8,11,10,16,15,13,14,12
"8",0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,3,5,4,6,8,7,14,12,16,9,11,10,13,15
"9",1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,2,3,4,5,9,6,7,10,15,8,16,14,11,12,13
"10",0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,2,3,4,6,5,8,7,16,9,11,15,10,13,12,14
"11",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,4,5,7,6,11,8,15,9,10,16,13,12,14
"12",0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,3,4,6,5,8,7,9,10,16,12,11,15,14,13
"13",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,3,4,5,6,8,9,7,11,16,13,10,14,12,15
"14",1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,2,3,4,6,5,8,15,7,10,9,11,12,13,16,14
"16",0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2,3,4,6,5,8,7,10,9,14,11,15,16,13,12
"17",0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,2,3,4,6,5,15,10,7,14,16,12,9,8,11,13
"18",1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,3,2,5,4,6,8,7,13,14,15,16,10,12,11,9
"24",0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,2,3,4,5,8,6,10,7,16,11,15,9,13,12,14
