"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,3,5,4,7,6,8,9,16,15,11,10,13,14,12
"2",1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,6,3,4,7,5,10,8,15,9,12,16,13,14,11
"4",1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,4,8,5,6,15,7,10,11,9,12,14,16,13
"6",0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,2,4,3,5,7,6,9,8,11,10,14,12,16,15,13
"7",0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,2,3,4,5,8,6,7,9,13,10,11,14,15,12,16
"8",1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,2,5,6,4,3,8,9,7,11,10,12,15,16,14,13
"10",1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,2,3,4,5,6,7,9,8,10,15,11,16,14,13,12
"11",0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,3,2,4,5,6,7,9,8,12,10,11,14,15,13,16
"12",1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2,3,4,5,6,10,7,9,8,11,15,13,14,12,16
"13",1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,3,1,2,4,6,5,11,9,8,7,10,12,14,13,16,15
"15",0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,3,2,4,6,5,7,8,11,13,9,16,15,10,12,14
"16",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,3,4,5,6,7,11,9,15,10,8,14,12,16,13
"17",0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,2,3,4,5,9,8,6,7,11,10,13,14,12,15,16
"18",0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,4,3,5,6,8,7,15,9,10,12,11,16,13,14
"19",0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,2,1,3,4,5,6,8,7,11,14,9,13,10,16,12,15
"20",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,2,1,3,4,5,6,7,8,9,10,15,11,12,14,13,16
"21",1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,2,3,4,10,5,8,6,11,9,12,7,16,13,15,14
"22",0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,3,4,2,5,7,8,9,6,11,16,12,10,14,13,15
"23",1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,2,3,4,5,6,8,7,16,9,11,12,13,10,14,15
"24",1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,3,5,4,8,7,6,11,9,12,10,13,15,16,14
"26",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,3,4,5,6,8,7,9,10,16,15,12,11,14,13
"27",0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,3,4,5,6,9,7,13,8,11,16,10,12,14,15
"28",1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,2,6,3,5,4,8,7,11,10,9,16,12,13,14,15
"30",1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,2,5,3,4,7,6,12,11,8,10,15,14,13,9,16
