"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,2,4,3,5,7,6,8,16,14,11,9,15,10,12,13
"2",0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,3,4,5,8,6,9,7,13,10,12,11,14,15,16
"3",1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,2,3,4,5,7,9,6,10,8,12,11,16,14,15,13
"4",0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,2,4,5,3,8,7,6,10,13,9,12,14,16,15,11
"5",1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,5,3,4,8,7,6,12,10,13,11,14,9,16,15
"6",1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,3,4,5,7,6,12,8,15,10,9,11,16,13,14
"8",1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,2,3,4,5,6,7,13,9,11,8,16,12,15,14,10
"10",0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,1,3,4,6,5,10,8,7,9,11,14,13,16,15,12
"11",1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,4,3,5,6,15,7,8,9,16,12,14,10,13,11
"12",0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,2,3,5,4,8,7,6,11,9,10,15,12,16,13,14
"13",0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,3,5,4,6,7,10,15,9,8,12,11,13,14,16
"14",0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,2,6,3,5,4,7,9,11,10,16,8,12,13,15,14
"15",1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,1,3,4,5,6,8,7,10,16,9,11,13,12,14,15
"16",1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,2,4,3,5,6,11,7,9,8,10,14,12,16,13,15
"18",1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,2,4,3,5,7,6,16,9,8,12,10,11,15,14,13
"19",1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,2,3,4,5,6,7,8,11,16,12,9,13,10,15,14
