"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,3,2,4,5,6,8,9,7,11,10,12,16,15,13,14
"3",1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,2,3,4,5,6,7,11,10,9,16,8,13,12,15,14
"4",0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,2,3,4,5,7,16,8,6,9,11,10,12,13,15,14
"5",1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,4,3,5,6,7,8,10,14,15,11,16,9,12,13
"6",1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,3,4,5,6,10,11,7,12,9,8,13,15,14,16
"11",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,5,4,6,12,10,7,8,11,9,16,13,15,14
"12",0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,2,4,3,5,8,7,6,12,10,16,14,11,9,15,13
"13",0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,2,3,5,4,7,6,9,8,16,10,11,15,12,14,13
"14",0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,2,3,4,5,8,6,7,16,10,14,12,9,13,11,15
"15",1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,2,3,4,6,5,7,8,9,12,16,10,14,11,15,13
